"","trainSampNos"
"452",750
"453",751
"454",753
"455",754
"456",755
"457",756
"458",758
"459",759
"460",760
"461",764
"462",766
"463",768
"464",770
"465",771
"466",773
"467",775
"468",776
"469",777
"470",779
"471",780
"472",781
"473",782
"474",785
"475",786
"476",788
"477",789
"478",791
"479",795
"480",798
"481",799
"482",801
"483",803
"484",804
"485",808
"486",809
"487",813
"488",814
"489",815
"490",819
"491",821
"492",822
"493",823
"494",824
"495",826
"496",827
"497",828
"498",829
"499",831
"500",832
"501",835
"502",836
"503",837
"504",838
"505",841
"506",843
"507",845
"508",846
"509",847
"510",849
"511",850
"512",851
"513",852
"514",853
"515",855
"516",857
"517",858
"518",860
"519",862
"520",865
"521",866
"522",867
"523",868
"524",870
"525",871
"526",872
"527",873
"528",874
"529",875
"530",876
"531",879
"532",880
"533",881
"534",882
"535",885
"536",886
"537",887
"538",888
"539",889
"540",893
"541",894
"542",901
"543",902
"544",903
"545",904
"546",907
"547",908
"548",909
"549",917
"550",918
"551",919
"552",920
"553",923
"554",925
"555",927
"556",930
"557",933
"558",934
"559",936
"560",937
"561",939
"562",940
"563",941
"564",942
"565",943
"566",945
"567",946
"568",947
"569",948
"570",949
"571",950
"572",951
"573",952
"574",954
"575",958
"576",959
"577",960
"578",963
"579",964
"580",967
"581",970
"582",972
"583",973
"584",976
"585",977
"586",978
"587",979
"588",980
"589",982
"590",983
"591",984
"592",985
"593",986
"594",987
"595",988
"596",989
"597",991
"598",992
"599",994
"600",996
"601",997
"602",999
"603",1000
"604",1001
"605",1003
"606",1005
"607",1006
"608",1008
"609",1009
"610",1010
"611",1011
"612",1012
"613",1014
"614",1016
"615",1018
"616",1019
"617",1020
"618",1021
"619",1022
"620",1023
"621",1024
"622",1029
"623",1030
"624",1031
"625",1033
"626",1034
"627",1035
"628",1037
"629",1042
"630",1043
"631",1044
"632",1045
"633",1047
"634",1048
"635",1049
"636",1050
"637",1051
"638",1052
"639",1054
"640",1055
"641",1056
"642",1058
"643",1059
"644",1061
"645",1064
"646",1065
"647",1067
"648",1069
"649",1071
"650",1076
"651",1077
"652",1080
"653",1081
"654",1082
"655",1083
"656",1085
"657",1087
"658",1089
"659",1090
"660",1092
"661",1093
"662",1094
"663",1096
"664",1097
"665",1098
"666",1099
"667",1100
"668",1101
"669",1102
"670",1103
"671",1104
"672",1105
"673",1106
"674",1107
"675",1108
"676",1109
"677",1112
"678",1114
"679",1115
"680",1116
"681",1120
"682",1124
"683",1128
"684",1130
"685",1131
"686",1132
"687",1133
"688",1135
"689",1136
"690",1137
"691",1138
"692",1139
"693",1143
"694",1144
"695",1146
"696",1147
"697",1154
"698",1155
"699",1157
"700",1161
"701",1162
"702",1163
"703",1164
"704",1165
"705",1166
"706",1167
"707",1170
"708",1171
"709",1172
"710",1175
"711",1176
"712",1177
"713",1178
"714",1179
"715",1181
"716",1182
"717",1184
"718",1186
"719",1187
"720",1188
"721",1189
"722",1192
"723",1193
"724",1194
"725",1196
"726",1197
"727",1198
"728",1199
"729",1200
"730",1203
"731",1211
"732",1213
"733",1214
"734",1217
"735",1219
"736",1220
"737",1221
"738",1222
"739",1224
"740",1226
"741",1227
"742",1228
"743",1229
"744",1230
"745",1231
"746",1233
"747",1234
"748",1237
"749",1238
"750",1240
"751",1242
"752",1244
"753",1245
"754",1246
"755",1248
"756",1249
"757",1250
"758",1252
"759",1253
"760",1258
"761",1259
"762",1264
"763",1265
"764",1266
"765",1268
"766",1269
"767",1270
"768",1272
"769",1273
"770",1274
"771",1275
"772",1276
"773",1277
"774",1279
"775",1280
"776",1281
"777",1282
"778",1283
"779",1284
"780",1290
"781",1291
"782",1292
"783",1295
"784",1296
"785",1297
"786",1299
"787",1300
"788",1301
"789",1302
"790",1303
"791",1305
"792",1309
"793",1310
"794",1314
"795",1315
"796",1316
"797",1317
"798",1320
"799",1321
"800",1322
"801",1323
"802",1324
"803",1327
"804",1328
"805",1333
"806",1334
"807",1336
"808",1337
"809",1342
"810",1344
"811",1345
"812",1347
"813",1350
"814",1351
"815",1353
"816",1354
"817",1356
"818",1358
"819",1359
"820",1363
"821",1364
"822",1365
"823",1366
"824",1369
"825",1370
"826",1371
"827",1372
"828",1373
"829",1375
"830",1379
"831",1381
"832",1382
"833",1383
"834",1384
"835",1385
"836",1388
"837",1389
"838",1391
"839",1392
"840",1395
"841",1398
"842",1399
"843",1400
"844",1401
"845",1402
"846",1403
"847",1404
"848",1405
"849",1412
"850",1413
"851",1414
"852",1416
"853",1418
"854",1419
"855",1420
"856",1421
"857",1424
"858",1425
"859",1426
"860",1427
"861",1435
"862",1437
"863",1438
"864",1440
"865",1445
"866",1447
"867",1448
"868",1449
"869",1451
"870",1452
"871",1460
"872",1462
"873",1463
"874",1464
"875",1465
"876",1466
"877",1468
"878",1469
"879",1470
"880",1471
"881",1474
"882",1475
"883",1476
"884",1477
"885",1478
"886",1479
"887",1481
"888",1482
"889",1483
"890",1485
"891",1486
"892",1487
"893",1488
"894",1490
"895",1492
"896",1493
"897",1495
"898",1499
"899",1503
"900",1504
"901",1505
"902",1506
"903",1507
"904",1509
"905",1510
"906",1511
"907",1512
"908",1514
"909",1515
"910",1518
"911",1519
"912",1521
"913",1522
"914",1525
"915",1528
"916",1529
"917",1531
"918",1535
"919",1536
"920",1537
"921",1538
"922",1539
"923",1540
"924",1541
"925",1542
"926",1543
"927",1546
"928",1548
"929",1549
"930",1550
"931",1552
"932",1553
"933",1554
"934",1555
"935",1556
"936",1557
"937",1558
"938",1561
"939",1562
"940",1566
"941",1570
"942",1573
"943",1574
"944",1575
"945",1577
"946",1578
"947",1579
"948",1581
"949",1583
"950",1585
"951",1587
"952",1588
"953",1589
"954",1590
"955",1594
"956",1596
"957",1597
"958",1599
"959",1600
"960",1602
"961",1604
"962",1605
"963",1610
"964",1612
"965",1613
"966",1616
"967",1617
"968",1618
"969",1619
"970",1620
"971",1623
"972",1625
"973",1627
"974",1628
"975",1630
"976",1631
"977",1634
"978",1638
"979",1639
"980",1640
"981",1641
"982",1642
"983",1643
"984",1644
"985",1645
"986",1646
"987",1647
"988",1649
"989",1650
"990",1652
"991",1653
"992",1656
"993",1657
"994",1658
"995",1659
"996",1660
"997",1661
"998",1664
"999",1666
"1000",1667
"1001",1668
"1002",1669
"1003",1673
"1004",1675
"1005",1676
"1006",1678
"1007",1679
"1008",1681
"1009",1684
"1010",1686
"1011",1688
"1012",1690
"1013",1691
"1014",1692
"1015",1693
"1016",1694
"1017",1695
"1018",1696
"1019",1697
"1020",1698
"1021",1700
"1022",1703
"1023",1704
"1024",1707
"1025",1709
"1026",1711
"1027",1712
"1028",1713
"1029",1715
"1030",1716
"1031",1717
"1032",1723
"1033",1726
"1034",1727
"1035",1728
"1036",1730
"1037",1731
"1038",1732
"1039",1733
"1040",1734
"1041",1735
"1042",1737
"1043",1738
"1044",1739
"1045",1740
"1046",1741
"1047",1742
"1048",1743
"1049",1744
"1050",1747
"1051",1748
"1052",1749
"1053",1751
"1054",1752
"1055",1754
"1056",1756
"1057",1758
"1058",1760
"1059",1761
"1060",1762
"1061",1763
"1062",1764
"1063",1766
"1064",1767
"1065",1768
"1066",1770
"1067",1772
"1068",1774
"1069",1775
"1070",1778
"1071",1779
"1072",1781
"1073",1782
"1074",1783
"1075",1784
"1076",1785
"1077",1787
"1078",1788
"1079",1790
"1080",1791
"1081",1794
"1082",1795
"1083",1796
"1084",1797
"1085",1799
"1086",1800
"1087",1801
"1088",1804
"1089",1805
"1090",1807
"1091",1808
"1092",1810
"1093",1813
"1094",1814
"1095",1815
"1096",1818
"1097",1820
"1098",1821
"1099",1822
"1100",1823
"1101",1824
"1102",1827
"1103",1830
"1104",1831
"1105",1835
"1106",1838
"1107",1842
"1108",1843
"1109",1844
"1110",1846
"1111",1848
"1112",1850
"1113",1851
"1114",1852
"1115",1853
"1116",1855
"1117",1856
"1118",1858
"1119",1859
"1120",1861
"1121",1863
"1122",1864
"1123",1865
"1124",1866
"1125",1868
"1126",1869
"1127",1871
"1128",1872
"1129",1873
"1130",1874
"1131",1876
"1132",1878
"1133",1879
"1134",1881
"1135",1884
"1136",1885
"1137",1886
"1138",1891
"1139",1892
"1140",1894
"1141",1896
"1142",1897
"1143",1898
"1144",1899
"1145",1900
"1146",1904
"1147",1906
"1148",1907
"1149",1908
"1150",1909
"1151",1912
"1152",1913
"1153",1917
"1154",1919
"1155",1921
"1156",1923
"1157",1924
"1158",1926
"1159",1927
"1160",1931
"1161",1932
"1162",1934
"1163",1935
"1164",1936
"1165",1942
"1166",1945
"1167",1948
"1168",1949
"1169",1950
"1170",1951
"1171",1952
"1172",1955
"1173",1957
"1174",1961
"1175",1964
"1176",1965
"1177",1968
"1178",1969
"1179",1970
"1180",1971
"1181",1974
"1182",1975
"1183",1976
"1184",1977
"1185",1978
"1186",1979
"1187",1981
"1188",1982
"1189",1983
"1190",1984
"1191",1985
"1192",1987
"1193",1988
"1194",1989
"1195",1991
"1196",1993
"1197",1994
"1198",1995
"1199",1996
"1200",2000
