"","origLine","nMin4Word","nMin3Word","nMin2Word","nMin1Word","testWord","prediction1","prediction2","prediction3","prediction4","prediction5","prediction6","prediction7","prediction8","timeToPredict","Correct"
"11","I am 32 weeks pregnant!","i","am","","weeks","pregnant","c(4482, 4483, 4481)","c(1, 1, 1)","c(1829, 1829, 1829)","c(922, 1716, 238)","c(4296, 4297, 4295)","c(179, 747, 1466)","c(0.000574712643678161, 0.000574712643678161, 0.000574712643678161)","c(0.158620689655173, 0.485057471264363, 0.898275862068948)",0.029999999999994,FALSE
"12","I've also pondered a more permanent solution that involves several smaller chronological blogrolls organized by blog type (like the color codes). But that seems like a lot of work to create and maintain, and I'm not sure it would be helpful to the reader.","create","and","maintain","and","i'm","c(334, 296, 371)","c(1, 1, 1)","c(71, 71, 71)","c(1242, 756, 1803)","c(320, 284, 354)","c(174, 188, 217)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.165522226237803, 0.170581857607517, 0.18106252258764)",0.0200000000000031,FALSE
"13","Well, I'm off to clean up my craft space since it's a mess after working on my projects for this fun hop! Have a wonderful week everyone and I hope to have a project or two to share very soon! Until next time, take care!","space","since","it's","a","mess","c(4905, 4948, 4922)","c(1, 1, 1)","c(4352, 4352, 4352)","c(152, 687, 336)","c(4890, 4929, 4905)","c(322, 347, 396)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.219009757860499, 0.228044813877846, 0.245753523671847)",0.0700000000000003,FALSE
"14","Complaining and repeating everything we already know every day will do you no good if you do not even have a dog as an early warning system or you allow your daughters to go gallivanting in the streets at night.",NA,NA,NA,"complaining","and","NA","NA","NA","NA","NA","NA","NA",NA,0,FALSE
"15","Hmmm... In terms of traditional instruments we have things like a zither, a euphonium and a harmonium in there and I think a nose flute made it to the finished mix too. But I'm no Harry Partch or even Thomas Truax come to that. Life's hard enough. Having said that, I wouldn't mind having a bash on Truax's Mother Superior!","harmonium","in","there","and","i","c(334, 296, 371)","c(1, 1, 1)","c(71, 71, 71)","c(1242, 756, 1803)","c(320, 284, 354)","c(174, 188, 217)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.165522226237803, 0.170581857607517, 0.18106252258764)",0.100000000000001,FALSE
"16","On The Lovin’ People, he has the benefit of a good backing band consisting of Pretty Purdie on drums, Artie Butler on organ & piano, and Joe Mack and Bill Salter on bass. The band, who play both loose and funky without ever sounding sloppy, helped produce a more laid back vibe and Chandler sounds more relaxed than he did on the earlier album. He has some better songs on this one, too, such as the title cut warm, poppy number about...well, “Lovin’ People,” on which the presence of a chorus (made up on the spot of people who had gathered to provide assistance to a mothers’ help organization) also helps temper Chandler’s unfortunate tendency towards over-earnestness. “The Naked Fool” is about a relationship gone bad, which doesn’t have anything new to say but will have a few toes tapping. “Sold Out, No More Reservations” is an interesting number about a male groupie, and “Bound to Fly” has a nice soaring quality, and Chandler’s lyrics and delivery mesh well on it. If anything the problem here is that Chandler is sometimes eclipsed by his backing band—check “Behind Your Eyes” where the band goes off on some nice free jazz-psychedelic tangents while Chandler seems to be trying to channel Sammy Davis, Jr.","chandler","seems","to","be","trying","c(5477, 5489, 5467)","c(1, 1, 1)","c(4506, 4506, 4506)","c(765, 1725, 66)","c(5438, 5449, 5428)","c(402, 459, 470)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.24792193711601, 0.268521864835563, 0.272497289483196)",0.43,FALSE
"17","I was worried I wasn’t going to like this. And not because I have an unhealthy love of comic book heroes and unrealistic expectations. No, I was worried because it seems the 98% of people I know had already seen it and enjoyed it. Even the wife. Thus, wading in with an opinion of ‘pfft…shite’ would prove about as popular as punching a kitten in the face. But in the end the fears proved unfounded as I really did like it.","the","wife","thus","wading","in","4032","1","1680","171","3874","1555","0.000361402240693892","0.6646187206361",0.019999999999996,FALSE
"18","Other stars making the magazine’s 2011 Sexiest Women Alive list include model-turned-actress Rosie Huntington-Whiteley, jazz artist Esperanza Spalding, ‘Friends With Benefits’ star Mila Kunis, ‘The Help’ actress Emma Stone and singer Beyonce.","jazz","artist","esperanza","spalding","friends","NA","NA","NA","NA","NA","NA","NA",NA,0.0200000000000031,FALSE
"19","Ah, Parga. How many times have we sat in Paxos, looking across at the mainland at night seeing twinkling lights in the far distance? How many times have we wondered just what was it like over there? Well now we know. Unfortunately the place with the twinkling lights was not Parga but some other little community. We got it wrong. Parga was on the itinerary anyway. We concluded it was not worth the detour; two resort-y bays separated by an ancient Turkish fort on a steep hill and a cluster of souvenir shops, tavernas and restaurants. The marina was unwelcoming - we moored alongside a rusting, capsized ferry - and the trudge to buy some provisions took us along a neglected rubbish strewn track. Thomas would not leave the boat for fear we were robbed. But hey! Pull up the gangplank, crack open a beer and experiment with cooking in the galley.","on","the","itinerary","anyway","we","NA","NA","NA","NA","NA","NA","NA",NA,0.00999999999999801,FALSE
"20","M. Blakeman Ingle",NA,NA,NA,"m","blakeman","NA","NA","NA","NA","NA","NA","NA",NA,0,FALSE
"21","Actually, this April 15, 1912, headline was based on preliminary news and was in error. The final tally shows that 1,513 lives were lost in the sinking of the Titanic, and there were only 711 survivors.","that","","lives","were","lost","c(4500, 4491, 4503)","c(1, 1, 1)","c(1835, 1835, 1835)","c(1090, 2, 1755)","c(4314, 4305, 4317)","c(176, 321, 330)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.16624503071919, 0.218648355619805, 0.22190097578605)",0.0200000000000031,FALSE
"22","Smokers I have little sympathy for – you made that decision, in the face of all the evidence that it’s not just seriously harmful to you, but to everyone around you, so I’m sorry, but you get to live with the consequences. And had I not lived, worked and socialised among smokers for most of my life, until the ban, I wouldn’t be anywhere near as ill as I am now, so sympathy is in very short supply.","in","the","face","of","all","c(2703, 2714, 2704)","c(1, 1, 1)","c(1120, 1120, 1120)","c(753, 934, 772)","c(2592, 2602, 2593)","c(247, 271, 328)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.191904589808457, 0.20057824358511, 0.221178171304662)",0.0599999999999952,FALSE
"23","- Food and drink disliking. I’m not really sure what the correct term is for this, but I developed a dislike for almost all of the foods that I once liked, and couldn’t drink fizzy pop at all! I think I may have literally lived on pickled onion space raiders and fruit juice for the entire first trimester…and possibly a lot of the second.","is","for","this","but","i","c(740, 715, 737)","c(1, 1, 1)","c(230, 230, 230)","c(1876, 34, 1716)","c(712, 689, 710)","c(480, 939, 960)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.276111311890136, 0.441994940368645, 0.449584387423217)",0.0300000000000011,FALSE
"24","Sphere: V = 4/3",NA,NA,"sphere","v","","4345","1","1780","1483","4167","2408","0.000361402240693892","0.972894831948013",0.0200000000000031,FALSE
"25","Of course it goes without saying that all the music above would probably have been familiar to Gardel's audience, too. But it's not that widely known here. It's not difficult or inaccessible music, but it's not a routine part of the popular culture in the same way that it would have been when Gardel was playing El dia que mi quieras, or even as it was when my grandmother's relations were making their own entertainment in Australia with performances of Bizet's Au fond du temple saint.","part","of","the","popular","culture","c(8817, 8721, 8656)","c(1, 1, 1)","c(6003, 6003, 6003)","c(1848, 1102, 599)","c(8647, 8556, 8498)","c(167, 171, 190)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.162992410552945, 0.164438019515721, 0.171304662088905)",0.0300000000000011,FALSE
"26","Oh yeah! Last year I was really Spicin' Things Up in the Kitchen! It was Hot Hot! Nope, the hubs and I weren't getting all romantical, we were installing tin into our cabinet for our spices! Get your heads out of the gutter!!","it","was","hot","hot","nope","1719","1","754","1733","1654","99","0.000574712643678161","0.112643678160919",0.0300000000000011,FALSE
"27","BRAAMFONTEIN: Johannesburg Theatre manager Rulov Senekal (67) murdered in his apartment by two black attackers.","murdered","in","his","apartment","by","c(6589, 6582, 6577)","c(1, 1, 1)","c(5089, 5089, 5089)","c(1184, 638, 175)","c(6509, 6502, 6497)","c(210, 219, 222)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.178532706902783, 0.181785327069028, 0.182869533791109)",0.029999999999994,FALSE
"28","Tomorrow only! May 2, 2012 bride bikini is offering our amazing customers a 5% discount off your entire purchase!!!","only","may","","","bride","NA","NA","NA","NA","NA","NA","NA",NA,0,FALSE
"29","A 1 inch chunk of fresh ginger, peeled and finely grated",NA,NA,"a","","inch","c(3, 46, 20)","c(1, 1, 1)","c(2, 2, 2)","c(163, 715, 350)","c(3, 42, 18)","c(322, 347, 396)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.219009757860499, 0.228044813877846, 0.245753523671847)",0,FALSE
"30","Outfit Specs: Click piccy to be taken to it's flickr page for more information.","specs","click","piccy","to","be","c(4158, 4087, 4126)","c(1, 1, 1)","c(1689, 1689, 1689)","c(1485, 336, 938)","c(3987, 3922, 3958)","c(293, 314, 315)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.208529092880376, 0.216118539934948, 0.216479942175641)",0.0300000000000011,FALSE
"31","When PC came out with the ""Love You a Latte"" Lite Cartridge I knew I had to have it!","out","with","the","love","you","c(2320, 2316, 2318)","c(1, 1, 1)","c(960, 960, 960)","c(1936, 618, 1605)","c(2221, 2217, 2219)","c(181, 2026, 2068)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.16805204192266, 0.834839176002936, 0.85001807011208)",0.0500000000000043,FALSE
"32","hold, to not let go",NA,NA,NA,"hold","to","NA","NA","NA","NA","NA","NA","NA",NA,0.00999999999999801,FALSE
"33","So our prayer for today goes like this:","so","our","prayer","for","today","c(1336, 1323, 1344)","c(1, 1, 1)","c(604, 604, 604)","c(1072, 174, 1532)","c(1292, 1279, 1300)","c(419, 598, 603)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.254065775207807, 0.318756776292018, 0.320563787495488)",0.019999999999996,FALSE
"34","Roughly a week later, my sister and her ever-expanding family drove in from Alaska and picked me up, and then we all headed on to Alvin, Texas, once a happy place where a son would be reunited with his father, but now a haunted little town where ghosts of memories reared their teeth at every turn. We pulled into the driveway at dusk, greeted by my stepmother and stepbrother, both of who appeared to be much stronger than me.","up","and","then","we","all","c(4456, 4457, 4449)","c(1, 1, 1)","c(1817, 1817, 1817)","c(978, 991, 663)","c(4272, 4273, 4266)","c(180, 243, 318)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.167690639681966, 0.190458980845681, 0.217564148897723)",0.0600000000000023,FALSE
"35","Whew, there is much talk lately about rising fares due to increased fuel surcharges.","much","talk","lately","about","rising","c(132, 125, 128)","c(1, 1, 1)","c(5, 5, 5)","c(1722, 69, 1175)","c(123, 117, 120)","c(858, 1601, 1610)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.412721358872437, 0.68124322370802, 0.684495843874265)",0.0300000000000011,FALSE
"36","02 - It's All Over Now 04:01",NA,"","","it's","all","c(2028, 2030, 2029)","c(1, 1, 1)","c(834, 834, 834)","c(2, 1819, 1158)","c(1942, 1944, 1943)","c(1279, 1041, 1168)","c(0.000361402240693892, 0.000574712643678161, 0.000574712643678161)","c(0.564871702204578, 0.654022988505737, 0.727011494252861)",0.0200000000000031,FALSE
"37","The product is a milky white liquid that applies like emulsion, not too creamy and thick, but not like water (or jelly) either. After spreading it out on your face, it dries within a few minutes. After which the fun begins! According to the SA, after it dries, you start rubbing it like you’re trying to rub dirt off your face, until you rub off most of it. If required, wash off the remaining with lukewarm water. So I started rubbing and it actually takes quite a bit of effort to rub it all off! It comes off in little bits like you’re rubbing off a layer of your skin.","rub","off","most","of","it","c(7605, 7616, 7606)","c(1, 1, 1)","c(5470, 5470, 5470)","c(724, 897, 743)","c(7479, 7489, 7480)","c(247, 271, 328)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.191904589808457, 0.20057824358511, 0.221178171304662)",0.109999999999999,FALSE
"38","(2 Corinthians 10:5).",NA,NA,NA,"","corinthians","NA","NA","NA","NA","NA","NA","NA",NA,0.00999999999999801,FALSE
"39","And when it's often difficult to predict a law's impact, legislators should think twice before carrying any bill. Is it absolutely necessary? Is it an issue serious enough to merit their attention? Will it definitely not make the situation worse?","it's","often","difficult","to","predict","c(9060, 8989, 9028)","c(1, 1, 1)","c(6039, 6039, 6039)","c(1423, 322, 901)","c(8874, 8809, 8845)","c(293, 314, 315)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.208529092880376, 0.216118539934948, 0.216479942175641)",0.0700000000000003,FALSE
"40","There was a certain amount of scoffing going around a few years ago when the NFL decided to move the draft from the weekend to prime time -- eventually splitting off the first round to a separate day.","going","around","a","few","years","c(6160, 6163, 6164)","c(1, 1, 1)","c(4922, 4922, 4922)","c(307, 1168, 1523)","c(6103, 6106, 6107)","c(621, 635, 816)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.327069027827978, 0.332128659197693, 0.397542464763293)",0.0700000000000003,FALSE
"41","MHTA President and CEO Margaret Anderson Kelliher said construction would likely begin soon on a suite of offices on the building's fourth floor near the historic trading floor.","suite","of","offices","on","the","c(2784, 2788, 2807)","c(1, 1, 1)","c(1132, 1132, 1132)","c(255, 633, 1747)","c(2667, 2671, 2689)","c(448, 450, 726)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.26454644018793, 0.265269244669318, 0.36501626310084)",0.0399999999999991,FALSE
"42","""The absurdity of attempting to bottle up news of such magnitude was too apparent,"" he would later write.","up","news","of","such","magnitude","c(3534, 2703, 2714)","c(1, 1, 1)","c(1592, 1120, 1120)","c(2, 753, 934)","c(3401, 2592, 2602)","c(648, 247, 271)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.336826888326714, 0.191904589808457, 0.20057824358511)",0.0300000000000011,FALSE
"43","GM labor relations vice president Diana Tremblay said the deal ""will enable GM to be fully competitive and has eliminated the gap with our competitors.""",NA,NA,NA,"gm","labor","NA","NA","NA","NA","NA","NA","NA",NA,0,FALSE
"44","""Cheap,"" he said. ""He hit me hard enough for me to really feel it."" And then Batum rose to his feet, squared his elbows up and performed his best elbow-throwing impression of the Suns 6-foot-10 forward.","squared","his","elbows","up","and","c(4301, 4311, 4312)","c(1, 1, 1)","c(1760, 1760, 1760)","c(4, 1333, 1660)","c(4125, 4134, 4135)","c(346, 1582, 1596)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.227683411637152, 0.674376581134835, 0.67943621250455)",0.00999999999999801,FALSE
"45","The first is the love of self and the second, the love of money. Two Greek words, philautos and philargyros, succinctly express these concepts. Both, I detect, lie at the root of the world's problems. Certainly, this diagnosis is not novel. Why then are these destructive personality traits chronic in the human experience? Further, why are people who possess these attributes permitted to run rampant through communities and societies to the detriment of the greater population? The Protester seeks to curb the second phenomenon.","population","the","protester","seeks","to","NA","NA","NA","NA","NA","NA","NA",NA,0.0200000000000031,FALSE
"46","-- Also consider: 2004 Wyndham Bin 444 South Eastern Australia Cabernet Sauvignon ($11)",NA,NA,NA,"","also","NA","NA","NA","NA","NA","NA","NA",NA,0,FALSE
"47","Others are afraid that if they have already had breast cancer, a mammogram could spread new cancer to the other breast, she said. Again, not true.","have","already","had","breast","cancer","c(1547, 1553, 1550)","c(1, 1, 1)","c(698, 698, 698)","c(530, 1716, 1156)","c(1488, 1494, 1491)","c(252, 894, 1019)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.193711601011926, 0.425731839537418, 0.470907119624158)",0.00999999999999801,FALSE
"48","The conference is reportedly working toward a new television deal with ESPN, and Neinas was pushing members to agree to a longterm grant of media rights to the league that would make it all but impossible for schools to bolt.","media","rights","to","the","league","c(8817, 8721, 8656)","c(1, 1, 1)","c(6003, 6003, 6003)","c(1848, 1102, 599)","c(8647, 8556, 8498)","c(167, 171, 190)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.162992410552945, 0.164438019515721, 0.171304662088905)",0.0700000000000003,FALSE
"49","Though Maryland is the wealthiest state in the country, all Maryland's children are not equal. Maryland is not exempt from the conditions that allowed the Trayvon Martin tragedy to occur. Our battle for equity for all of our children is not just against individuals, it is against established systems and institutions. Child-wellbeing indicators show disparities from infancy to adulthood. See Advocates for Children and Youth at http://www.acy.org for more information. There are health disparities in infant mortality and low-birthweight babies. There are educational disparities in academic achievement and disparate administering of school discipline policies such as suspensions, expulsions, and school-based arrests. There are child welfare system disparities that show children of color being removed from home at higher rates than their white counterparts. There are juvenile justice system disparities at every stage from arrest to placement to youth being tried as adults.","administering","of","school","discipline","policies","c(1075, 3276, 3277)","c(1, 1, 1)","c(453, 1423, 1423)","c(424, 1606, 1845)","c(1040, 3147, 3148)","c(1132, 367, 615)","c(0.000574712643678161, 0.000574712643678161, 0.000574712643678161)","c(0.706321839080448, 0.266666666666668, 0.409195402298848)",0.0399999999999991,FALSE
"50","Barrett acknowledges now that he might have been too brusque at times.","might","have","been","too","brusque","c(4212, 4217, 605)","c(1, 1, 1)","c(1701, 1701, 163)","c(241, 1740, 137)","c(4038, 4042, 579)","c(278, 1385, 185)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.203108059269967, 0.603180339718133, 0.169497650885435)",0.0700000000000003,FALSE
"51","After the blue wall was painted I decided to brighten up the dining room table and chairs. Three of the five chairs were painted the same cream color as the interior trim, and a bold green replaced the mustard yellow on the table base.","interior","trim","and","a","bold","c(4905, 4948, 4922)","c(1, 1, 1)","c(4352, 4352, 4352)","c(152, 687, 336)","c(4890, 4929, 4905)","c(322, 347, 396)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.219009757860499, 0.228044813877846, 0.245753523671847)",0.0600000000000023,FALSE
"52","Light, simple, and relying heavily on stove-top and cold preparation, crab might make a nice early Thanksgiving menu for those who must shuttle between families. It could also work for families like mine who eat late and want a snack but must keep the oven free for the hated bird.","preparation","crab","might","make","a","c(2350, 2351, 2347)","c(1, 1, 1)","c(977, 977, 977)","c(1643, 1682, 751)","c(2251, 2252, 2248)","c(249, 513, 707)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.192627394289845, 0.288037585833035, 0.358149620527655)",0.029999999999994,FALSE
"53","After last night’s match, she sat in her chair next to the umpire’s stand and tried to keep from crying — it was the fewest amount of games won in a women’s U.S. Open final since 1976.","umpires","stand","and","tried","to","c(4253, 4254, 334)","c(1, 1, 1)","c(1729, 1729, 71)","c(219, 540, 1242)","c(4078, 4079, 320)","c(979, 990, 174)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.456451029996402, 0.460426454644035, 0.165522226237803)",0.0600000000000023,FALSE
"54","Another strong month of hiring makes it less likely that the Federal Reserve will take additional steps to boost the economy at its meeting next week.",NA,"another","strong","month","of","c(2474, 3517, 2475)","c(1, 1, 1)","c(1047, 1577, 1047)","c(618, 1084, 1680)","c(2374, 3384, 2375)","c(741, 2343, 1214)","c(0.000361402240693892, 0.000361402240693892, 0.000574712643678161)","c(0.370437296711249, 0.949403686302908, 0.753448275862056)",0.0300000000000011,FALSE
"55","Fire crews battle thousands of wildfires in California every year. This map shows areas burned in over 7,000 of the largest wildfires between 1950 and 2010. It includes data from the California Department of Forestry and Fire Protection and federal agencies including the U.S. Forest Service. The fires shown here all are estimated to have burned more than 100 acres, but the data does not include some grass fires that burned fewer than 300 acres.","data","does","not","include","some","c(7557, 7541, 7543)","c(1, 1, 1)","c(5457, 5457, 5457)","c(1608, 404, 571)","c(7434, 7420, 7422)","c(340, 509, 823)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.225514998192989, 0.286591976870259, 0.40007228044815)",0.0300000000000011,FALSE
"56","When Junior walked into the memorial service Sunday, ""it was a surprise to everyone,"" Doug Smith, Oceanside's postmaster, told me.","a","surprise","to","everyone","doug","c(6111, 6110, 9060)","c(1, 1, 1)","c(4883, 4883, 6039)","c(779, 491, 1423)","c(6056, 6055, 8874)","c(1194, 1508, 293)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.534152511745594, 0.647632815323485, 0.208529092880376)",0.0700000000000003,FALSE
"57","Perhaps it's time to make the situation worse. Or, more precisely, to square your shoulders against your guiding fear, that wave of disapproval. First, accept that it's probably coming anyway, no matter what you do.","to","make","the","situation","worse","c(8283, 8817, 8721)","c(1, 1, 1)","c(5841, 6003, 6003)","c(907, 1848, 1102)","c(8137, 8647, 8556)","c(1079, 167, 171)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.492591254065794, 0.162992410552945, 0.164438019515721)",0.0799999999999983,FALSE
"58","Utah's Legislature subsequently passed a pilot guest-worker program.",NA,"utah's","legislature","subsequently","passed","NA","NA","NA","NA","NA","NA","NA",NA,0,FALSE
"59","Three people were killed and more than 50 injured amid a horrific scene strewn with smoking debris.",NA,"three","people","were","killed","c(9402, 9393, 9405)","c(1, 1, 1)","c(6185, 6185, 6185)","c(1046, 2, 1678)","c(9201, 9192, 9204)","c(176, 321, 330)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.16624503071919, 0.218648355619805, 0.22190097578605)",0.0700000000000003,FALSE
"60","Bynum won the tip. The ball was brought downcourt and Bynum slammed it home. In fact Bynum had six of the Lakers first 12 points. Pau Gasol was also effective with four of the points, meaning that 10 of the Lakers' first 12 points were by the big men.","that","","of","the","lakers'","c(8817, 8721, 8656)","c(1, 1, 1)","c(6003, 6003, 6003)","c(1848, 1102, 599)","c(8647, 8556, 8498)","c(167, 171, 190)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.162992410552945, 0.164438019515721, 0.171304662088905)",0.100000000000001,FALSE
"61","WOW! Children's Museum",NA,NA,"wow","children's","museum","4667","1","1881","1129","4469","386","0.00151515151515152","0.615151515151514",0,FALSE
"62","""I kept pitching like it was a one-run game,"" he said. ""I never even looked at the scoreboard.""","i","never","even","looked","at","c(1196, 1195, 1194)","c(1, 1, 1)","c(528, 528, 528)","c(1703, 1179, 791)","c(1157, 1156, 1155)","c(869, 1518, 2113)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.416696783520071, 0.651246837730424, 0.866281170943307)",0.0300000000000011,FALSE
"63","The prepaid-tuition program has stopped accepting new customers. The Illinois Student Assistance Commission says new leadership has already begun making changes and adding new safeguards.","begun","making","changes","and","adding","c(334, 296, 371)","c(1, 1, 1)","c(71, 71, 71)","c(1242, 756, 1803)","c(320, 284, 354)","c(174, 188, 217)","c(0.000361402240693892, 0.000361402240693892, 0.000361402240693892)","c(0.165522226237803, 0.170581857607517, 0.18106252258764)",0.029999999999994,FALSE
