"","origLine","nMin4Word","nMin3Word","nMin2Word","nMin1Word","testWord","prediction1","prediction2","prediction3","prediction4","prediction5","prediction6","prediction7","prediction8","timeToPredict","Correct"
"19","Well, I'm off to clean up my craft space since it's a mess after working on my projects for this fun hop! Have a wonderful week everyone and I hope to have a project or two to share very soon! Until next time, take care!","it's","a","mess","after","working","c(164, 162, 161)","c(1, 1, 1)","c(33, 33, 33)","c(1511, 741, 381)","c(155, 153, 152)","c(1444, 1512, 853)","c(0.000360750360750361, 0.000360750360750361, 0.000557103064066852)","c(0.613997113997094, 0.638528138528118, 0.536490250696389)",0.0399999999999991,FALSE
"20","Hmmm... In terms of traditional instruments we have things like a zither, a euphonium and a harmonium in there and I think a nose flute made it to the finished mix too. But I'm no Harry Partch or even Thomas Truax come to that. Life's hard enough. Having said that, I wouldn't mind having a bash on Truax's Mother Superior!","that","i","wouldn't","mind","having","2210","1","969","1822","2140","1768","0.000360750360750361","0.730880230880204",0.00999999999999801,FALSE
"21","On The Lovin’ People, he has the benefit of a good backing band consisting of Pretty Purdie on drums, Artie Butler on organ & piano, and Joe Mack and Bill Salter on bass. The band, who play both loose and funky without ever sounding sloppy, helped produce a more laid back vibe and Chandler sounds more relaxed than he did on the earlier album. He has some better songs on this one, too, such as the title cut warm, poppy number about...well, “Lovin’ People,” on which the presence of a chorus (made up on the spot of people who had gathered to provide assistance to a mothers’ help organization) also helps temper Chandler’s unfortunate tendency towards over-earnestness. “The Naked Fool” is about a relationship gone bad, which doesn’t have anything new to say but will have a few toes tapping. “Sold Out, No More Reservations” is an interesting number about a male groupie, and “Bound to Fly” has a nice soaring quality, and Chandler’s lyrics and delivery mesh well on it. If anything the problem here is that Chandler is sometimes eclipsed by his backing band—check “Behind Your Eyes” where the band goes off on some nice free jazz-psychedelic tangents while Chandler seems to be trying to channel Sammy Davis, Jr.","helped","produce","a","more","laid","c(4503, 4484, 4552)","c(1, 1, 1)","c(4043, 4043, 4043)","c(611, 257, 1269)","c(4492, 4474, 4536)","c(202, 221, 313)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.165945165945167, 0.172799422799424, 0.205988455988457)",0.0500000000000043,FALSE
"22","Whether you’re looking at investing in residential, commercial or industrial property, the Urban Redevelopment Authority’s (URA) area planning and guidelines will have a long-term impact on your property’s values.",NA,NA,"whether","youre","looking","c(4086, 4085, 4084)","c(1, 1, 1)","c(1728, 1728, 1728)","c(1583, 696, 2)","c(3955, 3954, 3953)","c(551, 559, 582)","c(0.000557103064066852, 0.000557103064066852, 0.000557103064066852)","c(0.368245125348195, 0.37270194986073, 0.385515320334268)",0,FALSE
"23","Thus began my frantic sprint down the corridor, pulling my reluctant suitcase as it bobbed off of anything in its path.","off","of","anything","in","its","c(1721, 1725, 1719)","c(1, 1, 1)","c(748, 748, 748)","c(1021, 1091, 970)","c(1669, 1673, 1667)","c(173, 223, 229)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.155483405483406, 0.173520923520924, 0.175685425685426)",0.0399999999999991,FALSE
"24","Ah, Parga. How many times have we sat in Paxos, looking across at the mainland at night seeing twinkling lights in the far distance? How many times have we wondered just what was it like over there? Well now we know. Unfortunately the place with the twinkling lights was not Parga but some other little community. We got it wrong. Parga was on the itinerary anyway. We concluded it was not worth the detour; two resort-y bays separated by an ancient Turkish fort on a steep hill and a cluster of souvenir shops, tavernas and restaurants. The marina was unwelcoming - we moored alongside a rusting, capsized ferry - and the trudge to buy some provisions took us along a neglected rubbish strewn track. Thomas would not leave the boat for fear we were robbed. But hey! Pull up the gangplank, crack open a beer and experiment with cooking in the galley.","the","marina","was","unwelcoming","","c(3964, 3978, 3962)","c(1, 1, 1)","c(1697, 1697, 1697)","c(111, 1583, 54)","c(3837, 3851, 3835)","c(512, 515, 564)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.277777777777778, 0.278860028860029, 0.296536796536796)",0.019999999999996,FALSE
"25","M. Blakeman Ingle",NA,NA,"m","blakeman","ingle","NA","NA","NA","NA","NA","NA","NA",NA,0,FALSE
"26","Outsell spoke to us about the changes going on in education specifically in the development of custom textbooks.","education","specifically","in","the","development","c(7965, 7853, 7913)","c(1, 1, 1)","c(5599, 5599, 5599)","c(1204, 347, 830)","c(7852, 7746, 7804)","c(176, 196, 241)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.156565656565657, 0.163780663780664, 0.180014430014431)",0.0600000000000023,FALSE
"27","Smokers I have little sympathy for – you made that decision, in the face of all the evidence that it’s not just seriously harmful to you, but to everyone around you, so I’m sorry, but you get to live with the consequences. And had I not lived, worked and socialised among smokers for most of my life, until the ban, I wouldn’t be anywhere near as ill as I am now, so sympathy is in very short supply.",NA,"smokers","i","have","little","c(5945, 5954, 5956)","c(1, 1, 1)","c(4715, 4715, 4715)","c(46, 1040, 1479)","c(5899, 5908, 5910)","c(178, 742, 746)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.157287157287158, 0.360750360750356, 0.362193362193358)",0.0799999999999983,FALSE
"28","- Food and drink disliking. I’m not really sure what the correct term is for this, but I developed a dislike for almost all of the foods that I once liked, and couldn’t drink fizzy pop at all! I think I may have literally lived on pickled onion space raiders and fruit juice for the entire first trimester…and possibly a lot of the second.","foods","that","i","once","liked","c(2551, 1646, 1620)","c(1, 1, 1)","c(1072, 722, 722)","c(2, 1472, 488)","c(2470, 1597, 1575)","c(2174, 226, 239)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.877344877344842, 0.174603174603175, 0.17929292929293)",0.0500000000000043,FALSE
"29","Sphere: V = 4/3",NA,NA,"sphere","v","","NA","NA","NA","NA","NA","NA","NA",NA,0.00999999999999801,FALSE
"30","I’m sad you can’t be with us but we know you’ll be watching. I don’t know if you ever got to eat at Longhorn or not but I hear they cook a really mean steak.","longhorn","or","not","but","i","c(690, 710, 707)","c(1, 1, 1)","c(222, 222, 222)","c(79, 1616, 1581)","c(671, 689, 686)","c(216, 893, 1322)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.170995670995672, 0.415223665223657, 0.569985569985553)",0.0300000000000011,FALSE
"31","Oh yeah! Last year I was really Spicin' Things Up in the Kitchen! It was Hot Hot! Nope, the hubs and I weren't getting all romantical, we were installing tin into our cabinet for our spices! Get your heads out of the gutter!!","oh","yeah","last","year","i","c(1971, 1969, 4250)","c(1, 1, 1)","c(830, 830, 1784)","c(1741, 1056, 1600)","c(1908, 1906, 4114)","c(725, 1454, 883)","c(0.000360750360750361, 0.000360750360750361, 0.000557103064066852)","c(0.3546176046176, 0.617604617604598, 0.553203342618395)",0.0399999999999991,FALSE
"32","Valentines Day falls on February 14th each year. It is a holiday in which lovers express said love for each other, traditionally with flowers, candle lit dinners, heart shaped things, chocolate and greeting cards. The first Valentines cards were hand written but over time have made way for more mass produced greetings. These cards, for the most part, depict images of hearts, cupids and love struck victims.","and","greeting","cards","the","first","c(3496, 3384, 3444)","c(1, 1, 1)","c(1558, 1558, 1558)","c(1232, 353, 846)","c(3390, 3284, 3342)","c(176, 196, 241)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.156565656565657, 0.163780663780664, 0.180014430014431)",0.0300000000000011,FALSE
"33","Tomorrow only! May 2, 2012 bride bikini is offering our amazing customers a 5% discount off your entire purchase!!!","customers","a","","discount","off","NA","NA","NA","NA","NA","NA","NA",NA,0.00999999999999801,FALSE
"34","You die?",NA,NA,NA,"you","die","c(4292, 4297, 4294)","c(1, 1, 1)","c(1793, 1793, 1793)","c(1015, 1107, 1036)","c(4156, 4161, 4158)","c(160, 207, 286)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.150793650793651, 0.167748917748918, 0.196248196248197)",0,FALSE
"35","Didn’t quite make church Sunday morning. Sleeping right up to check out causes a bit of a mad rush to get up and get out.","causes","a","bit","of","a","c(2492, 2432, 2450)","c(1, 1, 1)","c(1059, 1059, 1059)","c(1658, 49, 605)","c(2415, 2359, 2377)","c(300, 332, 341)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.201298701298703, 0.212842712842714, 0.216089466089468)",0.0799999999999983,FALSE
"36","Outfit Specs: Click piccy to be taken to it's flickr page for more information.","outfit","specs","click","piccy","to","NA","NA","NA","NA","NA","NA","NA",NA,0.0200000000000031,FALSE
"37","When PC came out with the ""Love You a Latte"" Lite Cartridge I knew I had to have it!","lite","cartridge","i","knew","i","c(1948, 1947, 1646)","c(1, 1, 1)","c(819, 819, 722)","c(1583, 718, 1472)","c(1885, 1884, 1597)","c(552, 610, 226)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.292207792207792, 0.313131313131311, 0.174603174603175)",0.0300000000000011,FALSE
"38","How can you start your day any other way than happy with that face wanting to cuddle with you first thing?","other","way","than","happy","with","c(1460, 1459, 3282)","c(1, 1, 1)","c(667, 667, 1550)","c(1778, 1166, 796)","c(1422, 1421, 3188)","c(753, 2176, 1920)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.36471861471861, 0.878066378066343, 0.785714285714256)",0.0300000000000011,FALSE
"39","He wasn't home alone, apparently.",NA,NA,NA,"he","wasn't","c(1498, 1494, 1499)","c(1, 1, 1)","c(675, 675, 675)","c(1101, 708, 1337)","c(1457, 1453, 1458)","c(343, 1965, 2060)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.216810966810968, 0.801948051948021, 0.836219336219303)",0,FALSE
"40","WSU's plans quickly became a hot topic on local online sites. Though most people applauded plans for the new biomedical center, many deplored the potential loss of the building.",NA,NA,"wsu's","plans","quickly","NA","NA","NA","NA","NA","NA","NA",NA,0,FALSE
"41","14915 Charlevoix, Detroit",NA,NA,"","charlevoix","detroit","NA","NA","NA","NA","NA","NA","NA",NA,0.00999999999999801,FALSE
"42","""It’s just another in a long line of failed attempts to subsidize Atlantic City,"" said Americans for Prosperity New Jersey Director Steve Lonegan, a conservative who lost to Christie in the 2009 GOP primary. ""The Revel Casino hit the jackpot here at government expense.""",NA,NA,NA,"its","just","c(1887, 1883, 1884)","c(1, 1, 1)","c(779, 779, 779)","c(1543, 465, 823)","c(1824, 1820, 1821)","c(813, 1070, 1332)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.38636363636363, 0.479076479076467, 0.573593073593056)",0,FALSE
"43","But time and again in the report, Sullivan called on CPS to correct problems to improve employee accountability, saying, for example, that measures to keep employees from submitting fraudulent invoices or to block employees from accessing inappropriate websites were not in place.","the","report","sullivan","called","on","c(739, 740, 738)","c(1, 1, 1)","c(229, 229, 229)","c(1360, 1389, 598)","c(716, 717, 715)","c(1990, 1997, 353)","c(0.000360750360750361, 0.000360750360750361, 0.000557103064066852)","c(0.81096681096678, 0.813492063492032, 0.257938718662956)",0.0399999999999991,FALSE
"44","I was just trying to hit it hard someplace, said Rizzo, who hit the pitch to the opposite field in left-center. Im just up there trying to make good contact.","just","up","there","trying","to","c(3578, 3582, 3580)","c(1, 1, 1)","c(1565, 1565, 1565)","c(256, 1750, 1416)","c(3470, 3474, 3472)","c(1312, 1535, 89)","c(0.000360750360750361, 0.000360750360750361, 0.000557103064066852)","c(0.56637806637805, 0.646825396825375, 0.110863509749304)",0.0300000000000011,FALSE
"45","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","","when","taxpayers","give","assets","c(1364, 1363, 1362)","c(1, 1, 1)","c(628, 628, 628)","c(1684, 1296, 718)","c(1329, 1328, 1327)","c(1545, 1593, 1350)","c(0.000360750360750361, 0.000360750360750361, 0.000557103064066852)","c(0.650432900432879, 0.667748917748895, 0.813370473537621)",0.00999999999999801,FALSE
"46","Andrade's children, Erin and son Patrick, are adults, and he said he was intrigued by the opportunity to play a mentoring role in the life of a high school student.","and","son","patrick","are","adults","c(429, 439, 436)","c(1, 1, 1)","c(92, 92, 92)","c(561, 1478, 1144)","c(414, 424, 421)","c(914, 957, 1314)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.422799422799415, 0.438311688311679, 0.56709956709955)",0.0200000000000031,FALSE
"47","The first is the love of self and the second, the love of money. Two Greek words, philautos and philargyros, succinctly express these concepts. Both, I detect, lie at the root of the world's problems. Certainly, this diagnosis is not novel. Why then are these destructive personality traits chronic in the human experience? Further, why are people who possess these attributes permitted to run rampant through communities and societies to the detriment of the greater population? The Protester seeks to curb the second phenomenon.","these","attributes","permitted","to","run","c(3769, 3734, 3726)","c(1, 1, 1)","c(1592, 1592, 1592)","c(1392, 882, 707)","c(3649, 3614, 3607)","c(165, 186, 205)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.152597402597403, 0.160173160173161, 0.167027417027418)",0.029999999999994,FALSE
"48","-- Also consider: 2004 Wyndham Bin 444 South Eastern Australia Cabernet Sauvignon ($11)",NA,NA,NA,"","also","NA","NA","NA","NA","NA","NA","NA",NA,0,FALSE
"49","""Looking back on it now, I realize that if I would have stayed there, it would have gotten worse and I wouldn't be where I am now.""","if","i","would","have","stayed","c(5945, 5954, 5956)","c(1, 1, 1)","c(4715, 4715, 4715)","c(46, 1040, 1479)","c(5899, 5908, 5910)","c(178, 742, 746)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.157287157287158, 0.360750360750356, 0.362193362193358)",0.0800000000000054,FALSE
"50","If you're in the market for gently used, high-quality furniture, you'll want to check out ReDesign Home Consignment in Royal Oak. The other day, a lovely and traditional Thomasville dining table with eight chairs was less than $1,200.","other","day","a","lovely","and","c(4503, 4484, 4552)","c(1, 1, 1)","c(4043, 4043, 4043)","c(611, 257, 1269)","c(4492, 4474, 4536)","c(202, 221, 313)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.165945165945167, 0.172799422799424, 0.205988455988457)",0.0300000000000011,FALSE
"51","Today's birthday (May 9): You have amazing powers of visualization. You'll paint your ideal world in words and images and then take steps to make it real.","then","take","steps","to","make","c(3769, 3734, 3726)","c(1, 1, 1)","c(1592, 1592, 1592)","c(1392, 882, 707)","c(3649, 3614, 3607)","c(165, 186, 205)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.152597402597403, 0.160173160173161, 0.167027417027418)",0.029999999999994,FALSE
"52","Though Maryland is the wealthiest state in the country, all Maryland's children are not equal. Maryland is not exempt from the conditions that allowed the Trayvon Martin tragedy to occur. Our battle for equity for all of our children is not just against individuals, it is against established systems and institutions. Child-wellbeing indicators show disparities from infancy to adulthood. See Advocates for Children and Youth at http://www.acy.org for more information. There are health disparities in infant mortality and low-birthweight babies. There are educational disparities in academic achievement and disparate administering of school discipline policies such as suspensions, expulsions, and school-based arrests. There are child welfare system disparities that show children of color being removed from home at higher rates than their white counterparts. There are juvenile justice system disparities at every stage from arrest to placement to youth being tried as adults.","not","exempt","from","the","conditions","c(7965, 7853, 7913)","c(1, 1, 1)","c(5599, 5599, 5599)","c(1204, 347, 830)","c(7852, 7746, 7804)","c(176, 196, 241)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.156565656565657, 0.163780663780664, 0.180014430014431)",0.0600000000000023,FALSE
"53","Barrett acknowledges now that he might have been too brusque at times.",NA,NA,"barrett","acknowledges","now","NA","NA","NA","NA","NA","NA","NA",NA,0.0200000000000031,FALSE
"54","Drage Vukcevich",NA,NA,NA,"drage","vukcevich","NA","NA","NA","NA","NA","NA","NA",NA,0,FALSE
"55","""Be quick, but don't hurry.""",NA,"be","quick","but","don't","c(690, 710, 707)","c(1, 1, 1)","c(222, 222, 222)","c(79, 1616, 1581)","c(671, 689, 686)","c(216, 893, 1322)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.170995670995672, 0.415223665223657, 0.569985569985553)",0.00999999999999801,FALSE
"56","In light of Alex Gonzalez's 413-foot homer on his previous at-bat, Lohse didn't seem to mind walking Gonzalez to load the bases. He did, however, mind walking George Kottaras on a 3-1 pich well out of the strike zone.","of","alex","gonzalez's","foot","homer","c(1235, 1234)","c(1, 1)","c(578, 578)","c(1488, 606)","c(1206, 1205)","c(1310, 322)","c(0.000360750360750361, 0.000557103064066852)","c(0.565656565656549, 0.240668523676883)",0.0399999999999991,FALSE
"57","After the blue wall was painted I decided to brighten up the dining room table and chairs. Three of the five chairs were painted the same cream color as the interior trim, and a bold green replaced the mustard yellow on the table base.","trim","and","a","bold","green","c(4503, 4484, 4552)","c(1, 1, 1)","c(4043, 4043, 4043)","c(611, 257, 1269)","c(4492, 4474, 4536)","c(202, 221, 313)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.165945165945167, 0.172799422799424, 0.205988455988457)",0.0300000000000011,FALSE
"58","After last night’s match, she sat in her chair next to the umpire’s stand and tried to keep from crying — it was the fewest amount of games won in a women’s U.S. Open final since 1976.","amount","of","games","won","in","1333","1","611","748","1298","1231","0.000557103064066852","0.747075208913664",0.00999999999999801,FALSE
"59","Another strong month of hiring makes it less likely that the Federal Reserve will take additional steps to boost the economy at its meeting next week.","will","take","additional","steps","to","151","1","24","965","142","763","0.000557103064066852","0.486350974930371",0.0300000000000011,FALSE
"60","6680 SW Raleighview Ct; 3,935 square feet; on 1/27/2012 for $360,900","square","feet","on","","for","c(2538, 2528, 2547)","c(1, 1, 1)","c(1071, 1071, 1071)","c(1446, 614, 1640)","c(2459, 2449, 2466)","c(297, 446, 647)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.200216450216451, 0.253968253968256, 0.326479076479074)",0.0200000000000031,FALSE
"61","Arrieta (2-3) allowed six runs and nine hits in 6 1-3 innings. He yielded a career-high three homers, matching the total he surrendered in his first six starts this season.","homers","matching","the","total","he","c(3496, 3384, 3444)","c(1, 1, 1)","c(1558, 1558, 1558)","c(1232, 353, 846)","c(3390, 3284, 3342)","c(176, 196, 241)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.156565656565657, 0.163780663780664, 0.180014430014431)",0.00999999999999801,FALSE
"62","Perhaps it's time to make the situation worse. Or, more precisely, to square your shoulders against your guiding fear, that wave of disapproval. First, accept that it's probably coming anyway, no matter what you do.",NA,"perhaps","it's","time","to","c(3666, 3661, 3653)","c(1, 1, 1)","c(1586, 1586, 1586)","c(1754, 1616, 2)","c(3554, 3551, 3544)","c(293, 311, 328)","c(0.000360750360750361, 0.000360750360750361, 0.000360750360750361)","c(0.19877344877345, 0.205266955266957, 0.211399711399713)",0.0399999999999991,FALSE
"63","Context: Last summer, when a panel of growers and winemakers at Foothill Grape Day in Plymouth got around to talking of barbera's role at the table, Justin Boeger remarked: ""Barbera is what I bring to dinner when I don't know the menu. It's versatile."" Other than that, any Italian dish enhanced with tomatoes is traditionally paired with barbera.","talking","of","barbera's","role","at","NA","NA","NA","NA","NA","NA","NA",NA,0,FALSE
