"","count","basis","prediction","word","rowCount","freq","cumFreq"
"we+will",2,"we","will","we+will",39,0.0017683465959328,0.0866489832007074
"will+do",2,"will","do","will+do",40,0.0017683465959328,0.0884173297966402
"problems+we",2,"problems","we","problems+we",41,0.0017683465959328,0.090185676392573
"the+problems",2,"the","problems","the+problems",42,0.0017683465959328,0.0919540229885058
"winter+is",2,"winter","is","winter+is",43,0.0017683465959328,0.0937223695844386
"is+the",2,"is","the","is+the",44,0.0017683465959328,0.0954907161803714
"it+is",2,"it","is","it+is",45,0.0017683465959328,0.0972590627763042
"a+time",2,"a","time","a+time",46,0.0017683465959328,0.099027409372237
"to+make",2,"to","make","to+make",47,0.0017683465959328,0.10079575596817
"this+and",2,"this","and","this+and",48,0.0017683465959328,0.102564102564103
"of+balance",2,"of","balance","of+balance",49,0.0017683465959328,0.104332449160035
"those+of",2,"those","of","those+of",50,0.0017683465959328,0.106100795755968
"of+you",2,"of","you","of+you",51,0.0017683465959328,0.107869142351901
"that+you",2,"that","you","that+you",52,0.0017683465959328,0.109637488947834
"and+designs",2,"and","designs","and+designs",53,0.0017683465959328,0.111405835543767
"do+that",2,"do","that","do+that",54,0.0017683465959328,0.113174182139699
"with+my",2,"with","my","with+my",55,0.0017683465959328,0.114942528735632
"my+mom",2,"my","mom","my+mom",56,0.0017683465959328,0.116710875331565
"the+phone",2,"the","phone","the+phone",57,0.0017683465959328,0.118479221927498
"the+guy",2,"the","guy","the+guy",58,0.0017683465959328,0.120247568523431
"up+in",2,"up","in","up+in",59,0.0017683465959328,0.122015915119364
"a+show",2,"a","show","a+show",60,0.0017683465959328,0.123784261715296
"and+the",2,"and","the","and+the",61,0.0017683465959328,0.125552608311229
"able+to",2,"able","to","able+to",62,0.0017683465959328,0.127320954907162
"do+you",2,"do","you","do+you",63,0.0017683465959328,0.129089301503095
"the+years",1,"the","years","the+years",64,0.000884173297966401,0.129973474801061
"years+thereafter",1,"years","thereafter","years+thereafter",65,0.000884173297966401,0.130857648099028
"thereafter+most",1,"thereafter","most","thereafter+most",66,0.000884173297966401,0.131741821396994
"most+of",1,"most","of","most+of",67,0.000884173297966401,0.13262599469496
"the+oil",1,"the","oil","the+oil",68,0.000884173297966401,0.133510167992927
"oil+fields",1,"oil","fields","oil+fields",69,0.000884173297966401,0.134394341290893
"fields+and",1,"fields","and","fields+and",70,0.000884173297966401,0.135278514588859
"and+platforms",1,"and","platforms","and+platforms",71,0.000884173297966401,0.136162687886826
"platforms+were",1,"platforms","were","platforms+were",72,0.000884173297966401,0.137046861184792
"were+named",1,"were","named","were+named",73,0.000884173297966401,0.137931034482759
"named+after",1,"named","after","named+after",74,0.000884173297966401,0.138815207780725
"after+pagan",1,"after","pagan","after+pagan",75,0.000884173297966401,0.139699381078691
"pagan+gods",1,"pagan","gods","pagan+gods",76,0.000884173297966401,0.140583554376658
"so+anyways",1,"so","anyways","so+anyways",77,0.000884173297966401,0.141467727674624
"anyways+i",1,"anyways","i","anyways+i",78,0.000884173297966401,0.142351900972591
"am+going",1,"am","going","am+going",79,0.000884173297966401,0.143236074270557
"going+to",1,"going","to","going+to",80,0.000884173297966401,0.144120247568523
"to+share",1,"to","share","to+share",81,0.000884173297966401,0.14500442086649
"share+some",1,"share","some","share+some",82,0.000884173297966401,0.145888594164456
"some+home",1,"some","home","some+home",83,0.000884173297966401,0.146772767462423
"home+decor",1,"home","decor","home+decor",84,0.000884173297966401,0.147656940760389
"decor+inspiration",1,"decor","inspiration","decor+inspiration",85,0.000884173297966401,0.148541114058355
"inspiration+that",1,"inspiration","that","inspiration+that",86,0.000884173297966401,0.149425287356322
"have+been",1,"have","been","have+been",87,0.000884173297966401,0.150309460654288
"been+storing",1,"been","storing","been+storing",88,0.000884173297966401,0.151193633952254
"storing+in",1,"storing","in","storing+in",89,0.000884173297966401,0.152077807250221
"in+my",1,"in","my","in+my",90,0.000884173297966401,0.152961980548187
"my+folder",1,"my","folder","my+folder",91,0.000884173297966401,0.153846153846154
"folder+on",1,"folder","on","folder+on",92,0.000884173297966401,0.15473032714412
"the+puter",1,"the","puter","the+puter",93,0.000884173297966401,0.155614500442086
"puter+i",1,"puter","i","puter+i",94,0.000884173297966401,0.156498673740053
"have+all",1,"have","all","have+all",95,0.000884173297966401,0.157382847038019
"all+these",1,"all","these","all+these",96,0.000884173297966401,0.158267020335986
"these+amazing",1,"these","amazing","these+amazing",97,0.000884173297966401,0.159151193633952
"amazing+images",1,"amazing","images","amazing+images",98,0.000884173297966401,0.160035366931918
"images+stored",1,"images","stored","images+stored",99,0.000884173297966401,0.160919540229885
"stored+away",1,"stored","away","stored+away",100,0.000884173297966401,0.161803713527851
"away+ready",1,"away","ready","away+ready",101,0.000884173297966401,0.162687886825818
"ready+to",1,"ready","to","ready+to",102,0.000884173297966401,0.163572060123784
"come+to",1,"come","to","come+to",103,0.000884173297966401,0.16445623342175
"to+life",1,"to","life","to+life",104,0.000884173297966401,0.165340406719717
"life+when",1,"life","when","life+when",105,0.000884173297966401,0.166224580017683
"when+we",1,"when","we","when+we",106,0.000884173297966401,0.167108753315649
"we+get",1,"we","get","we+get",107,0.000884173297966401,0.167992926613616
"get+our",1,"get","our","get+our",108,0.000884173297966401,0.168877099911582
"with+graduation",1,"with","graduation","with+graduation",109,0.000884173297966401,0.169761273209549
"graduation+season",1,"graduation","season","graduation+season",110,0.000884173297966401,0.170645446507515
"season+right",1,"season","right","season+right",111,0.000884173297966401,0.171529619805481
"right+around",1,"right","around","right+around",112,0.000884173297966401,0.172413793103448
"around+the",1,"around","the","around+the",113,0.000884173297966401,0.173297966401414
"the+corner",1,"the","corner","the+corner",114,0.000884173297966401,0.174182139699381
"corner+nancy",1,"corner","nancy","corner+nancy",115,0.000884173297966401,0.175066312997347
"nancy+has",1,"nancy","has","nancy+has",116,0.000884173297966401,0.175950486295313
"has+whipped",1,"has","whipped","has+whipped",117,0.000884173297966401,0.17683465959328
"whipped+up",1,"whipped","up","whipped+up",118,0.000884173297966401,0.177718832891246
"up+a",1,"up","a","up+a",119,0.000884173297966401,0.178603006189213
"a+fun",1,"a","fun","a+fun",120,0.000884173297966401,0.179487179487179
"fun+set",1,"fun","set","fun+set",121,0.000884173297966401,0.180371352785145
"set+to",1,"set","to","set+to",122,0.000884173297966401,0.181255526083112
"to+help",1,"to","help","to+help",123,0.000884173297966401,0.182139699381078
"help+you",1,"help","you","help+you",124,0.000884173297966401,0.183023872679044
"you+out",1,"you","out","you+out",125,0.000884173297966401,0.183908045977011
"with+not",1,"with","not","with+not",126,0.000884173297966401,0.184792219274977
"not+only",1,"not","only","not+only",127,0.000884173297966401,0.185676392572944
"only+your",1,"only","your","only+your",128,0.000884173297966401,0.18656056587091
"your+graduation",1,"your","graduation","your+graduation",129,0.000884173297966401,0.187444739168876
"graduation+cards",1,"graduation","cards","graduation+cards",130,0.000884173297966401,0.188328912466843
"cards+and",1,"cards","and","cards+and",131,0.000884173297966401,0.189213085764809
"and+gifts",1,"and","gifts","and+gifts",132,0.000884173297966401,0.190097259062776
"gifts+but",1,"gifts","but","gifts+but",133,0.000884173297966401,0.190981432360742
"but+any",1,"but","any","but+any",134,0.000884173297966401,0.191865605658708
"any+occasion",1,"any","occasion","any+occasion",135,0.000884173297966401,0.192749778956675
"occasion+that",1,"occasion","that","occasion+that",136,0.000884173297966401,0.193633952254641
"that+brings",1,"that","brings","that+brings",137,0.000884173297966401,0.194518125552608
"brings+on",1,"brings","on","brings+on",138,0.000884173297966401,0.195402298850574
"a+change",1,"a","change","a+change",139,0.000884173297966401,0.19628647214854
"change+in",1,"change","in","change+in",140,0.000884173297966401,0.197170645446507
"in+one's",1,"in","one's","in+one's",141,0.000884173297966401,0.198054818744473
"one's+life",1,"one's","life","one's+life",142,0.000884173297966401,0.19893899204244
"life+i",1,"life","i","life+i",143,0.000884173297966401,0.199823165340406
"i+stamped",1,"i","stamped","i+stamped",144,0.000884173297966401,0.200707338638372
"stamped+the",1,"stamped","the","stamped+the",145,0.000884173297966401,0.201591511936339
"images+in",1,"images","in","images+in",146,0.000884173297966401,0.202475685234305
"in+memento",1,"in","memento","in+memento",147,0.000884173297966401,0.203359858532271
"memento+tuxedo",1,"memento","tuxedo","memento+tuxedo",148,0.000884173297966401,0.204244031830238
"tuxedo+black",1,"tuxedo","black","tuxedo+black",149,0.000884173297966401,0.205128205128204
"black+and",1,"black","and","black+and",150,0.000884173297966401,0.206012378426171
"and+cut",1,"and","cut","and+cut",151,0.000884173297966401,0.206896551724137
"cut+them",1,"cut","them","cut+them",152,0.000884173297966401,0.207780725022103
"them+out",1,"them","out","them+out",153,0.000884173297966401,0.20866489832007
"with+circle",1,"with","circle","with+circle",154,0.000884173297966401,0.209549071618036
"circle+nestabilities",1,"circle","nestabilities","circle+nestabilities",155,0.000884173297966401,0.210433244916003
"nestabilities+i",1,"nestabilities","i","nestabilities+i",156,0.000884173297966401,0.211317418213969
"i+embossed",1,"i","embossed","i+embossed",157,0.000884173297966401,0.212201591511935
"embossed+the",1,"embossed","the","embossed+the",158,0.000884173297966401,0.213085764809902
"the+kraft",1,"the","kraft","the+kraft",159,0.000884173297966401,0.213969938107868
"kraft+and",1,"kraft","and","kraft+and",160,0.000884173297966401,0.214854111405835
"and+red",1,"and","red","and+red",161,0.000884173297966401,0.215738284703801
"red+cardstock",1,"red","cardstock","red+cardstock",162,0.000884173297966401,0.216622458001767
"cardstock+with",1,"cardstock","with","cardstock+with",163,0.000884173297966401,0.217506631299734
"with+te's",1,"with","te's","with+te's",164,0.000884173297966401,0.2183908045977
"te's+new",1,"te's","new","te's+new",165,0.000884173297966401,0.219274977895666
"new+stars",1,"new","stars","new+stars",166,0.000884173297966401,0.220159151193633
"stars+impressions",1,"stars","impressions","stars+impressions",167,0.000884173297966401,0.221043324491599
"impressions+plate",1,"impressions","plate","impressions+plate",168,0.000884173297966401,0.221927497789566
"plate+which",1,"plate","which","plate+which",169,0.000884173297966401,0.222811671087532
"which+is",1,"which","is","which+is",170,0.000884173297966401,0.223695844385498
"is+double",1,"is","double","is+double",171,0.000884173297966401,0.224580017683465
"double+sided",1,"double","sided","double+sided",172,0.000884173297966401,0.225464190981431
"sided+and",1,"sided","and","sided+and",173,0.000884173297966401,0.226348364279398
"and+gives",1,"and","gives","and+gives",174,0.000884173297966401,0.227232537577364
"gives+you",1,"gives","you","gives+you",175,0.000884173297966401,0.22811671087533
"fantastic+patterns",1,"fantastic","patterns","fantastic+patterns",176,0.000884173297966401,0.229000884173297
"patterns+you",1,"patterns","you","patterns+you",177,0.000884173297966401,0.229885057471263
"you+can",1,"you","can","you+can",178,0.000884173297966401,0.23076923076923
"can+see",1,"can","see","can+see",179,0.000884173297966401,0.231653404067196
"see+how",1,"see","how","see+how",180,0.000884173297966401,0.232537577365162
"how+to",1,"how","to","how+to",181,0.000884173297966401,0.233421750663129
"to+use",1,"to","use","to+use",182,0.000884173297966401,0.234305923961095
"use+the",1,"use","the","use+the",183,0.000884173297966401,0.235190097259061
"the+impressions",1,"the","impressions","the+impressions",184,0.000884173297966401,0.236074270557028
"impressions+plates",1,"impressions","plates","impressions+plates",185,0.000884173297966401,0.236958443854994
"plates+in",1,"plates","in","plates+in",186,0.000884173297966401,0.237842617152961
"in+this",1,"in","this","in+this",187,0.000884173297966401,0.238726790450927
"this+tutorial",1,"this","tutorial","this+tutorial",188,0.000884173297966401,0.239610963748893
"tutorial+taylor",1,"tutorial","taylor","tutorial+taylor",189,0.000884173297966401,0.24049513704686
"taylor+created",1,"taylor","created","taylor+created",190,0.000884173297966401,0.241379310344826
"created+just",1,"created","just","created+just",191,0.000884173297966401,0.242263483642793
"just+one",1,"just","one","just+one",192,0.000884173297966401,0.243147656940759
"one+pass",1,"one","pass","one+pass",193,0.000884173297966401,0.244031830238725
"pass+through",1,"pass","through","pass+through",194,0.000884173297966401,0.244916003536692
"through+your",1,"through","your","through+your",195,0.000884173297966401,0.245800176834658
"your+die",1,"your","die","your+die",196,0.000884173297966401,0.246684350132625
"die+cut",1,"die","cut","die+cut",197,0.000884173297966401,0.247568523430591
"cut+machine",1,"cut","machine","cut+machine",198,0.000884173297966401,0.248452696728557
"machine+using",1,"machine","using","machine+using",199,0.000884173297966401,0.249336870026524
"using+the",1,"using","the","using+the",200,0.000884173297966401,0.25022104332449
"the+embossing",1,"the","embossing","the+embossing",201,0.000884173297966401,0.251105216622457
"embossing+pad",1,"embossing","pad","embossing+pad",202,0.000884173297966401,0.251989389920423
"pad+kit",1,"pad","kit","pad+kit",203,0.000884173297966401,0.252873563218389
"kit+is",1,"kit","is","kit+is",204,0.000884173297966401,0.253757736516356
"is+all",1,"is","all","is+all",205,0.000884173297966401,0.254641909814322
"all+you",1,"all","you","all+you",206,0.000884173297966401,0.255526083112289
"you+need",1,"you","need","you+need",207,0.000884173297966401,0.256410256410255
"super+easy",1,"super","easy","super+easy",208,0.000884173297966401,0.257294429708221
"you+have",1,"you","have","you+have",209,0.000884173297966401,0.258178603006188
"have+an",1,"have","an","have+an",210,0.000884173297966401,0.259062776304154
"an+alternative",1,"an","alternative","an+alternative",211,0.000884173297966401,0.259946949602121
"alternative+argument",1,"alternative","argument","alternative+argument",212,0.000884173297966401,0.260831122900087
"argument+let's",1,"argument","let's","argument+let's",213,0.000884173297966401,0.261715296198054
"let's+hear",1,"let's","hear","let's+hear",214,0.000884173297966401,0.26259946949602
"hear+it",1,"hear","it","hear+it",215,0.000884173297966401,0.263483642793986
"if+i",1,"if","i","if+i",216,0.000884173297966401,0.264367816091953
"i+were",1,"i","were","i+were",217,0.000884173297966401,0.265251989389919
"were+a",1,"were","a","were+a",218,0.000884173297966401,0.266136162687886
"a+bear",1,"a","bear","a+bear",219,0.000884173297966401,0.267020335985852
"other+friends",1,"other","friends","other+friends",220,0.000884173297966401,0.267904509283818
"friends+have",1,"friends","have","friends+have",221,0.000884173297966401,0.268788682581785
"have+similar",1,"have","similar","have+similar",222,0.000884173297966401,0.269672855879751
"similar+stories",1,"similar","stories","similar+stories",223,0.000884173297966401,0.270557029177718
"stories+of",1,"stories","of","stories+of",224,0.000884173297966401,0.271441202475684
"of+how",1,"of","how","of+how",225,0.000884173297966401,0.272325375773651
"how+they",1,"how","they","how+they",226,0.000884173297966401,0.273209549071617
"they+were",1,"they","were","they+were",227,0.000884173297966401,0.274093722369583
"were+treated",1,"were","treated","were+treated",228,0.000884173297966401,0.27497789566755
"treated+brusquely",1,"treated","brusquely","treated+brusquely",229,0.000884173297966401,0.275862068965516
"brusquely+by",1,"brusquely","by","brusquely+by",230,0.000884173297966401,0.276746242263483
"by+laurelwood",1,"by","laurelwood","by+laurelwood",231,0.000884173297966401,0.277630415561449
"laurelwood+staff",1,"laurelwood","staff","laurelwood+staff",232,0.000884173297966401,0.278514588859415
"staff+and",1,"staff","and","staff+and",233,0.000884173297966401,0.279398762157382
"as+often",1,"as","often","as+often",234,0.000884173297966401,0.280282935455348
"often+as",1,"often","as","often+as",235,0.000884173297966401,0.281167108753315
"as+not",1,"as","not","as+not",236,0.000884173297966401,0.282051282051281
"not+the",1,"not","the","not+the",237,0.000884173297966401,0.282935455349248
"the+same",1,"the","same","the+same",238,0.000884173297966401,0.283819628647214
"same+names",1,"same","names","same+names",239,0.000884173297966401,0.28470380194518
"names+keep",1,"names","keep","names+keep",240,0.000884173297966401,0.285587975243147
"keep+coming",1,"keep","coming","keep+coming",241,0.000884173297966401,0.286472148541113
"coming+up",1,"coming","up","coming+up",242,0.000884173297966401,0.28735632183908
"up+about",1,"up","about","up+about",243,0.000884173297966401,0.288240495137046
"a+halfdozen",1,"a","halfdozen","a+halfdozen",244,0.000884173297966401,0.289124668435012
"halfdozen+friends",1,"halfdozen","friends","halfdozen+friends",245,0.000884173297966401,0.290008841732979
"friends+of",1,"friends","of","friends+of",246,0.000884173297966401,0.290893015030945
"of+mine",1,"of","mine","of+mine",247,0.000884173297966401,0.291777188328912
"mine+refuse",1,"mine","refuse","mine+refuse",248,0.000884173297966401,0.292661361626878
"refuse+to",1,"refuse","to","refuse+to",249,0.000884173297966401,0.293545534924845
"to+step",1,"to","step","to+step",250,0.000884173297966401,0.294429708222811
"step+foot",1,"step","foot","step+foot",251,0.000884173297966401,0.295313881520777
"foot+in",1,"foot","in","foot+in",252,0.000884173297966401,0.296198054818744
"in+there",1,"in","there","in+there",253,0.000884173297966401,0.29708222811671
"there+ever",1,"there","ever","there+ever",254,0.000884173297966401,0.297966401414677
"ever+again",1,"ever","again","ever+again",255,0.000884173297966401,0.298850574712643
"again+because",1,"again","because","again+because",256,0.000884173297966401,0.29973474801061
"it+how",1,"it","how","it+how",257,0.000884173297966401,0.300618921308576
"many+others",1,"many","others","many+others",258,0.000884173297966401,0.301503094606542
"others+theyre",1,"others","theyre","others+theyre",259,0.000884173297966401,0.302387267904509
"theyre+telling",1,"theyre","telling","theyre+telling",260,0.000884173297966401,0.303271441202475
"and+keeping",1,"and","keeping","and+keeping",261,0.000884173297966401,0.304155614500442
"keeping+away",1,"keeping","away","keeping+away",262,0.000884173297966401,0.305039787798408
"one+can",1,"one","can","one+can",263,0.000884173297966401,0.305923961096374
"can+only",1,"can","only","can+only",264,0.000884173297966401,0.306808134394341
"only+guess",1,"only","guess","only+guess",265,0.000884173297966401,0.307692307692307
"although+our",1,"although","our","although+our",266,0.000884173297966401,0.308576480990274
"our+beloved",1,"our","beloved","our+beloved",267,0.000884173297966401,0.30946065428824
"beloved+cantab",1,"beloved","cantab","beloved+cantab",268,0.000884173297966401,0.310344827586207
"cantab+cant",1,"cantab","cant","cantab+cant",269,0.000884173297966401,0.311229000884173
"cant+claim",1,"cant","claim","cant+claim",270,0.000884173297966401,0.312113174182139
"claim+the",1,"claim","the","claim+the",271,0.000884173297966401,0.312997347480106
"the+international",1,"the","international","the+international",272,0.000884173297966401,0.313881520778072
"international+recognition",1,"international","recognition","international+recognition",273,0.000884173297966401,0.314765694076039
"recognition+afforded",1,"recognition","afforded","recognition+afforded",274,0.000884173297966401,0.315649867374005
"afforded+the",1,"afforded","the","afforded+the",275,0.000884173297966401,0.316534040671971
"the+station",1,"the","station","the+station",276,0.000884173297966401,0.317418213969938
"station+inn",1,"station","inn","station+inn",277,0.000884173297966401,0.318302387267904
"inn+otherwise",1,"inn","otherwise","inn+otherwise",278,0.000884173297966401,0.319186560565871
"otherwise+these",1,"otherwise","these","otherwise+these",279,0.000884173297966401,0.320070733863837
"these+two",1,"these","two","these+two",280,0.000884173297966401,0.320954907161804
"two+joints",1,"two","joints","two+joints",281,0.000884173297966401,0.32183908045977
"joints+feel",1,"joints","feel","joints+feel",282,0.000884173297966401,0.322723253757736
"feel+like",1,"feel","like","feel+like",283,0.000884173297966401,0.323607427055703
"like+twins",1,"like","twins","like+twins",284,0.000884173297966401,0.324491600353669
"twins+separated",1,"twins","separated","twins+separated",285,0.000884173297966401,0.325375773651636
"separated+by",1,"separated","by","separated+by",286,0.000884173297966401,0.326259946949602
"by+nothing",1,"by","nothing","by+nothing",287,0.000884173297966401,0.327144120247568
"nothing+more",1,"nothing","more","nothing+more",288,0.000884173297966401,0.328028293545535
"more+than",1,"more","than","more+than",289,0.000884173297966401,0.328912466843501
"than+distance",1,"than","distance","than+distance",290,0.000884173297966401,0.329796640141468
"distance+they",1,"distance","they","distance+they",291,0.000884173297966401,0.330680813439434
"they+share",1,"they","share","they+share",292,0.000884173297966401,0.331564986737401
"share+a",1,"share","a","share+a",293,0.000884173297966401,0.332449160035367
"a+complete",1,"a","complete","a+complete",294,0.000884173297966401,0.333333333333333
"complete+lack",1,"complete","lack","complete+lack",295,0.000884173297966401,0.3342175066313
"lack+of",1,"lack","of","lack+of",296,0.000884173297966401,0.335101679929266
"of+pretense",1,"of","pretense","of+pretense",297,0.000884173297966401,0.335985853227233
"pretense+that",1,"pretense","that","pretense+that",298,0.000884173297966401,0.336870026525199
"that+cant",1,"that","cant","that+cant",299,0.000884173297966401,0.337754199823165
"cant+be",1,"cant","be","cant+be",300,0.000884173297966401,0.338638373121132
"be+imitated",1,"be","imitated","be+imitated",301,0.000884173297966401,0.339522546419098
"imitated+or",1,"imitated","or","imitated+or",302,0.000884173297966401,0.340406719717065
"or+approximated",1,"or","approximated","or+approximated",303,0.000884173297966401,0.341290893015031
"approximated+their",1,"approximated","their","approximated+their",304,0.000884173297966401,0.342175066312998
"their+very",1,"their","very","their+very",305,0.000884173297966401,0.343059239610964
"very+ordinariness",1,"very","ordinariness","very+ordinariness",306,0.000884173297966401,0.34394341290893
"ordinariness+makes",1,"ordinariness","makes","ordinariness+makes",307,0.000884173297966401,0.344827586206897
"makes+them",1,"makes","them","makes+them",308,0.000884173297966401,0.345711759504863
"them+special",1,"them","special","them+special",309,0.000884173297966401,0.34659593280283
"peter+schiff",1,"peter","schiff","peter+schiff",310,0.000884173297966401,0.347480106100796
"schiff+hard",1,"schiff","hard","schiff+hard",311,0.000884173297966401,0.348364279398762
"hard+to",1,"hard","to","hard+to",312,0.000884173297966401,0.349248452696729
"to+tell",1,"to","tell","to+tell",313,0.000884173297966401,0.350132625994695
"tell+it",1,"tell","it","tell+it",314,0.000884173297966401,0.351016799292662
"will+look",1,"will","look","will+look",315,0.000884173297966401,0.351900972590628
"look+pretty",1,"look","pretty","look+pretty",316,0.000884173297966401,0.352785145888595
"pretty+bad",1,"pretty","bad","pretty+bad",317,0.000884173297966401,0.353669319186561
"bad+for",1,"bad","for","bad+for",318,0.000884173297966401,0.354553492484527
"for+most",1,"for","most","for+most",319,0.000884173297966401,0.355437665782494
"most+americans",1,"most","americans","most+americans",320,0.000884173297966401,0.35632183908046
"americans+when",1,"americans","when","americans+when",321,0.000884173297966401,0.357206012378427
"when+prices",1,"when","prices","when+prices",322,0.000884173297966401,0.358090185676393
"prices+will",1,"prices","will","prices+will",323,0.000884173297966401,0.358974358974359
"will+go",1,"will","go","will+go",324,0.000884173297966401,0.359858532272326
"go+way",1,"go","way","go+way",325,0.000884173297966401,0.360742705570292
"way+up",1,"way","up","way+up",326,0.000884173297966401,0.361626878868259
"up+and",1,"up","and","up+and",327,0.000884173297966401,0.362511052166225
"they+cant",1,"they","cant","they+cant",328,0.000884173297966401,0.363395225464192
"cant+afford",1,"cant","afford","cant+afford",329,0.000884173297966401,0.364279398762158
"afford+to",1,"afford","to","afford+to",330,0.000884173297966401,0.365163572060124
"to+buy",1,"to","buy","to+buy",331,0.000884173297966401,0.366047745358091
"buy+stuff",1,"buy","stuff","buy+stuff",332,0.000884173297966401,0.366931918656057
"stuff+it",1,"stuff","it","stuff+it",333,0.000884173297966401,0.367816091954024
"could+also",1,"could","also","could+also",334,0.000884173297966401,0.36870026525199
"also+get",1,"also","get","also+get",335,0.000884173297966401,0.369584438549956
"get+very",1,"get","very","get+very",336,0.000884173297966401,0.370468611847923
"bad+as",1,"bad","as","bad+as",337,0.000884173297966401,0.371352785145889
"as+far",1,"as","far","as+far",338,0.000884173297966401,0.372236958443856
"far+as",1,"far","as","far+as",339,0.000884173297966401,0.373121131741822
"as+loss",1,"as","loss","as+loss",340,0.000884173297966401,0.374005305039789
"loss+of",1,"loss","of","loss+of",341,0.000884173297966401,0.374889478337755
"of+individual",1,"of","individual","of+individual",342,0.000884173297966401,0.375773651635721
"individual+liberty",1,"individual","liberty","individual+liberty",343,0.000884173297966401,0.376657824933688
"liberty+a",1,"liberty","a","liberty+a",344,0.000884173297966401,0.377541998231654
"of+people",1,"of","people","of+people",345,0.000884173297966401,0.378426171529621
"people+will",1,"people","will","people+will",346,0.000884173297966401,0.379310344827587
"will+blame",1,"will","blame","will+blame",347,0.000884173297966401,0.380194518125553
"blame+it",1,"blame","it","blame+it",348,0.000884173297966401,0.38107869142352
"it+on",1,"it","on","it+on",349,0.000884173297966401,0.381962864721486
"on+capitalism",1,"on","capitalism","on+capitalism",350,0.000884173297966401,0.382847038019453
"capitalism+on",1,"capitalism","on","capitalism+on",351,0.000884173297966401,0.383731211317419
"on+freedom",1,"on","freedom","on+freedom",352,0.000884173297966401,0.384615384615386
"freedom+and",1,"freedom","and","freedom+and",353,0.000884173297966401,0.385499557913352
"they+will",1,"they","will","they+will",354,0.000884173297966401,0.386383731211318
"will+claim",1,"will","claim","will+claim",355,0.000884173297966401,0.387267904509285
"claim+we",1,"claim","we","claim+we",356,0.000884173297966401,0.388152077807251
"we+need",1,"we","need","we+need",357,0.000884173297966401,0.389036251105218
"need+more",1,"need","more","need+more",358,0.000884173297966401,0.389920424403184
"more+government",1,"more","government","more+government",359,0.000884173297966401,0.390804597701151
"government+it",1,"government","it","government+it",360,0.000884173297966401,0.391688770999117
"be+used",1,"be","used","be+used",361,0.000884173297966401,0.392572944297083
"used+as",1,"used","as","used+as",362,0.000884173297966401,0.39345711759505
"impetus+for",1,"impetus","for","impetus+for",363,0.000884173297966401,0.394341290893016
"for+more",1,"for","more","for+more",364,0.000884173297966401,0.395225464190983
