"","origLine","nMin4Word","nMin3Word","nMin2Word","nMin1Word","testWord","prediction1","prediction2","prediction3","prediction4","prediction5","prediction6","prediction7","prediction8","timeToPredict","Correct"
"20","Outsell spoke to us about the changes going on in education specifically in the development of custom textbooks.","on","in","education","specifically","in","c(29106, 9952, 9949)","c(1, 1, 1)","c(7958, 2682, 2682)","c(8821, 9502, 3956)","c(26962, 9231, 9228)","c(14063, 9470, 7230)","c(4.13103647705209e-05, 4.13103647705209e-05, 5.44751321021953e-05)","c(0.823604742429696, 0.633866237038751, 0.574058942093047)",0.299999999999997,FALSE
"21","Actually, this April 15, 1912, headline was based on preliminary news and was in error. The final tally shows that 1,513 lives were lost in the sinking of the Titanic, and there were only 711 survivors.","there","were","only","","survivors","c(23465, 23431, 23438)","c(1, 1, 1)","c(5885, 5885, 5885)","c(9730, 3819, 5197)","c(21590, 21559, 21565)","c(2309, 2413, 2518)","c(4.13103647705209e-05, 4.13103647705209e-05, 4.13103647705209e-05)","c(0.338042714917142, 0.342338992853275, 0.346676581154178)",0.170000000000002,FALSE
"22","the autumn rains in righteousness.",NA,"the","autumn","rains","in","NA","NA","NA","NA","NA","NA","NA",NA,0.0600000000000023,FALSE
"23","I found myself chuckling out loud enough that the wife banished me to the easy chair in the living room at night (can't read this one in bed). I'd get up to get another soft drink and find that I had a big grin on my face.","find","that","i","had","a","c(103583, 103582, 103587)","c(1, 1, 1)","c(80749, 80749, 80749)","c(2694, 2537, 3367)","c(101959, 101958, 101963)","c(2268, 3021, 3350)","c(4.13103647705209e-05, 4.13103647705209e-05, 4.13103647705209e-05)","c(0.336348989961551, 0.367455694633744, 0.381046804643241)",5.19,FALSE
"24","I recently tried a super fabulous restaurant that you MUST MUST try. I usually don't give restaurant recommendations, so trust me on this one. I decided to go down to South Norwalk and check out The SoNo Baking Company and Cafe that Martha Stewart is always yammering on about on Martha. This tiny hidden jewel was started by John Barricelli, who works for Martha and also hosts Everyday Baking on PBS. It is Fa. Bu. Lous. Seriously, that good. We had lunch and I tried a Cobb Salad that elevated the usual blah salad to a culinary masterpiece. I sat at the counter in front of a huge glass window and watched people roll out chocolate croissants with a vintage roller while I ate. (If you are a big geek, that is a huge thrill.) At one point in the meal, I actually saw John Barricelli through the glass instructing one of the bakers on how to place the chocolate chunks perfectly in the croissant. I considered banging on the glass to blow kisses and get my photo taken with him but I decided I had done that enough recently with both her and her, so I decided to play it cool and just eat my lunch quietly. I also brought home a huge selection of pastries and enjoyed every single one (in the name of research, not gluttony, mind you). John is coming out with a cookbook in early March. You can be a geek like me and pre-order your copy on Amazon today. The cafe is located right near the South Norwalk Aquarium and makes a good drive on a cold winter's day.","in","front","of","a","huge","c(46016, 45842, 46064)","c(1, 1, 1)","c(34108, 34108, 34108)","c(3417, 1420, 3736)","c(45351, 45201, 45390)","c(2303, 2320, 2396)","c(4.13103647705209e-05, 4.13103647705209e-05, 4.13103647705209e-05)","c(0.337794852728519, 0.338497128929618, 0.341636716652176)",2.61999999999999,FALSE
"25","Sphere: V = 4/3",NA,NA,"sphere","v","","29140","1","7976","3505","26996","9285","4.13103647705209e-05","0.626223819556207",0.0500000000000114,FALSE
"26","I’m sad you can’t be with us but we know you’ll be watching. I don’t know if you ever got to eat at Longhorn or not but I hear they cook a really mean steak.",NA,NA,NA,"im","sad","c(15797, 15805, 15814)","c(1, 1, 1)","c(4189, 4189, 4189)","c(1130, 4313, 8690)","c(14594, 14602, 14608)","c(2539, 2805, 3131)","c(4.13103647705209e-05, 4.13103647705209e-05, 4.13103647705209e-05)","c(0.347544098814359, 0.358532655843314, 0.3719998347585)",0.0499999999999972,FALSE
"27","Oh yeah! Last year I was really Spicin' Things Up in the Kitchen! It was Hot Hot! Nope, the hubs and I weren't getting all romantical, we were installing tin into our cabinet for our spices! Get your heads out of the gutter!!","our","spices","get","your","heads","c(84767, 84743, 84740)","c(1, 1, 1)","c(43664, 43664, 43664)","c(3610, 2338, 2131)","c(80932, 80909, 80907)","c(2310, 2367, 3238)","c(4.13103647705209e-05, 4.13103647705209e-05, 4.13103647705209e-05)","c(0.338084025281913, 0.340438716073832, 0.376420043788944)",1.25,FALSE
"28","We talked for a few minutes, and I thanked the secretaries for taking care of my son, and I suggested we go home. My son aggreed and said thank you to the secretaries and placed a death grip on my hand and didn't let go all the way to the parking lot.","i","thanked","the","secretaries","for","c(32044, 32754, 31942)","c(1, 1, 1)","c(8546, 8546, 8546)","c(5943, 9683, 5545)","c(29624, 30241, 29545)","c(2205, 2231, 2253)","c(4.13103647705209e-05, 4.13103647705209e-05, 4.13103647705209e-05)","c(0.333746436981009, 0.334820506465043, 0.335729334489994)",0.200000000000003,FALSE
"29","In shrouds of words,",NA,NA,NA,"in","shrouds","c(16155, 16124, 15925)","c(1, 1, 1)","c(4237, 4237, 4237)","c(5967, 5379, 314)","c(14911, 14884, 14710)","c(2322, 2328, 2503)","c(4.13103647705209e-05, 4.13103647705209e-05, 4.13103647705209e-05)","c(0.338579749659159, 0.338827611847782, 0.346056925682621)",0.0499999999999972,FALSE
"30","BRAAMFONTEIN: Johannesburg Theatre manager Rulov Senekal (67) murdered in his apartment by two black attackers.",NA,"braamfontein","johannesburg","theatre","manager","32770","1","8548","8021","30255","6269","4.13103647705209e-05","0.501631759408355",0.0600000000000023,FALSE
"31","Valentines Day falls on February 14th each year. It is a holiday in which lovers express said love for each other, traditionally with flowers, candle lit dinners, heart shaped things, chocolate and greeting cards. The first Valentines cards were hand written but over time have made way for more mass produced greetings. These cards, for the most part, depict images of hearts, cupids and love struck victims.","year","it","is","a","holiday","c(90461, 90287, 90509)","c(1, 1, 1)","c(76994, 76994, 76994)","c(3310, 1377, 3616)","c(89739, 89589, 89778)","c(2303, 2320, 2396)","c(4.13103647705209e-05, 4.13103647705209e-05, 4.13103647705209e-05)","c(0.337794852728519, 0.338497128929618, 0.341636716652176)",4.94999999999999,FALSE
"32","Nicholas Ridley agreed with the Act of Supremacy, supporting Henry’s action. He became the king’s chaplain and later, in the time of Edward VI, he was Bishop of Rochester. He helped to write the Book of Common Prayer. He became Bishop of London and worked to improve the conditions of the poor.","he","was","bishop","of","rochester","c(22544, 22661, 22497)","c(1, 1, 1)","c(5823, 5823, 5823)","c(4968, 6646, 4361)","c(20771, 20873, 20731)","c(2282, 2441, 2474)","c(4.13103647705209e-05, 4.13103647705209e-05, 4.13103647705209e-05)","c(0.336927335068338, 0.343495683066849, 0.344858925104276)",0.190000000000012,FALSE
"33","A 1 inch chunk of fresh ginger, peeled and finely grated","","inch","chunk","of","fresh","c(68266, 68383, 68219)","c(1, 1, 1)","c(39913, 39913, 39913)","c(4794, 6404, 4213)","c(65868, 65970, 65828)","c(2282, 2441, 2474)","c(4.13103647705209e-05, 4.13103647705209e-05, 4.13103647705209e-05)","c(0.336927335068338, 0.343495683066849, 0.344858925104276)",0.769999999999996,FALSE
"34","In 1926, Anatol Josepho opened the first photo booth in New York City and it took Gotham by storm. Up to 7,500 people a day payed 25 cents ($3 in today's funds) to receive eight miniature images of themselves.","josepho","opened","the","first","photo","c(57130, 57115, 57128)","c(1, 1, 1)","c(37307, 37307, 37307)","c(9109, 7145, 8672)","c(55723, 55708, 55721)","c(2508, 2884, 3655)","c(4.13103647705209e-05, 4.13103647705209e-05, 4.13103647705209e-05)","c(0.346263477506473, 0.361796174660184, 0.393646465898246)",1.23,FALSE
"35","You die?",NA,NA,NA,"you","die","c(38883, 38894, 38890)","c(1, 1, 1)","c(9565, 9565, 9565)","c(5619, 6066, 5803)","c(35698, 35707, 35703)","c(2213, 2307, 3225)","c(4.13103647705209e-05, 4.13103647705209e-05, 4.13103647705209e-05)","c(0.334076919899173, 0.337960094187601, 0.375883009046928)",0.0300000000000011,FALSE
"36","Didn’t quite make church Sunday morning. Sleeping right up to check out causes a bit of a mad rush to get up and get out.","quite","make","church","sunday","morning","c(29852, 29851, 29846)","c(1, 1, 1)","c(8277, 8277, 8277)","c(8690, 7521, 4167)","c(27686, 27685, 27680)","c(4353, 4450, 9840)","c(4.13103647705209e-05, 4.13103647705209e-05, 4.13103647705209e-05)","c(0.422481100508061, 0.4264882058908, 0.649151072003839)",0.279999999999987,FALSE
"37","How can you start your day any other way than happy with that face wanting to cuddle with you first thing?","how","can","you","start","your","c(75057, 75049, 75055)","c(1, 1, 1)","c(42170, 42170, 42170)","c(7120, 2431, 5706)","c(72283, 72275, 72281)","c(3902, 5461, 6995)","c(4.13103647705209e-05, 4.13103647705209e-05, 4.13103647705209e-05)","c(0.403850125996562, 0.468252984673784, 0.531623084231744)",1.88000000000001,FALSE
"38","hold, to not let go",NA,NA,"hold","to","not","c(80251, 79821, 79808)","c(1, 1, 1)","c(42766, 42766, 42766)","c(7952, 2147, 1894)","c(76885, 76528, 76515)","c(2400, 2512, 2522)","c(4.13103647705209e-05, 4.13103647705209e-05, 4.13103647705209e-05)","c(0.341801958111258, 0.346428718965555, 0.34684182261326)",0.450000000000003,FALSE
"39","Roughly a week later, my sister and her ever-expanding family drove in from Alaska and picked me up, and then we all headed on to Alvin, Texas, once a happy place where a son would be reunited with his father, but now a haunted little town where ghosts of memories reared their teeth at every turn. We pulled into the driveway at dusk, greeted by my stepmother and stepbrother, both of who appeared to be much stronger than me.",NA,"roughly","a","week","later","c(82582, 82577, 82579)","c(1, 1, 1)","c(43382, 43382, 43382)","c(5705, 2893, 3821)","c(79004, 78999, 79001)","c(2823, 3210, 4652)","c(4.13103647705209e-05, 4.13103647705209e-05, 4.13103647705209e-05)","c(0.359276242409183, 0.37526335357537, 0.434832899574443)",0.849999999999994,FALSE
"40","(Tight finish between Neptune Collonges (grey with yellow silks) and Sunnyhillboy (bay with green and gold hooped silks) in the National)","green","and","gold","hooped","silks","c(58682, 58684, 58683)","c(1, 1, 1)","c(37705, 37705, 37705)","c(3392, 8395, 7142)","c(57135, 57137, 57136)","c(4179, 12763, 13673)","c(4.13103647705209e-05, 5.44751321021953e-05, 5.44751321021953e-05)","c(0.415293097037992, 0.87546984801461, 0.925042218227627)",0.390000000000001,FALSE
"41","Origin: Middle English: from Old French joie, based on Latin gaudium, from gaudere ‘rejoice’","based","on","latin","gaudium","from","NA","NA","NA","NA","NA","NA","NA",NA,0.530000000000001,FALSE
"42","And that is where we changed from being social beings amongst each other to digital social addicts.","is","where","we","changed","from","c(6888, 6886, 6889)","c(1, 1, 1)","c(1433, 1433, 1433)","c(5667, 2678, 8821)","c(6313, 6311, 6314)","c(3018, 12499, 13284)","c(4.13103647705209e-05, 4.13103647705209e-05, 4.13103647705209e-05)","c(0.367331763539432, 0.758995331928621, 0.79142396827347)",0.609999999999999,FALSE
"43","02 - It's All Over Now 04:01",NA,"","","it's","all","c(17107, 17105, 17123)","c(1, 1, 1)","c(4454, 4454, 4454)","c(3341, 2975, 5667)","c(15761, 15759, 15775)","c(3815, 6114, 8982)","c(4.13103647705209e-05, 4.13103647705209e-05, 4.13103647705209e-05)","c(0.400256124261528, 0.495228652868926, 0.613706779030743)",0.0900000000000034,FALSE
"44","Humans have strong muscles in the legs and would need swim fins (like a frog) to bring all their power into the water and stand with the sole of the feet on the water. Rather the leg grabs almost as much water as the foot and a small amount of water is accelerated to high kinetic energy, but not much impulse is transferred. The toes are bent, the feet point 45° outwards, the sole points backwards, to mimic a hydrofoil. While closing in a V shape to the rear a small “lifting” force can be felt. Unlike in the other kicks, the joints are moved into extrema. Before the kick the knee is maximally bent and the upper leg is rotating along its axis to its extreme outer position and the lower leg is twisted to extreme, at the end of the kick the ankles are maximally turned to the inside so that the soles clap together to achieve a nozzle effect like in a jelly fish. Therefore training involves getting flexible in addition to fitness and precision.",NA,NA,NA,"humans","have","15159:15160","c(1, 1)","c(4108, 4108)","c(2535, 4313)","14080:14081","c(3151, 12872)","c(4.13103647705209e-05, 4.13103647705209e-05)","c(0.37282604205391, 0.77440409798802)",0.0499999999999972,FALSE
"45","I have mixed emotions about the start to this book. As I’ve already mentioned I very much enjoyed the characters and the voice of the protagonist. But as much as I was enjoying it, it took me a little while to get into the story. We’re presented with a huge case of insta-love right from the start. Lucas, the mysterious and hot new neighbor, comes on strong. I’m pretty sure they start making out on their second or third meeting! I’m warning you now. There’s not a lot of rationalization for the insta-love…you won’t really understand the reasons until the end of the book. Which is why, in retrospect, I kinda like that I had to wait for all of the info to be revealed.","me","a","little","while","to","c(37378, 37385, 37412)","c(1, 1, 1)","c(9351, 9351, 9351)","c(346, 1467, 9357)","c(34355, 34362, 34385)","c(2926, 3430, 4140)","c(4.13103647705209e-05, 4.13103647705209e-05, 4.13103647705209e-05)","c(0.363531209980546, 0.384351633824882, 0.413681992811943)",2.25,FALSE
"46","After catching a cab to dinner at Boon Tong Kee (post to come shortly), a restaurant recommended by my uncle - also a foodie! :) - we dragged ourselves back onto the HiPPO boat for one last ride, to capture the nighttime experience and views.","kee","post","to","come","shortly","c(53169, 53183, 53182)","c(1, 1, 1)","c(35779, 35779, 35779)","c(17, 5846, 5493)","c(51953, 51967, 51966)","c(3181, 4317, 7055)","c(4.13103647705209e-05, 4.13103647705209e-05, 4.13103647705209e-05)","c(0.374065352997025, 0.420993927376323, 0.534101706117974)",1.60999999999999,FALSE
"47","Sometimes, I just want to read a book. It’s kinda like Freud said, “sometimes a cigar is just a cigar.” Well in my case, sometimes I just need to read an actual hard or soft cover book, feel the paper against my fingers, smell the newness or musty oldness. If it’s a new book, there is something quite satisfying about being the first one to crack it open. I love to turn the pages, hear the crinkle and switch as my fingers brush against the paper.","read","a","book","its","kinda","c(17517, 17454, 17489)","c(1, 1, 1)","c(4461, 4461, 4461)","c(8454, 2700, 5803)","c(16086, 16028, 16062)","c(2888, 3034, 3127)","c(4.13103647705209e-05, 4.13103647705209e-05, 4.13103647705209e-05)","c(0.361961416119266, 0.367992729375761, 0.371834593299418)",0.640000000000015,FALSE
"48","C.A.T. is looking for more pictures of cute animals with their tongues sticking out. Email cuteanimaltongues at gmail dot com with yours!","at","gmail","dot","com","with","NA","NA","NA","NA","NA","NA","NA",NA,0.120000000000005,FALSE
"49","It was not as though she had never sliced bread before, but I remembered only too well what happened the last time. Certain women should not be allowed near sharpened blades, especially those with a well-developed feeling of disgruntlement towards their nearest and – formerly – dearest.",NA,NA,NA,"it","was","c(17250, 17255, 17354)","c(1, 1, 1)","c(4452, 4452, 4452)","c(3956, 4163, 8260)","c(15878, 15882, 15953)","c(2254, 2405, 2790)","c(4.13103647705209e-05, 4.13103647705209e-05, 4.13103647705209e-05)","c(0.335770644854764, 0.342008509935111, 0.357913000371757)",0.0699999999999932,FALSE
"50","I first came across these beautiful patterns by artist Paula Vaughan in the mid-1990s. Traditional style quilts thrown over vintage chairs, vases overflowing with armfuls of wildflowers, and the loveliest dresses from a bygone age.","overflowing","with","armfuls","of","wildflowers","c(22544, 22661, 22497)","c(1, 1, 1)","c(5823, 5823, 5823)","c(4968, 6646, 4361)","c(20771, 20873, 20731)","c(2282, 2441, 2474)","c(4.13103647705209e-05, 4.13103647705209e-05, 4.13103647705209e-05)","c(0.336927335068338, 0.343495683066849, 0.344858925104276)",0.199999999999989,FALSE
"51","individually and as a band in the studio, along with interviews",NA,NA,NA,"individually","and","NA","NA","NA","NA","NA","NA","NA",NA,0,FALSE
"52","to do this in remembrance of Him. Luke 22:19",NA,NA,NA,"to","do","c(34529, 34099, 34086)","c(1, 1, 1)","c(8676, 8676, 8676)","c(8241, 2215, 1956)","c(31788, 31431, 31418)","c(2400, 2512, 2522)","c(4.13103647705209e-05, 4.13103647705209e-05, 4.13103647705209e-05)","c(0.341801958111258, 0.346428718965555, 0.34684182261326)",0.0500000000000114,FALSE
"53","Spanish Omelettes are delicious enough by themselves but they are lovely with salad to accompany them to add an attractive finishing touch !!!","with","salad","to","accompany","them","c(34529, 34099, 34086)","c(1, 1, 1)","c(8676, 8676, 8676)","c(8241, 2215, 1956)","c(31788, 31431, 31418)","c(2400, 2512, 2522)","c(4.13103647705209e-05, 4.13103647705209e-05, 4.13103647705209e-05)","c(0.341801958111258, 0.346428718965555, 0.34684182261326)",0.180000000000007,FALSE
"54","Sound Designer, Electronic, Experimental, Audiovisual, and Multimedia Artist, with emphasis on Film/T.V and visual mediums. Craig Brown aka Sounda is a former Performance Artist with work featured within Compilation CDs, and tracks licensed for film and TV, just to name a few. My experience with the paranormal and connections to the cosmos, inspired a lot of my work. My goals include pushing the limit of Art through Sound and Music and establishing a strong foundation with my contribution in Film and TV. Favorite Lyric: You are just another brick in the wall by Pink Floyd Activities and Thoughts: Flying, stargazing, battling supernatural forces. There is no such thing as silence, silence has a sound. I am trying to figure out what lies within the 11th Dimension. I wonder if the beautiful ring planet is ready to take me back. Craft:","are","just","another","brick","in","c(48878, 48871, 48860)","c(1, 1, 1)","c(34478, 34478, 34478)","c(5828, 3556, 195)","c(47949, 47942, 47931)","c(2714, 4305, 8921)","c(4.13103647705209e-05, 4.13103647705209e-05, 4.13103647705209e-05)","c(0.354773412649198, 0.420498202999077, 0.611186846779742)",0.5,FALSE
"55","I decided to get creative with the leftovers of the rainbow cake... instead of doing the mini cupcake rainbow I had planned. It worked out SO well and I don't think it turned out too bad.","think","it","turned","out","too","c(23939, 23985, 23983)","c(1, 1, 1)","c(5971, 5971, 5971)","c(18, 5803, 5575)","c(22040, 22077, 22075)","c(3087, 3384, 3950)","c(4.13103647705209e-05, 4.13103647705209e-05, 4.13103647705209e-05)","c(0.370182178708598, 0.382451357045438, 0.405833023505546)",1.28,FALSE
