"","origLine","nMin4Word","nMin3Word","nMin2Word","nMin1Word","testWord","prediction1","prediction2","prediction3","prediction4","prediction5","prediction6","prediction7","prediction8","timeToPredict","Correct"
"12","When I was four years of age I remember being at home with my mom one day when a salesman tried breaking into our home. My mom was on the phone to her sister when the guy tried every door in the house. Her and I was curled up in a corner of the kitchen hiding with the phone hoping the guy would leave. It scarred me. I have never been trusting of them since this and I haven’t had one that has changed my mind.","the","house","her","and","i","c(95438, 95023, 95745)","c(1, 1, 1)","c(63471, 63471, 63471)","c(9750, 6154, 12648)","c(92980, 92630, 93256)","c(4472, 4482, 4618)","c(2.13931199726168e-05, 2.13931199726168e-05, 2.13931199726168e-05)","c(0.387258257744353, 0.387472188944079, 0.390381653260356)",10.1099999999999,FALSE
"13","""The ANC had earlier approached the South Gauteng High Court to grant us leave to appeal its earlier ruling that the singing of the freedom song was unconstitutional and fitted the crime of incitement.","the","south","gauteng","high","court","c(27537, 27534, 27551)","c(1, 1, 1)","c(6195, 6195, 6195)","c(7405, 6417, 12845)","c(25190, 25187, 25201)","c(5996, 6884, 7252)","c(2.13931199726168e-05, 2.13931199726168e-05, 2.13931199726168e-05)","c(0.419861372582631, 0.438858463118321, 0.446731131268247)",0.450000000000045,FALSE
"14","I am 32 weeks pregnant!","i","am","","weeks","pregnant","c(69391, 69394, 69401)","c(1, 1, 1)","c(14497, 14497, 14497)","c(858, 4298, 7729)","c(62879, 62882, 62889)","c(6755, 6763, 8808)","c(2.13931199726168e-05, 2.13931199726168e-05, 2.13931199726168e-05)","c(0.436098750641853, 0.436269895601634, 0.480018825945649)",0.410000000000082,FALSE
"15","»Scene 2: Shays’ apartment«",NA,NA,"scene","","shays","c(51769, 51770, 51773)","c(1, 1, 1)","c(11588, 11588, 11588)","c(509, 1876, 7052)","c(47264, 47265, 47268)","c(12314, 28936, 31886)","c(2.13931199726168e-05, 2.13931199726168e-05, 2.13931199726168e-05)","c(0.555023104569667, 0.910619544754617, 0.973729248673856)",0.149999999999864,FALSE
"16","And I very much doubt if it will end there. Because of all the foregoing factors, and the immediate crisis Murdoch faces, BSkyB’s movers know that he must do this deal….or wind up in very bad shape as a business. There may also come a point at which BSkyB find Murdoch himself simply too toxic to have as a buyer anyway.","movers","know","that","he","must","c(116997, 116842, 116931)","c(1, 1, 1)","c(69015, 69015, 69015)","c(10515, 424, 6027)","c(112892, 112765, 112834)","c(4532, 4534, 5746)","c(2.13931199726168e-05, 2.13931199726168e-05, 2.13931199726168e-05)","c(0.38854184494271, 0.388584631182656, 0.414513092589475)",3.69000000000005,FALSE
"17","Almighty and everlasting God, by whose Spirit the whole body of your faithful people is governed and sanctified: Receive our supplications and prayers which we offer before you for all members of your holy Church, that in their vocation and ministry they may truly and devoutly serve you; through our Lord and Savior Jesus Christ. Amen.","and","savior","jesus","christ","amen","103717:103719","c(1, 1, 1)","c(65287, 65287, 65287)","c(8552, 10908, 11315)","100563:100565","c(7087, 18991, 22092)","c(2.13931199726168e-05, 2.13931199726168e-05, 2.13931199726168e-05)","c(0.443201266472764, 0.697864966626875, 0.764205031661981)",2.22000000000003,FALSE
"18","Complaining and repeating everything we already know every day will do you no good if you do not even have a dog as an early warning system or you allow your daughters to go gallivanting in the streets at night.","your","daughters","to","go","gallivanting","c(114791, 114725, 114757)","c(1, 1, 1)","c(68568, 68568, 68568)","c(14187, 379, 6245)","c(110895, 110840, 110868)","c(4563, 5654, 6794)","c(2.13931199726168e-05, 2.13931199726168e-05, 2.13931199726168e-05)","c(0.389205031661862, 0.412544925551994, 0.436933082320785)",3.51999999999998,FALSE
"19","How many times have you heard someone say that so-and-so is too nice to tell the person they’re seeing that they want to call it quits, too nice to address unfair working conditions with their employer or too nice to ask someone to stop using that seat on the subway as a foot stool? There certainly are people who are soft-spoken and decidedly non-confrontational. But that doesn’t mean they’re nicer relative to everyone else. It’s just their personality. You can be assertive, honest and even outspoken and still be a very nice person.","to","call","it","quits","too","c(122747, 122947, 122896)","c(1, 1, 1)","c(69920, 69920, 69920)","c(5953, 13745, 11819)","c(117906, 118044, 118010)","c(4515, 5032, 5054)","c(2.13931199726168e-05, 2.13931199726168e-05, 2.13931199726168e-05)","c(0.388178161903176, 0.399238404929022, 0.39970905356842)",1.34999999999991,FALSE
"20","3 T ketchup",NA,NA,"","t","ketchup","c(56935, 56933, 56934)","c(1, 1, 1)","c(13074, 13074, 13074)","c(12924, 6171, 12086)","c(52124, 52122, 52123)","c(21503, 20751, 27613)","c(2.13931199726168e-05, 2.6077659269304e-05, 2.6077659269304e-05)","c(0.751604483998106, 0.772993976060935, 0.951938873967002)",0.110000000000127,FALSE
"21","On The Lovin’ People, he has the benefit of a good backing band consisting of Pretty Purdie on drums, Artie Butler on organ & piano, and Joe Mack and Bill Salter on bass. The band, who play both loose and funky without ever sounding sloppy, helped produce a more laid back vibe and Chandler sounds more relaxed than he did on the earlier album. He has some better songs on this one, too, such as the title cut warm, poppy number about...well, “Lovin’ People,” on which the presence of a chorus (made up on the spot of people who had gathered to provide assistance to a mothers’ help organization) also helps temper Chandler’s unfortunate tendency towards over-earnestness. “The Naked Fool” is about a relationship gone bad, which doesn’t have anything new to say but will have a few toes tapping. “Sold Out, No More Reservations” is an interesting number about a male groupie, and “Bound to Fly” has a nice soaring quality, and Chandler’s lyrics and delivery mesh well on it. If anything the problem here is that Chandler is sometimes eclipsed by his backing band—check “Behind Your Eyes” where the band goes off on some nice free jazz-psychedelic tangents while Chandler seems to be trying to channel Sammy Davis, Jr.","benefit","of","a","good","backing","c(203522, 203518, 203477)","c(1, 1, 1)","c(152621, 152621, 152621)","c(6748, 6208, 877)","c(199368, 199364, 199329)","c(4537, 4819, 5097)","c(2.13931199726168e-05, 2.13931199726168e-05, 2.13931199726168e-05)","c(0.388648810542573, 0.394681670374853, 0.400628957727243)",8.29999999999995,FALSE
"22","I was worried I wasn’t going to like this. And not because I have an unhealthy love of comic book heroes and unrealistic expectations. No, I was worried because it seems the 98% of people I know had already seen it and enjoyed it. Even the wife. Thus, wading in with an opinion of ‘pfft…shite’ would prove about as popular as punching a kitten in the face. But in the end the fears proved unfounded as I really did like it.","and","not","because","i","have","c(208284, 208152, 208084)","c(1, 1, 1)","c(153468, 153468, 153468)","c(14006, 10549, 14973)","c(203610, 203515, 203457)","c(4485, 4636, 5411)","c(2.13931199726168e-05, 2.13931199726168e-05, 2.13931199726168e-05)","c(0.387536368303997, 0.390766729419863, 0.407346397398646)",10.3900000000001,FALSE
"23","Thus began my frantic sprint down the corridor, pulling my reluctant suitcase as it bobbed off of anything in its path.","my","reluctant","suitcase","as","it","c(7055, 7085, 7209)","c(1, 1, 1)","c(771, 771, 771)","c(6309, 7959, 15026)","c(6220, 6244, 6344)","c(4550, 4572, 5126)","c(2.13931199726168e-05, 2.13931199726168e-05, 2.13931199726168e-05)","c(0.388926921102218, 0.389397569741615, 0.401249358206449)",0.75,FALSE
"24","Other stars making the magazine’s 2011 Sexiest Women Alive list include model-turned-actress Rosie Huntington-Whiteley, jazz artist Esperanza Spalding, ‘Friends With Benefits’ star Mila Kunis, ‘The Help’ actress Emma Stone and singer Beyonce.","spalding","friends","with","benefits","star","c(9714, 9718, 9713)","c(1, 1, 1)","c(1282, 1282, 1282)","c(4459, 7780, 1977)","c(8610, 8614, 8609)","c(4932, 15859, 15887)","c(2.13931199726168e-05, 2.13931199726168e-05, 2.13931199726168e-05)","c(0.39709909293176, 0.630861714872618, 0.631460722231851)",2.55999999999995,FALSE
"25","Actually, this April 15, 1912, headline was based on preliminary news and was in error. The final tally shows that 1,513 lives were lost in the sinking of the Titanic, and there were only 711 survivors.","there","were","only","","survivors","c(44030, 44080, 44031)","c(1, 1, 1)","c(9243, 9243, 9243)","c(8082, 14298, 8280)","c(39973, 40016, 39974)","c(4609, 4681, 5807)","c(2.13931199726168e-05, 2.13931199726168e-05, 2.13931199726168e-05)","c(0.390189115180602, 0.391729419818631, 0.415818072907805)",0.409999999999854,FALSE
"26","I’ll wear pajamas and give up pajahmas.",NA,"ill","wear","pajamas","and","c(45535, 69257, 69251)","c(1, 1, 1)","c(9512, 14467, 14467)","c(13689, 15099, 6242)","c(41370, 62759, 62753)","c(24243, 6149, 6926)","c(2.13931199726168e-05, 2.13931199726168e-05, 2.13931199726168e-05)","c(0.810221632723094, 0.423134519938443, 0.439756974157171)",0.330000000000155,FALSE
"27","I found myself chuckling out loud enough that the wife banished me to the easy chair in the living room at night (can't read this one in bed). I'd get up to get another soft drink and find that I had a big grin on my face.","this","one","in","bed","i'd","c(99443, 99426, 99446)","c(1, 1, 1)","c(64159, 64159, 64159)","c(11734, 44, 13781)","c(96560, 96544, 96563)","c(5447, 6728, 9105)","c(2.13931199726168e-05, 2.13931199726168e-05, 2.13931199726168e-05)","c(0.408116549717661, 0.435521136402592, 0.486372582577518)",3.73000000000002,FALSE
"28","I recently tried a super fabulous restaurant that you MUST MUST try. I usually don't give restaurant recommendations, so trust me on this one. I decided to go down to South Norwalk and check out The SoNo Baking Company and Cafe that Martha Stewart is always yammering on about on Martha. This tiny hidden jewel was started by John Barricelli, who works for Martha and also hosts Everyday Baking on PBS. It is Fa. Bu. Lous. Seriously, that good. We had lunch and I tried a Cobb Salad that elevated the usual blah salad to a culinary masterpiece. I sat at the counter in front of a huge glass window and watched people roll out chocolate croissants with a vintage roller while I ate. (If you are a big geek, that is a huge thrill.) At one point in the meal, I actually saw John Barricelli through the glass instructing one of the bakers on how to place the chocolate chunks perfectly in the croissant. I considered banging on the glass to blow kisses and get my photo taken with him but I decided I had done that enough recently with both her and her, so I decided to play it cool and just eat my lunch quietly. I also brought home a huge selection of pastries and enjoyed every single one (in the name of research, not gluttony, mind you). John is coming out with a cookbook in early March. You can be a geek like me and pre-order your copy on Amazon today. The cafe is located right near the South Norwalk Aquarium and makes a good drive on a cold winter's day.","this","tiny","hidden","jewel","was","27519:27520","c(1, 1)","c(6192, 6192)","c(6703, 14739)","25174:25175","c(7671, 11387)","c(2.13931199726168e-05, 2.6077659269304e-05)","c(0.455694848536776, 0.528802774663031)",0.460000000000036,FALSE
"29","“Yes,” he said. “Maybe a puppet, or a special toy, or maybe just a stuffed animal you loved very much. Did you have a special friend like that, Tom?”","special","toy","or","maybe","just","c(127713, 127702, 127699)","c(1, 1, 1)","c(71142, 71142, 71142)","c(13165, 6412, 6067)","c(122432, 122422, 122420)","c(6656, 7525, 10196)","c(2.13931199726168e-05, 2.13931199726168e-05, 2.13931199726168e-05)","c(0.433980831764563, 0.452571453020773, 0.50971247646765)",1.80999999999995,FALSE
"30","In 1926, Anatol Josepho opened the first photo booth in New York City and it took Gotham by storm. Up to 7,500 people a day payed 25 cents ($3 in today's funds) to receive eight miniature images of themselves.","opened","the","first","photo","booth","c(46494, 46492, 46490)","c(1, 1, 1)","c(9869, 9869, 9869)","c(13523, 6703, 5355)","c(42288, 42287, 42285)","c(15151, 28715, 28727)","c(2.13931199726168e-05, 2.13931199726168e-05, 2.13931199726168e-05)","c(0.615715385932, 0.905891665240667, 0.906148382680338)",3.30999999999995,FALSE
"31","Outfit Specs: Click piccy to be taken to it's flickr page for more information.","it's","flickr","page","for","more","c(112695, 112556, 112762)","c(1, 1, 1)","c(68110, 68110, 68110)","c(8679, 5148, 10503)","c(108983, 108868, 109043)","c(4812, 4831, 4848)","c(2.13931199726168e-05, 2.13931199726168e-05, 2.13931199726168e-05)","c(0.394531918535045, 0.394938387814525, 0.395302070854059)",1.88000000000011,FALSE
"32","Economists said the cut was an admission by the RBA that it had misread the economy over recent months, failing to recognize that despite a record mining-investment boom the vast bulk of the economy is experiencing near-recessionary conditions.","it","had","misread","the","economy","c(61786, 60458, 61780)","c(1, 1, 1)","c(13323, 13323, 13323)","c(15053, 9275, 15024)","c(56231, 55142, 56226)","c(4467, 4470, 4494)","c(2.13931199726168e-05, 2.13931199726168e-05, 2.13931199726168e-05)","c(0.38715129214449, 0.387215471504408, 0.387728906383751)",1.02999999999997,FALSE
"33","hold, to not let go",NA,NA,"hold","to","not","c(154486, 154402, 154876)","c(1, 1, 1)","c(76489, 76489, 76489)","c(2895, 1908, 7431)","c(146762, 146694, 147068)","c(4613, 4634, 4641)","c(2.13931199726168e-05, 2.13931199726168e-05, 2.13931199726168e-05)","c(0.390274687660493, 0.390723943179918, 0.390873695019726)",1.11999999999989,FALSE
"34","Roughly a week later, my sister and her ever-expanding family drove in from Alaska and picked me up, and then we all headed on to Alvin, Texas, once a happy place where a son would be reunited with his father, but now a haunted little town where ghosts of memories reared their teeth at every turn. We pulled into the driveway at dusk, greeted by my stepmother and stepbrother, both of who appeared to be much stronger than me.","the","driveway","at","dusk","greeted","c(7425, 7502, 7521)","c(1, 1, 1)","c(846, 846, 846)","c(682, 6992, 7930)","c(6543, 6612, 6627)","c(4683, 5289, 5547)","c(2.13931199726168e-05, 2.13931199726168e-05, 2.13931199726168e-05)","c(0.391772206058576, 0.404736436761986, 0.410255861714923)",0.470000000000027,FALSE
"35","Whew, there is much talk lately about rising fares due to increased fuel surcharges.",NA,NA,NA,"whew","there","70151:70152","c(1, 1)","c(14560, 14560)","c(397, 6573)","63522:63523","c(27030, 28622)","c(2.13931199726168e-05, 2.13931199726168e-05)","c(0.869844258086796, 0.903902105083213)",0.1400000000001,FALSE
"36","""If I could keep you little,",NA,"if","i","could","keep","c(193965, 193985, 194038)","c(1, 1, 1)","c(149970, 149970, 149970)","c(408, 4198, 12764)","c(190497, 190515, 190561)","c(4568, 5779, 6694)","c(2.13931199726168e-05, 2.13931199726168e-05, 2.13931199726168e-05)","c(0.389311997261725, 0.415219065548572, 0.434793770323523)",7.29999999999995,FALSE
"37","I attended more funerals before age 20 than most people, other than a pastor will attend in their lifetime. Why I was not one of them, only God can tell. He has the final say and fortunately, He now holds the pen.","in","their","lifetime","why","i","c(70631, 70632, 70654)","c(1, 1, 1)","c(14594, 14594, 14594)","c(6636, 6703, 13516)","c(63949, 63950, 63966)","c(5441, 6137, 7205)","c(2.13931199726168e-05, 2.13931199726168e-05, 2.13931199726168e-05)","c(0.407988190997825, 0.422877802498771, 0.445725654629533)",0.75,FALSE
"38","And there you have it – something which can’t be ignored",NA,"and","there","you","have","c(251768, 251751, 251616)","c(1, 1, 1)","c(161864, 161864, 161864)","c(8202, 7540, 3497)","c(242707, 242692, 242599)","c(4477, 5469, 5830)","c(2.13931199726168e-05, 2.13931199726168e-05, 2.13931199726168e-05)","c(0.387365223344216, 0.408587198357059, 0.416310114667176)",9.70000000000005,FALSE
"39","with me and will not let go.","with","me","and","will","not","c(161096, 161025, 161036)","c(1, 1, 1)","c(77571, 77571, 77571)","c(7684, 1384, 2348)","c(152548, 152488, 152497)","c(4557, 4576, 4581)","c(2.13931199726168e-05, 2.13931199726168e-05, 2.13931199726168e-05)","c(0.389076672942026, 0.389483142221506, 0.389590107821369)",9.80999999999995,FALSE
"40","Frightful's Daughter Meets the Baron Weasel (2007) - Picture Book","the","baron","weasel","","","69264","1","14469","70","62765","18715","2.13931199726168e-05","0.691960465514431",0.389999999999873,FALSE
"41","Spanish Omelettes are delicious enough by themselves but they are lovely with salad to accompany them to add an attractive finishing touch !!!","delicious","enough","by","themselves","but","c(62133, 62137, 62129)","c(1, 1, 1)","c(13338, 13338, 13338)","c(12215, 14165, 781)","c(56543, 56547, 56539)","c(10403, 11284, 16345)","c(2.13931199726168e-05, 2.13931199726168e-05, 2.13931199726168e-05)","c(0.514140852301983, 0.532988190997865, 0.641258771179313)",0.720000000000027,FALSE
"42","Use a pan or kettle to capture the water you run while waiting for warm water to arrive at the faucet. The captured water can be used for other washing purposes.","arrive","at","the","faucet","the","c(152064, 150736, 152058)","c(1, 1, 1)","c(76276, 76276, 76276)","c(14587, 8969, 14560)","c(144672, 143583, 144667)","c(4467, 4470, 4494)","c(2.13931199726168e-05, 2.13931199726168e-05, 2.13931199726168e-05)","c(0.38715129214449, 0.387215471504408, 0.387728906383751)",1.21000000000004,FALSE
"43","I decided to get creative with the leftovers of the rainbow cake... instead of doing the mini cupcake rainbow I had planned. It worked out SO well and I don't think it turned out too bad.","the","rainbow","cake","instead","of","c(31123, 31120, 31130)","c(1, 1, 1)","c(6808, 6808, 6808)","c(6573, 291, 15083)","c(28322, 28319, 28327)","c(7870, 26352, 30519)","c(2.13931199726168e-05, 2.13931199726168e-05, 2.13931199726168e-05)","c(0.459952079411328, 0.855339722745357, 0.94448485367128)",0.730000000000018,FALSE
"44","He grabs my arm and yanks me around to face him. I slam into his chest with a thud that jars my bones and knocks the fight right out of me. I stumble back, away from him, and fold my arms across my chest to cover the logo of Sam’s sweatshirt.","arm","and","yanks","me","around","c(37489, 37610, 37617)","c(1, 1, 1)","c(8216, 8216, 8216)","c(509, 13676, 14229)","c(34044, 34141, 34146)","c(4852, 5436, 6418)","c(2.13931199726168e-05, 2.13931199726168e-05, 2.13931199726168e-05)","c(0.39538764333395, 0.407881225397962, 0.428889269211078)",2.30999999999995,FALSE
"45","1 Beauty Contest",NA,NA,NA,"","beauty","NA","NA","NA","NA","NA","NA","NA",NA,0,FALSE
"46","Fox: DUDE ARE YOU FRIGGING KIDDING ME??? IF YOU DON’T DO THIS, THEN I WILL F*****G CASTRATE YOU! THEN YOU WONT HAVE TO WORRY ABOUT ANY LOVE LIFE.","i","will","fg","castrate","you","NA","NA","NA","NA","NA","NA","NA",NA,0.850000000000136,FALSE
"47","bunny drop Complete Series Premium Edition","drop","complete","series","premium","edition","c(47670, 47669, 52561)","c(1, 1, 1)","c(10230, 10230, 11819)","c(13159, 8280, 15097)","c(43389, 43388, 48011)","c(11432, 15908, 8236)","c(2.13931199726168e-05, 2.13931199726168e-05, 2.13931199726168e-05)","c(0.536154372753813, 0.631909977751276, 0.467781961321308)",0.579999999999927,FALSE
"48","After the war memorial, and Northwood Station, we turned right just after St Helen's School towards Northwood Hills. My two South London colleagues were pleased that there actually was a hill. We were surprised at the number of closed-down shops in this apparently affluent area, but the William Jolle pub still seemed to be thriving. (Because it is a Wetherspoons establishment, I can tell you that he was a local 14th century resident) The former pub opposite had, however, metamorphosed into the Namaste Lounge.","number","of","closeddown","shops","in","c(53155, 53154, 53153)","c(1, 1, 1)","c(11976, 11976, 11976)","c(13324, 6127, 5230)","c(48573, 48572, 48571)","c(5364, 7400, 12643)","c(2.13931199726168e-05, 2.13931199726168e-05, 2.6077659269304e-05)","c(0.406340920759933, 0.449897313024195, 0.561556314705296)",0.420000000000073,FALSE
"49","Craft beer pubs blog post is on the back burner - I really wanted to get the next blog out there while the fire burns bright in my heart about it","pubs","blog","post","is","on","c(122070, 121945, 122286)","c(1, 1, 1)","c(69901, 69901, 69901)","c(6772, 3555, 12724)","c(117364, 117260, 117536)","c(4744, 4795, 4883)","c(2.13931199726168e-05, 2.13931199726168e-05, 2.13931199726168e-05)","c(0.393077186376907, 0.39416823549551, 0.396050830053101)",2.71000000000004,FALSE
"50","Last week, he was so worked up about some things that were not actually real. He laid down in his bed and kept going over and over them with me. I told him he just needed to relax, that he didn't need to worry so much. He is being so well cared for. He gave me the silent soul searching steel blue stare, softly grabbed my hand, and said, ""I'll always remember you.""","down","in","his","bed","and","c(99443, 99426, 99446)","c(1, 1, 1)","c(64159, 64159, 64159)","c(11734, 44, 13781)","c(96560, 96544, 96563)","c(5447, 6728, 9105)","c(2.13931199726168e-05, 2.13931199726168e-05, 2.13931199726168e-05)","c(0.408116549717661, 0.435521136402592, 0.486372582577518)",4.39999999999986,FALSE
"51","Allow to rest 2 minutes on cookie sheet before transferring cookies to a cooling rack.","cookie","sheet","before","transferring","cookies","c(65908, 9397, 9437)","c(1, 1, 1)","c(13688, 1225, 1225)","c(5403, 451, 11102)","c(59737, 8328, 8361)","c(24878, 4710, 10660)","c(2.13931199726168e-05, 2.13931199726168e-05, 2.13931199726168e-05)","c(0.82380626390571, 0.392349820297837, 0.519638884134948)",0.600000000000136,FALSE
"52","From Peru, we flew to Ecuador and then on to the wedding. After the celebrations, we were off to Hawaii, for a much needed relaxing beach holiday, after which we did a wonderful cruise of The Great Barrier Reef, before flying home via Singapore. What a great trip that was, and one day I’ll put some more photos up for you to see.","much","needed","relaxing","beach","holiday","c(8946, 8948, 8942)","c(1, 1, 1)","c(1175, 1175, 1175)","c(6573, 11206, 5110)","c(7920, 7922, 7916)","c(13341, 24221, 11954)","c(2.13931199726168e-05, 2.13931199726168e-05, 2.6077659269304e-05)","c(0.576993838781552, 0.809750984083697, 0.543588807468735)",0.5,FALSE
"53","This race is a top-notch way to break into the triple digits for the first time. That’s why I keep coming back and I always bring others with me. The volunteers are wonderful. The food and support system is exceptional. And the race direction is flawlessly efficient. Joe Prusaitis certainly knows how to put on a quality event! Those of us that stuck around for the award ceremony brought home a special Texas Trinket for being one of the most interesting out-of-town groups.","others","with","me","the","volunteers","c(152064, 150736, 152058)","c(1, 1, 1)","c(76276, 76276, 76276)","c(14587, 8969, 14560)","c(144672, 143583, 144667)","c(4467, 4470, 4494)","c(2.13931199726168e-05, 2.13931199726168e-05, 2.13931199726168e-05)","c(0.38715129214449, 0.387215471504408, 0.387728906383751)",8.1099999999999,FALSE
"54","Night by night",NA,NA,"night","by","night","c(11748, 11746, 11663)","c(1, 1, 1)","c(1865, 1865, 1865)","c(7740, 7534, 2230)","c(10529, 10527, 10449)","c(4545, 4665, 4702)","c(2.13931199726168e-05, 2.13931199726168e-05, 2.13931199726168e-05)","c(0.388819955502354, 0.391387129899069, 0.392178675338056)",0.349999999999909,FALSE
"55","Stay tuned for some more quilting posts coming soon.","more","quilting","posts","coming","soon","c(14245, 14264, 14249)","c(1, 1, 1)","c(2626, 2626, 2626)","c(44, 12404, 1025)","c(12895, 12910, 12899)","c(8445, 14988, 21293)","c(2.13931199726168e-05, 2.13931199726168e-05, 2.13931199726168e-05)","c(0.472253123395587, 0.612228307376463, 0.747111928803855)",0.690000000000055,FALSE
