"","count","basis","prediction","word","rowCount","freq","cumFreq"
"that+game+so",1,"that+game","so","that+game+so",71,0.000371057513914657,0.0319109461966605
"game+so+bad",1,"game+so","bad","game+so+bad",72,0.000371057513914657,0.0322820037105752
"so+bad+and",1,"so+bad","and","so+bad+and",73,0.000371057513914657,0.0326530612244899
"bad+and+used",1,"bad+and","used","bad+and+used",74,0.000371057513914657,0.0330241187384045
"and+used+his",1,"and+used","his","and+used+his",75,0.000371057513914657,0.0333951762523192
"used+his+gift",1,"used+his","gift","used+his+gift",76,0.000371057513914657,0.0337662337662338
"his+gift+card",1,"his+gift","card","his+gift+card",77,0.000371057513914657,0.0341372912801485
"gift+card+from",1,"gift+card","from","gift+card+from",78,0.000371057513914657,0.0345083487940631
"card+from+his",1,"card+from","his","card+from+his",79,0.000371057513914657,0.0348794063079778
"from+his+birthday",1,"from+his","birthday","from+his+birthday",80,0.000371057513914657,0.0352504638218924
"his+birthday+he",1,"his+birthday","he","his+birthday+he",81,0.000371057513914657,0.0356215213358071
"birthday+he+has",1,"birthday+he","has","birthday+he+has",82,0.000371057513914657,0.0359925788497217
"he+has+been",1,"he+has","been","he+has+been",83,0.000371057513914657,0.0363636363636364
"has+been+saving",1,"has+been","saving","has+been+saving",84,0.000371057513914657,0.0367346938775511
"been+saving+and",1,"been+saving","and","been+saving+and",85,0.000371057513914657,0.0371057513914657
"saving+and+the",1,"saving+and","the","saving+and+the",86,0.000371057513914657,0.0374768089053804
"and+the+money",1,"and+the","money","and+the+money",87,0.000371057513914657,0.037847866419295
"the+money+to",1,"the+money","to","the+money+to",88,0.000371057513914657,0.0382189239332097
"money+to+get",1,"money+to","get","money+to+get",89,0.000371057513914657,0.0385899814471243
"to+get+it",1,"to+get","it","to+get+it",90,0.000371057513914657,0.038961038961039
"get+it+he",1,"get+it","he","get+it+he",91,0.000371057513914657,0.0393320964749536
"it+he+never",1,"it+he","never","it+he+never",92,0.000371057513914657,0.0397031539888683
"he+never+taps",1,"he+never","taps","he+never+taps",93,0.000371057513914657,0.040074211502783
"never+taps+into",1,"never+taps","into","never+taps+into",94,0.000371057513914657,0.0404452690166976
"taps+into+that",1,"taps+into","that","taps+into+that",95,0.000371057513914657,0.0408163265306123
"into+that+thing",1,"into+that","thing","into+that+thing",96,0.000371057513914657,0.0411873840445269
"that+thing+either",1,"that+thing","either","that+thing+either",97,0.000371057513914657,0.0415584415584416
"thing+either+that",1,"thing+either","that","thing+either+that",98,0.000371057513914657,0.0419294990723562
"either+that+is",1,"either+that","is","either+that+is",99,0.000371057513914657,0.0423005565862709
"that+is+how",1,"that+is","how","that+is+how",100,0.000371057513914657,0.0426716141001855
"is+how+we",1,"is+how","we","is+how+we",101,0.000371057513914657,0.0430426716141002
"how+we+know",1,"how+we","know","how+we+know",102,0.000371057513914657,0.0434137291280148
"we+know+he",1,"we+know","he","we+know+he",103,0.000371057513914657,0.0437847866419295
"know+he+wanted",1,"know+he","wanted","know+he+wanted",104,0.000371057513914657,0.0441558441558442
"he+wanted+it",1,"he+wanted","it","he+wanted+it",105,0.000371057513914657,0.0445269016697588
"wanted+it+so",1,"wanted+it","so","wanted+it+so",106,0.000371057513914657,0.0448979591836735
"it+so+bad",1,"it+so","bad","it+so+bad",107,0.000371057513914657,0.0452690166975881
"so+bad+we",1,"so+bad","we","so+bad+we",108,0.000371057513914657,0.0456400742115028
"bad+we+made",1,"bad+we","made","bad+we+made",109,0.000371057513914657,0.0460111317254174
"we+made+him",1,"we+made","him","we+made+him",110,0.000371057513914657,0.0463821892393321
"made+him+count",1,"made+him","count","made+him+count",111,0.000371057513914657,0.0467532467532467
"him+count+all",1,"him+count","all","him+count+all",112,0.000371057513914657,0.0471243042671614
"count+all+of",1,"count+all","of","count+all+of",113,0.000371057513914657,0.0474953617810761
"all+of+his",1,"all+of","his","all+of+his",114,0.000371057513914657,0.0478664192949907
"of+his+money",1,"of+his","money","of+his+money",115,0.000371057513914657,0.0482374768089054
"his+money+to",1,"his+money","to","his+money+to",116,0.000371057513914657,0.04860853432282
"money+to+make",1,"money+to","make","money+to+make",117,0.000371057513914657,0.0489795918367347
"to+make+sure",1,"to+make","sure","to+make+sure",118,0.000371057513914657,0.0493506493506493
"make+sure+that",1,"make+sure","that","make+sure+that",119,0.000371057513914657,0.049721706864564
"sure+that+he",1,"sure+that","he","sure+that+he",120,0.000371057513914657,0.0500927643784786
"that+he+had",1,"that+he","had","that+he+had",121,0.000371057513914657,0.0504638218923933
"he+had+enough",1,"he+had","enough","he+had+enough",122,0.000371057513914657,0.0508348794063079
"had+enough+it",1,"had+enough","it","had+enough+it",123,0.000371057513914657,0.0512059369202226
"enough+it+was",1,"enough+it","was","enough+it+was",124,0.000371057513914657,0.0515769944341373
"it+was+very",1,"it+was","very","it+was+very",125,0.000371057513914657,0.0519480519480519
"was+very+cute",1,"was+very","cute","was+very+cute",126,0.000371057513914657,0.0523191094619666
"very+cute+to",1,"very+cute","to","very+cute+to",127,0.000371057513914657,0.0526901669758812
"cute+to+watch",1,"cute+to","watch","cute+to+watch",128,0.000371057513914657,0.0530612244897959
"to+watch+his",1,"to+watch","his","to+watch+his",129,0.000371057513914657,0.0534322820037105
"watch+his+reaction",1,"watch+his","reaction","watch+his+reaction",130,0.000371057513914657,0.0538033395176252
"his+reaction+when",1,"his+reaction","when","his+reaction+when",131,0.000371057513914657,0.0541743970315398
"reaction+when+he",1,"reaction+when","he","reaction+when+he",132,0.000371057513914657,0.0545454545454545
"when+he+realized",1,"when+he","realized","when+he+realized",133,0.000371057513914657,0.0549165120593691
"he+realized+he",1,"he+realized","he","he+realized+he",134,0.000371057513914657,0.0552875695732838
"realized+he+did",1,"realized+he","did","realized+he+did",135,0.000371057513914657,0.0556586270871985
"he+did+he",1,"he+did","he","he+did+he",136,0.000371057513914657,0.0560296846011131
"did+he+also",1,"did+he","also","did+he+also",137,0.000371057513914657,0.0564007421150278
"he+also+does",1,"he+also","does","he+also+does",138,0.000371057513914657,0.0567717996289424
"also+does+a",1,"also+does","a","also+does+a",139,0.000371057513914657,0.0571428571428571
"does+a+very",1,"does+a","very","does+a+very",140,0.000371057513914657,0.0575139146567717
"a+very+good",1,"a+very","good","a+very+good",141,0.000371057513914657,0.0578849721706864
"very+good+job",1,"very+good","job","very+good+job",142,0.000371057513914657,0.058256029684601
"good+job+of",1,"good+job","of","good+job+of",143,0.000371057513914657,0.0586270871985157
"job+of+letting",1,"job+of","letting","job+of+letting",144,0.000371057513914657,0.0589981447124304
"of+letting+lola",1,"of+letting","lola","of+letting+lola",145,0.000371057513914657,0.059369202226345
"letting+lola+feel",1,"letting+lola","feel","letting+lola+feel",146,0.000371057513914657,0.0597402597402597
"lola+feel+like",1,"lola+feel","like","lola+feel+like",147,0.000371057513914657,0.0601113172541743
"feel+like+she",1,"feel+like","she","feel+like+she",148,0.000371057513914657,0.060482374768089
"like+she+is",1,"like+she","is","like+she+is",149,0.000371057513914657,0.0608534322820036
"she+is+playing",1,"she+is","playing","she+is+playing",150,0.000371057513914657,0.0612244897959183
"is+playing+too",1,"is+playing","too","is+playing+too",151,0.000371057513914657,0.0615955473098329
"playing+too+by",1,"playing+too","by","playing+too+by",152,0.000371057513914657,0.0619666048237476
"too+by+letting",1,"too+by","letting","too+by+letting",153,0.000371057513914657,0.0623376623376622
"by+letting+her",1,"by+letting","her","by+letting+her",154,0.000371057513914657,0.0627087198515769
"letting+her+switch",1,"letting+her","switch","letting+her+switch",155,0.000371057513914657,0.0630797773654916
"her+switch+out",1,"her+switch","out","her+switch+out",156,0.000371057513914657,0.0634508348794062
"switch+out+the",1,"switch+out","the","switch+out+the",157,0.000371057513914657,0.0638218923933209
"out+the+characters",1,"out+the","characters","out+the+characters",158,0.000371057513914657,0.0641929499072355
"the+characters+she",1,"the+characters","she","the+characters+she",159,0.000371057513914657,0.0645640074211502
"characters+she+loves",1,"characters+she","loves","characters+she+loves",160,0.000371057513914657,0.0649350649350648
"she+loves+it",1,"she+loves","it","she+loves+it",161,0.000371057513914657,0.0653061224489795
"loves+it+almost",1,"loves+it","almost","loves+it+almost",162,0.000371057513914657,0.0656771799628941
"it+almost+as",1,"it+almost","as","it+almost+as",163,0.000371057513914657,0.0660482374768088
"as+much+as",1,"as+much","as","as+much+as",164,0.000371057513914657,0.0664192949907235
"much+as+him",1,"much+as","him","much+as+him",165,0.000371057513914657,0.0667903525046381
"so+anyways+i",1,"so+anyways","i","so+anyways+i",166,0.000371057513914657,0.0671614100185528
"anyways+i+am",1,"anyways+i","am","anyways+i+am",167,0.000371057513914657,0.0675324675324674
"i+am+going",1,"i+am","going","i+am+going",168,0.000371057513914657,0.0679035250463821
"am+going+to",1,"am+going","to","am+going+to",169,0.000371057513914657,0.0682745825602967
"going+to+share",1,"going+to","share","going+to+share",170,0.000371057513914657,0.0686456400742114
"to+share+some",1,"to+share","some","to+share+some",171,0.000371057513914657,0.069016697588126
"share+some+home",1,"share+some","home","share+some+home",172,0.000371057513914657,0.0693877551020407
"some+home+decor",1,"some+home","decor","some+home+decor",173,0.000371057513914657,0.0697588126159553
"home+decor+inspiration",1,"home+decor","inspiration","home+decor+inspiration",174,0.000371057513914657,0.07012987012987
"decor+inspiration+that",1,"decor+inspiration","that","decor+inspiration+that",175,0.000371057513914657,0.0705009276437847
"inspiration+that+i",1,"inspiration+that","i","inspiration+that+i",176,0.000371057513914657,0.0708719851576993
"that+i+have",1,"that+i","have","that+i+have",177,0.000371057513914657,0.071243042671614
"i+have+been",1,"i+have","been","i+have+been",178,0.000371057513914657,0.0716141001855286
"have+been+storing",1,"have+been","storing","have+been+storing",179,0.000371057513914657,0.0719851576994433
"been+storing+in",1,"been+storing","in","been+storing+in",180,0.000371057513914657,0.0723562152133579
"storing+in+my",1,"storing+in","my","storing+in+my",181,0.000371057513914657,0.0727272727272726
"in+my+folder",1,"in+my","folder","in+my+folder",182,0.000371057513914657,0.0730983302411872
"my+folder+on",1,"my+folder","on","my+folder+on",183,0.000371057513914657,0.0734693877551019
"folder+on+the",1,"folder+on","the","folder+on+the",184,0.000371057513914657,0.0738404452690165
"on+the+puter",1,"on+the","puter","on+the+puter",185,0.000371057513914657,0.0742115027829312
"the+puter+i",1,"the+puter","i","the+puter+i",186,0.000371057513914657,0.0745825602968459
"puter+i+have",1,"puter+i","have","puter+i+have",187,0.000371057513914657,0.0749536178107605
"i+have+all",1,"i+have","all","i+have+all",188,0.000371057513914657,0.0753246753246752
"have+all+these",1,"have+all","these","have+all+these",189,0.000371057513914657,0.0756957328385898
"all+these+amazing",1,"all+these","amazing","all+these+amazing",190,0.000371057513914657,0.0760667903525045
"these+amazing+images",1,"these+amazing","images","these+amazing+images",191,0.000371057513914657,0.0764378478664191
"amazing+images+stored",1,"amazing+images","stored","amazing+images+stored",192,0.000371057513914657,0.0768089053803338
"images+stored+away",1,"images+stored","away","images+stored+away",193,0.000371057513914657,0.0771799628942484
"stored+away+ready",1,"stored+away","ready","stored+away+ready",194,0.000371057513914657,0.0775510204081631
"away+ready+to",1,"away+ready","to","away+ready+to",195,0.000371057513914657,0.0779220779220778
"ready+to+come",1,"ready+to","come","ready+to+come",196,0.000371057513914657,0.0782931354359924
"to+come+to",1,"to+come","to","to+come+to",197,0.000371057513914657,0.0786641929499071
"come+to+life",1,"come+to","life","come+to+life",198,0.000371057513914657,0.0790352504638217
"to+life+when",1,"to+life","when","to+life+when",199,0.000371057513914657,0.0794063079777364
"life+when+we",1,"life+when","we","life+when+we",200,0.000371057513914657,0.079777365491651
"when+we+get",1,"when+we","get","when+we+get",201,0.000371057513914657,0.0801484230055657
"we+get+our",1,"we+get","our","we+get+our",202,0.000371057513914657,0.0805194805194803
"get+our+home",1,"get+our","home","get+our+home",203,0.000371057513914657,0.080890538033395
"if+i+were",1,"if+i","were","if+i+were",204,0.000371057513914657,0.0812615955473096
"i+were+a",1,"i+were","a","i+were+a",205,0.000371057513914657,0.0816326530612243
"were+a+bear",1,"were+a","bear","were+a+bear",206,0.000371057513914657,0.082003710575139
"other+friends+have",1,"other+friends","have","other+friends+have",207,0.000371057513914657,0.0823747680890536
"friends+have+similar",1,"friends+have","similar","friends+have+similar",208,0.000371057513914657,0.0827458256029683
"have+similar+stories",1,"have+similar","stories","have+similar+stories",209,0.000371057513914657,0.0831168831168829
"similar+stories+of",1,"similar+stories","of","similar+stories+of",210,0.000371057513914657,0.0834879406307976
"stories+of+how",1,"stories+of","how","stories+of+how",211,0.000371057513914657,0.0838589981447122
"of+how+they",1,"of+how","they","of+how+they",212,0.000371057513914657,0.0842300556586269
"how+they+were",1,"how+they","were","how+they+were",213,0.000371057513914657,0.0846011131725415
"they+were+treated",1,"they+were","treated","they+were+treated",214,0.000371057513914657,0.0849721706864562
"were+treated+brusquely",1,"were+treated","brusquely","were+treated+brusquely",215,0.000371057513914657,0.0853432282003709
"treated+brusquely+by",1,"treated+brusquely","by","treated+brusquely+by",216,0.000371057513914657,0.0857142857142855
"brusquely+by+laurelwood",1,"brusquely+by","laurelwood","brusquely+by+laurelwood",217,0.000371057513914657,0.0860853432282002
"by+laurelwood+staff",1,"by+laurelwood","staff","by+laurelwood+staff",218,0.000371057513914657,0.0864564007421148
"laurelwood+staff+and",1,"laurelwood+staff","and","laurelwood+staff+and",219,0.000371057513914657,0.0868274582560295
"staff+and+as",1,"staff+and","as","staff+and+as",220,0.000371057513914657,0.0871985157699441
"and+as+often",1,"and+as","often","and+as+often",221,0.000371057513914657,0.0875695732838588
"as+often+as",1,"as+often","as","as+often+as",222,0.000371057513914657,0.0879406307977734
"often+as+not",1,"often+as","not","often+as+not",223,0.000371057513914657,0.0883116883116881
"as+not+the",1,"as+not","the","as+not+the",224,0.000371057513914657,0.0886827458256027
"not+the+same",1,"not+the","same","not+the+same",225,0.000371057513914657,0.0890538033395174
"the+same+names",1,"the+same","names","the+same+names",226,0.000371057513914657,0.0894248608534321
"same+names+keep",1,"same+names","keep","same+names+keep",227,0.000371057513914657,0.0897959183673467
"names+keep+coming",1,"names+keep","coming","names+keep+coming",228,0.000371057513914657,0.0901669758812614
"keep+coming+up",1,"keep+coming","up","keep+coming+up",229,0.000371057513914657,0.090538033395176
"coming+up+about",1,"coming+up","about","coming+up+about",230,0.000371057513914657,0.0909090909090907
"up+about+a",1,"up+about","a","up+about+a",231,0.000371057513914657,0.0912801484230053
"about+a+halfdozen",1,"about+a","halfdozen","about+a+halfdozen",232,0.000371057513914657,0.09165120593692
"a+halfdozen+friends",1,"a+halfdozen","friends","a+halfdozen+friends",233,0.000371057513914657,0.0920222634508346
"halfdozen+friends+of",1,"halfdozen+friends","of","halfdozen+friends+of",234,0.000371057513914657,0.0923933209647493
"friends+of+mine",1,"friends+of","mine","friends+of+mine",235,0.000371057513914657,0.092764378478664
"of+mine+refuse",1,"of+mine","refuse","of+mine+refuse",236,0.000371057513914657,0.0931354359925786
"mine+refuse+to",1,"mine+refuse","to","mine+refuse+to",237,0.000371057513914657,0.0935064935064933
"refuse+to+step",1,"refuse+to","step","refuse+to+step",238,0.000371057513914657,0.0938775510204079
"to+step+foot",1,"to+step","foot","to+step+foot",239,0.000371057513914657,0.0942486085343226
"step+foot+in",1,"step+foot","in","step+foot+in",240,0.000371057513914657,0.0946196660482372
"foot+in+there",1,"foot+in","there","foot+in+there",241,0.000371057513914657,0.0949907235621519
"in+there+ever",1,"in+there","ever","in+there+ever",242,0.000371057513914657,0.0953617810760665
"there+ever+again",1,"there+ever","again","there+ever+again",243,0.000371057513914657,0.0957328385899812
"ever+again+because",1,"ever+again","because","ever+again+because",244,0.000371057513914657,0.0961038961038958
"again+because+of",1,"again+because","of","again+because+of",245,0.000371057513914657,0.0964749536178105
"because+of+it",1,"because+of","it","because+of+it",246,0.000371057513914657,0.0968460111317252
"of+it+how",1,"of+it","how","of+it+how",247,0.000371057513914657,0.0972170686456398
"it+how+many",1,"it+how","many","it+how+many",248,0.000371057513914657,0.0975881261595545
"how+many+others",1,"how+many","others","how+many+others",249,0.000371057513914657,0.0979591836734691
"many+others+theyre",1,"many+others","theyre","many+others+theyre",250,0.000371057513914657,0.0983302411873838
"others+theyre+telling",1,"others+theyre","telling","others+theyre+telling",251,0.000371057513914657,0.0987012987012984
"and+keeping+away",1,"and+keeping","away","and+keeping+away",252,0.000371057513914657,0.0990723562152131
"one+can+only",1,"one+can","only","one+can+only",253,0.000371057513914657,0.0994434137291277
"can+only+guess",1,"can+only","guess","can+only+guess",254,0.000371057513914657,0.0998144712430424
"although+our+beloved",1,"although+our","beloved","although+our+beloved",255,0.000371057513914657,0.100185528756957
"our+beloved+cantab",1,"our+beloved","cantab","our+beloved+cantab",256,0.000371057513914657,0.100556586270872
"beloved+cantab+cant",1,"beloved+cantab","cant","beloved+cantab+cant",257,0.000371057513914657,0.100927643784786
"cantab+cant+claim",1,"cantab+cant","claim","cantab+cant+claim",258,0.000371057513914657,0.101298701298701
"cant+claim+the",1,"cant+claim","the","cant+claim+the",259,0.000371057513914657,0.101669758812616
"claim+the+international",1,"claim+the","international","claim+the+international",260,0.000371057513914657,0.10204081632653
"the+international+recognition",1,"the+international","recognition","the+international+recognition",261,0.000371057513914657,0.102411873840445
"international+recognition+afforded",1,"international+recognition","afforded","international+recognition+afforded",262,0.000371057513914657,0.10278293135436
"recognition+afforded+the",1,"recognition+afforded","the","recognition+afforded+the",263,0.000371057513914657,0.103153988868274
"afforded+the+station",1,"afforded+the","station","afforded+the+station",264,0.000371057513914657,0.103525046382189
"the+station+inn",1,"the+station","inn","the+station+inn",265,0.000371057513914657,0.103896103896104
"station+inn+otherwise",1,"station+inn","otherwise","station+inn+otherwise",266,0.000371057513914657,0.104267161410018
"inn+otherwise+these",1,"inn+otherwise","these","inn+otherwise+these",267,0.000371057513914657,0.104638218923933
"otherwise+these+two",1,"otherwise+these","two","otherwise+these+two",268,0.000371057513914657,0.105009276437848
"these+two+joints",1,"these+two","joints","these+two+joints",269,0.000371057513914657,0.105380333951762
"two+joints+feel",1,"two+joints","feel","two+joints+feel",270,0.000371057513914657,0.105751391465677
"joints+feel+like",1,"joints+feel","like","joints+feel+like",271,0.000371057513914657,0.106122448979592
"feel+like+twins",1,"feel+like","twins","feel+like+twins",272,0.000371057513914657,0.106493506493506
"like+twins+separated",1,"like+twins","separated","like+twins+separated",273,0.000371057513914657,0.106864564007421
"twins+separated+by",1,"twins+separated","by","twins+separated+by",274,0.000371057513914657,0.107235621521335
"separated+by+nothing",1,"separated+by","nothing","separated+by+nothing",275,0.000371057513914657,0.10760667903525
"by+nothing+more",1,"by+nothing","more","by+nothing+more",276,0.000371057513914657,0.107977736549165
"nothing+more+than",1,"nothing+more","than","nothing+more+than",277,0.000371057513914657,0.108348794063079
"more+than+distance",1,"more+than","distance","more+than+distance",278,0.000371057513914657,0.108719851576994
"than+distance+they",1,"than+distance","they","than+distance+they",279,0.000371057513914657,0.109090909090909
"distance+they+share",1,"distance+they","share","distance+they+share",280,0.000371057513914657,0.109461966604823
"they+share+a",1,"they+share","a","they+share+a",281,0.000371057513914657,0.109833024118738
"share+a+complete",1,"share+a","complete","share+a+complete",282,0.000371057513914657,0.110204081632653
"a+complete+lack",1,"a+complete","lack","a+complete+lack",283,0.000371057513914657,0.110575139146567
"complete+lack+of",1,"complete+lack","of","complete+lack+of",284,0.000371057513914657,0.110946196660482
"lack+of+pretense",1,"lack+of","pretense","lack+of+pretense",285,0.000371057513914657,0.111317254174397
"of+pretense+that",1,"of+pretense","that","of+pretense+that",286,0.000371057513914657,0.111688311688311
"pretense+that+cant",1,"pretense+that","cant","pretense+that+cant",287,0.000371057513914657,0.112059369202226
"that+cant+be",1,"that+cant","be","that+cant+be",288,0.000371057513914657,0.112430426716141
"cant+be+imitated",1,"cant+be","imitated","cant+be+imitated",289,0.000371057513914657,0.112801484230055
"be+imitated+or",1,"be+imitated","or","be+imitated+or",290,0.000371057513914657,0.11317254174397
"imitated+or+approximated",1,"imitated+or","approximated","imitated+or+approximated",291,0.000371057513914657,0.113543599257885
"or+approximated+their",1,"or+approximated","their","or+approximated+their",292,0.000371057513914657,0.113914656771799
"approximated+their+very",1,"approximated+their","very","approximated+their+very",293,0.000371057513914657,0.114285714285714
"their+very+ordinariness",1,"their+very","ordinariness","their+very+ordinariness",294,0.000371057513914657,0.114656771799629
"very+ordinariness+makes",1,"very+ordinariness","makes","very+ordinariness+makes",295,0.000371057513914657,0.115027829313543
"ordinariness+makes+them",1,"ordinariness+makes","them","ordinariness+makes+them",296,0.000371057513914657,0.115398886827458
"makes+them+special",1,"makes+them","special","makes+them+special",297,0.000371057513914657,0.115769944341373
"peter+schiff+hard",1,"peter+schiff","hard","peter+schiff+hard",298,0.000371057513914657,0.116141001855287
"schiff+hard+to",1,"schiff+hard","to","schiff+hard+to",299,0.000371057513914657,0.116512059369202
"hard+to+tell",1,"hard+to","tell","hard+to+tell",300,0.000371057513914657,0.116883116883117
"to+tell+it",1,"to+tell","it","to+tell+it",301,0.000371057513914657,0.117254174397031
"tell+it+will",1,"tell+it","will","tell+it+will",302,0.000371057513914657,0.117625231910946
"it+will+look",1,"it+will","look","it+will+look",303,0.000371057513914657,0.11799628942486
"will+look+pretty",1,"will+look","pretty","will+look+pretty",304,0.000371057513914657,0.118367346938775
