"","origLine","nMin4Word","nMin3Word","nMin2Word","nMin1Word","testWord","prediction1","prediction2","prediction3","prediction4","prediction5","prediction6","prediction7","prediction8","timeToPredict","Correct"
"11","I have it on good authority that everyone in this company, particularly the strikers, recieved gifts in the company-organised Secret Santa. I also know that the strikers attended the company-funded Xmas Party, where they partook in the company-funded luncheon. They also recieved vouchers to the value of K100, from the company as Xmas gifts.","partook","in","the","companyfunded","luncheon","c(289992, 290742, 290120)","c(1, 1, 1)","c(134573, 134573, 134573)","c(15788, 18907, 16311)","c(273790, 274403, 273896)","c(9397, 9441, 9501)","c(1.05673616468176e-05, 1.05673616468176e-05, 1.05673616468176e-05)","c(0.451839249294586, 0.452304213207047, 0.452938254905857)",2.8700000000008,FALSE
"12","Well, I'm off to clean up my craft space since it's a mess after working on my projects for this fun hop! Have a wonderful week everyone and I hope to have a project or two to share very soon! Until next time, take care!","a","wonderful","week","everyone","and","c(37339, 37341, 37384)","c(1, 1, 1)","c(6923, 6923, 6923)","c(1152, 2893, 22979)","c(33658, 33660, 33696)","c(10455, 14207, 17013)","c(1.05673616468176e-05, 1.05673616468176e-05, 1.05673616468176e-05)","c(0.463019517916943, 0.502668258815888, 0.532320275596923)",1.28999999999996,FALSE
"13","Almighty and everlasting God, by whose Spirit the whole body of your faithful people is governed and sanctified: Receive our supplications and prayers which we offer before you for all members of your holy Church, that in their vocation and ministry they may truly and devoutly serve you; through our Lord and Savior Jesus Christ. Amen.","the","whole","body","of","your","c(78667, 79038, 78531)","c(1, 1, 1)","c(14033, 14033, 14033)","c(11770, 15895, 10303)","c(70552, 70876, 70439)","c(9375, 9456, 9481)","c(1.05673616468176e-05, 1.05673616468176e-05, 1.05673616468176e-05)","c(0.451606767338355, 0.452462723631749, 0.45272690767292)",1.28999999999996,FALSE
"14","1/3 cup tomato paste",NA,NA,NA,"","cup","NA","NA","NA","NA","NA","NA","NA",NA,0,FALSE
"15","How many times have you heard someone say that so-and-so is too nice to tell the person they’re seeing that they want to call it quits, too nice to address unfair working conditions with their employer or too nice to ask someone to stop using that seat on the subway as a foot stool? There certainly are people who are soft-spoken and decidedly non-confrontational. But that doesn’t mean they’re nicer relative to everyone else. It’s just their personality. You can be assertive, honest and even outspoken and still be a very nice person.","to","call","it","quits","too","c(237398, 237409, 237617)","c(1, 1, 1)","c(124842, 124842, 124842)","c(9056, 9562, 17348)","c(226267, 226278, 226426)","c(9353, 9428, 9967)","c(1.05673616468176e-05, 1.05673616468176e-05, 1.05673616468176e-05)","c(0.451374285382125, 0.452166837505638, 0.457862645433285)",2.13000000000011,FALSE
"16","Hmmm... In terms of traditional instruments we have things like a zither, a euphonium and a harmonium in there and I think a nose flute made it to the finished mix too. But I'm no Harry Partch or even Thomas Truax come to that. Life's hard enough. Having said that, I wouldn't mind having a bash on Truax's Mother Superior!","having","said","that","i","wouldn't","c(408151, 407648, 407754)","c(1, 1, 1)","c(287968, 287968, 287968)","c(16160, 283, 4117)","c(397195, 396841, 396918)","c(9620, 10607, 10620)","c(1.05673616468176e-05, 1.05673616468176e-05, 1.05673616468176e-05)","c(0.454195770941831, 0.464625756887263, 0.464763132588672)",25.4799999999996,FALSE
"17","I was worried I wasn’t going to like this. And not because I have an unhealthy love of comic book heroes and unrealistic expectations. No, I was worried because it seems the 98% of people I know had already seen it and enjoyed it. Even the wife. Thus, wading in with an opinion of ‘pfft…shite’ would prove about as popular as punching a kitten in the face. But in the end the fears proved unfounded as I really did like it.","worried","because","it","seems","the","c(450674, 450672, 450675)","c(1, 1, 1)","c(296016, 296016, 296016)","c(9602, 5228, 10617)","c(435634, 435632, 435635)","c(11349, 15053, 16033)","c(1.05673616468176e-05, 1.05673616468176e-05, 1.05673616468176e-05)","c(0.472466739229218, 0.511608246769115, 0.521964261183019)",16.9700000000003,FALSE
"18","I napped after studio class tonight. Andrew and I were up really late last night, despite going to bed at a somewhat decent time. We ended up talking to each other for about an hour and a half to two hours just about our lives and what was going on and stuff like that. It was a very nice talk, but it made me tired for today, which explains why I’m still awake now. But don’t worry…I’ll be getting to bed shortly, right after I shower.","what","was","going","on","and","c(433885, 434013, 434423)","c(1, 1, 1)","c(292228, 292228, 292228)","c(2921, 7672, 19855)","c(420150, 420267, 420599)","c(9486, 9488, 9762)","c(1.05673616468176e-05, 1.05673616468176e-05, 1.05673616468176e-05)","c(0.452779744481154, 0.452800879204448, 0.455696336295682)",24.2199999999993,FALSE
"19","Actually, this April 15, 1912, headline was based on preliminary news and was in error. The final tally shows that 1,513 lives were lost in the sinking of the Titanic, and there were only 711 survivors.","shows","that","","lives","were","c(66471, 66454, 66466)","c(1, 1, 1)","c(11804, 11804, 11804)","c(14294, 705, 10752)","c(59472, 59459, 59468)","c(16359, 32829, 35171)","c(1.05673616468176e-05, 1.05673616468176e-05, 1.05673616468176e-05)","c(0.525409221079889, 0.699453667403351, 0.724202428380252)",2.08000000000084,FALSE
"20","the autumn rains in righteousness.",NA,"the","autumn","rains","in","c(14141, 90704, 90703)","c(1, 1, 1)","c(1436, 16226, 16226)","c(16048, 14294, 830)","c(12275, 81533, 81532)","c(29817, 37107, 39901)","c(1.05673616468176e-05, 1.31705453922847e-05, 1.31705453922847e-05)","c(0.667624774123068, 0.771069579991662, 0.807868083817731)",0.809999999999491,FALSE
"21","Sphere: V = 4/3",NA,NA,NA,"sphere","v","102493:102494","c(1, 1)","c(19003, 19003)","c(8189, 10748)","92422:92423","c(15350, 39223)","c(1.05673616468176e-05, 1.31705453922847e-05)","c(0.514746753178227, 0.798938454041756)",0.25,FALSE
"22","In shrouds of words,",NA,"in","shrouds","of","words","c(78667, 79038, 78531)","c(1, 1, 1)","c(14033, 14033, 14033)","c(11770, 15895, 10303)","c(70552, 70876, 70439)","c(9375, 9456, 9481)","c(1.05673616468176e-05, 1.05673616468176e-05, 1.05673616468176e-05)","c(0.451606767338355, 0.452462723631749, 0.45272690767292)",2.22000000000025,FALSE
"23","“Hell is larger today than it was yesterday, because many of us have failed to pray.”–David Smithers","many","of","us","have","failed","c(49326, 49198, 49197)","c(1, 1, 1)","c(9163, 9163, 9163)","c(19856, 11957, 11945)","c(44532, 44428, 44427)","c(9848, 10447, 10513)","c(1.05673616468176e-05, 1.05673616468176e-05, 1.05673616468176e-05)","c(0.456605129397311, 0.462934979023768, 0.46363242489246)",3.9399999999996,FALSE
"24","BRAAMFONTEIN: Johannesburg Theatre manager Rulov Senekal (67) murdered in his apartment by two black attackers.",NA,"braamfontein","johannesburg","theatre","manager","c(114444, 114443, 114441)","c(1, 1, 1)","c(20333, 20333, 20333)","c(19079, 7944, 4145)","c(102699, 102698, 102696)","c(12918, 39814, 49309)","c(1.05673616468176e-05, 1.05673616468176e-05, 1.05673616468176e-05)","c(0.489046929653111, 0.773266688506532, 0.873603787343282)",0.420000000000073,FALSE
"25","Valentines Day falls on February 14th each year. It is a holiday in which lovers express said love for each other, traditionally with flowers, candle lit dinners, heart shaped things, chocolate and greeting cards. The first Valentines cards were hand written but over time have made way for more mass produced greetings. These cards, for the most part, depict images of hearts, cupids and love struck victims.","these","cards","for","the","most","c(289992, 290742, 290120)","c(1, 1, 1)","c(134573, 134573, 134573)","c(15788, 18907, 16311)","c(273790, 274403, 273896)","c(9397, 9441, 9501)","c(1.05673616468176e-05, 1.05673616468176e-05, 1.05673616468176e-05)","c(0.451839249294586, 0.452304213207047, 0.452938254905857)",6.96000000000004,FALSE
"26","Nicholas Ridley agreed with the Act of Supremacy, supporting Henry’s action. He became the king’s chaplain and later, in the time of Edward VI, he was Bishop of Rochester. He helped to write the Book of Common Prayer. He became Bishop of London and worked to improve the conditions of the poor.","to","improve","the","conditions","of","c(204192, 204190, 204189)","c(1, 1, 1)","c(118431, 118431, 118431)","c(15675, 13760, 11967)","c(196482, 196481, 196480)","c(45720, 48580, 53163)","c(1.05673616468176e-05, 1.05673616468176e-05, 1.05673616468176e-05)","c(0.835677526392772, 0.865900180702736, 0.914330399130206)",4.89999999999964,FALSE
"27","Never Did No Wanderin' by The Folksmen","never","did","no","wanderin'","by","c(76167, 75984, 76020)","c(1, 1, 1)","c(13735, 13735, 13735)","c(22268, 4641, 8694)","c(68332, 68174, 68209)","c(9788, 10066, 10139)","c(1.05673616468176e-05, 1.05673616468176e-05, 1.05673616468176e-05)","c(0.4559710876985, 0.458908814236322, 0.459680231636541)",0.909999999999854,FALSE
"28","In 1926, Anatol Josepho opened the first photo booth in New York City and it took Gotham by storm. Up to 7,500 people a day payed 25 cents ($3 in today's funds) to receive eight miniature images of themselves.","","cents","","in","today's","c(56989, 56431, 56719)","c(1, 1, 1)","c(10060, 10060, 10060)","c(22457, 11843, 17092)","c(51064, 50602, 50842)","c(9551, 10099, 10287)","c(1.05673616468176e-05, 1.05673616468176e-05, 1.05673616468176e-05)","c(0.453466622988199, 0.459257537170668, 0.461244201160274)",1.48000000000047,FALSE
"29","Didn’t quite make church Sunday morning. Sleeping right up to check out causes a bit of a mad rush to get up and get out.","causes","a","bit","of","a","c(432086, 432457, 431950)","c(1, 1, 1)","c(292146, 292146, 292146)","c(11077, 14921, 9703)","c(418577, 418901, 418464)","c(9375, 9456, 9481)","c(1.05673616468176e-05, 1.05673616468176e-05, 1.05673616468176e-05)","c(0.451606767338355, 0.452462723631749, 0.45272690767292)",20.5,FALSE
"30","Economists said the cut was an admission by the RBA that it had misread the economy over recent months, failing to recognize that despite a record mining-investment boom the vast bulk of the economy is experiencing near-recessionary conditions.","the","rba","that","it","had","c(237398, 237409, 237617)","c(1, 1, 1)","c(124842, 124842, 124842)","c(9056, 9562, 17348)","c(226267, 226278, 226426)","c(9353, 9428, 9967)","c(1.05673616468176e-05, 1.05673616468176e-05, 1.05673616468176e-05)","c(0.451374285382125, 0.452166837505638, 0.457862645433285)",11.2800000000007,FALSE
"31","When PC came out with the ""Love You a Latte"" Lite Cartridge I knew I had to have it!","pc","came","out","with","the","c(308283, 308670, 308571)","c(1, 1, 1)","c(136633, 136633, 136633)","c(2795, 15004, 11975)","c(289416, 289755, 289676)","c(9513, 9560, 9574)","c(1.05673616468176e-05, 1.05673616468176e-05, 1.05673616468176e-05)","c(0.453065063245619, 0.453561729243021, 0.453709672306076)",9.07999999999993,FALSE
"32","How can you start your day any other way than happy with that face wanting to cuddle with you first thing?","cuddle","with","you","first","thing","c(40594, 40544, 40587)","c(1, 1, 1)","c(7562, 7562, 7562)","c(22334, 17624, 21224)","c(36665, 36625, 36659)","c(9511, 9888, 10525)","c(1.05673616468176e-05, 1.05673616468176e-05, 1.05673616468176e-05)","c(0.453043928522325, 0.457027823863184, 0.463759233232222)",7.10999999999967,FALSE
"33","So our prayer for today goes like this:",NA,NA,"so","our","prayer","c(260238, 260463, 260257)","c(1, 1, 1)","c(128574, 128574, 128574)","c(1897, 16504, 2846)","c(246806, 247011, 246824)","c(9434, 9637, 10738)","c(1.05673616468176e-05, 1.05673616468176e-05, 1.05673616468176e-05)","c(0.452230241675519, 0.454375416089827, 0.466010081262999)",2.27999999999975,FALSE
"34","(Tight finish between Neptune Collonges (grey with yellow silks) and Sunnyhillboy (bay with green and gold hooped silks) in the National)","green","and","gold","hooped","silks","c(399374, 399381, 399368)","c(1, 1, 1)","c(286640, 286640, 286640)","c(10053, 21150, 1639)","c(389523, 389529, 389517)","c(24033, 37364, 40611)","c(1.05673616468176e-05, 1.05673616468176e-05, 1.05673616468176e-05)","c(0.606503154357743, 0.747376652471773, 0.781688875739064)",5.84000000000015,FALSE
"35","And that is where we changed from being social beings amongst each other to digital social addicts.","we","changed","from","being","social","c(194551, 194492, 194490)","c(1, 1, 1)","c(116135, 116135, 116135)","c(21965, 14053, 13842)","c(187559, 187506, 187505)","c(9527, 9686, 11731)","c(1.05673616468176e-05, 1.05673616468176e-05, 1.05673616468176e-05)","c(0.453213006308675, 0.454893216810523, 0.476503471378311)",6.10000000000036,FALSE
"36","(2 Corinthians 10:5).",NA,NA,NA,"","corinthians","NA","NA","NA","NA","NA","NA","NA",NA,0.0100000000002183,FALSE
"37","I have mixed emotions about the start to this book. As I’ve already mentioned I very much enjoyed the characters and the voice of the protagonist. But as much as I was enjoying it, it took me a little while to get into the story. We’re presented with a huge case of insta-love right from the start. Lucas, the mysterious and hot new neighbor, comes on strong. I’m pretty sure they start making out on their second or third meeting! I’m warning you now. There’s not a lot of rationalization for the insta-love…you won’t really understand the reasons until the end of the book. Which is why, in retrospect, I kinda like that I had to wait for all of the info to be revealed.","very","much","enjoyed","the","characters","c(289992, 290742, 290120)","c(1, 1, 1)","c(134573, 134573, 134573)","c(15788, 18907, 16311)","c(273790, 274403, 273896)","c(9397, 9441, 9501)","c(1.05673616468176e-05, 1.05673616468176e-05, 1.05673616468176e-05)","c(0.451839249294586, 0.452304213207047, 0.452938254905857)",6.04999999999927,FALSE
"38","Jethro responded, “What you are doing is not good. You and these people who come to you will only wear yourselves out.” Moses was the bottleneck of a system that was broken and creating dysfunction, wasting time, and wearing everyone out.","broken","and","creating","dysfunction","wasting","c(34717, 29003, 29007)","c(1, 1, 1)","c(6275, 4726, 4726)","c(22677, 6739, 13554)","c(31228, 25952, 25956)","c(53125, 12173, 12439)","c(1.05673616468176e-05, 1.05673616468176e-05, 1.05673616468176e-05)","c(0.913928839387626, 0.481174245226215, 0.483985163424274)",2.59000000000015,FALSE
"39","I attended more funerals before age 20 than most people, other than a pastor will attend in their lifetime. Why I was not one of them, only God can tell. He has the final say and fortunately, He now holds the pen.","than","a","pastor","will","attend","c(130577, 130451, 130466)","c(1, 1, 1)","c(22294, 22294, 22294)","c(12073, 2196, 3745)","c(116542, 116447, 116461)","c(9468, 9484, 9490)","c(1.05673616468176e-05, 1.05673616468176e-05, 1.05673616468176e-05)","c(0.452589531971511, 0.452758609757861, 0.452822013927742)",1.21000000000004,FALSE
"40","And there you have it – something which can’t be ignored","there","you","have","it","","c(413672, 413683, 413891)","c(1, 1, 1)","c(288710, 288710, 288710)","c(8785, 9277, 16821)","c(401917, 401928, 402076)","c(9353, 9428, 9967)","c(1.05673616468176e-05, 1.05673616468176e-05, 1.05673616468176e-05)","c(0.451374285382125, 0.452166837505638, 0.457862645433285)",27.3800000000001,FALSE
"41","I first came across these beautiful patterns by artist Paula Vaughan in the mid-1990s. Traditional style quilts thrown over vintage chairs, vases overflowing with armfuls of wildflowers, and the loveliest dresses from a bygone age.","of","wildflowers","and","the","loveliest","c(289992, 290742, 290120)","c(1, 1, 1)","c(134573, 134573, 134573)","c(15788, 18907, 16311)","c(273790, 274403, 273896)","c(9397, 9441, 9501)","c(1.05673616468176e-05, 1.05673616468176e-05, 1.05673616468176e-05)","c(0.451839249294586, 0.452304213207047, 0.452938254905857)",4.77999999999975,FALSE
"42","individually and as a band in the studio, along with interviews","the","studio","along","with","interviews","c(308283, 308670, 308571)","c(1, 1, 1)","c(136633, 136633, 136633)","c(2795, 15004, 11975)","c(289416, 289755, 289676)","c(9513, 9560, 9574)","c(1.05673616468176e-05, 1.05673616468176e-05, 1.05673616468176e-05)","c(0.453065063245619, 0.453561729243021, 0.453709672306076)",8.68000000000029,FALSE
"43","Frightful's Daughter Meets the Baron Weasel (2007) - Picture Book",NA,NA,"frightful's","daughter","meets","c(30112, 30097, 30093)","c(1, 1, 1)","c(5087, 5087, 5087)","c(18959, 9309, 1199)","c(27027, 27012, 27008)","c(28904, 28905, 28926)","c(1.05673616468176e-05, 1.05673616468176e-05, 1.05673616468176e-05)","c(0.657976772939503, 0.657987340301149, 0.658209254895733)",0.319999999999709,FALSE
"44","Spanish Omelettes are delicious enough by themselves but they are lovely with salad to accompany them to add an attractive finishing touch !!!","are","lovely","with","salad","to","c(95374, 95375, 131138)","c(1, 1, 1)","c(17474, 17474, 22388)","c(20569, 20872, 2893)","c(85891, 85892, 117041)","c(10580, 10585, 9513)","c(1.05673616468176e-05, 1.05673616468176e-05, 1.05673616468176e-05)","c(0.464340438122798, 0.464393274931032, 0.453065063245619)",1.28000000000065,FALSE
"45","Use a pan or kettle to capture the water you run while waiting for warm water to arrive at the faucet. The captured water can be used for other washing purposes.","can","be","used","for","other","c(219489, 218588, 218839)","c(1, 1, 1)","c(122066, 122066, 122066)","c(22319, 1150, 7819)","c(210588, 209829, 210053)","c(9531, 9539, 9830)","c(1.05673616468176e-05, 1.05673616468176e-05, 1.05673616468176e-05)","c(0.453255275755262, 0.453339814648437, 0.456414916887668)",13.8699999999999,FALSE
"46","Her father smiled. ""They take just a tiny bit of your qi, your soul energy, when you're initiated and at various other points during your time there. I don't know how, but they make gold from it.""",NA,"her","father","smiled","they","c(100466, 100467, 38974)","c(1, 1, 1)","c(18654, 18654, 7301)","c(14008, 20740, 6441)","c(90578, 90579, 35173)","c(13961, 43663, 13506)","c(1.05673616468176e-05, 1.05673616468176e-05, 1.05673616468176e-05)","c(0.500068687850766, 0.813940463485221, 0.495260538301453)",3.13000000000011,FALSE
"47","Len Woodbyrne & Joe O’Reilly development at95-97 Francis Street, Dublin8 (central Dublin) has a range of apartments on offer","range","of","apartments","on","offer","c(257611, 257739, 258149)","c(1, 1, 1)","c(128360, 128360, 128360)","c(2998, 7892, 20460)","c(244500, 244617, 244949)","c(9486, 9488, 9762)","c(1.05673616468176e-05, 1.05673616468176e-05, 1.05673616468176e-05)","c(0.452779744481154, 0.452800879204448, 0.455696336295682)",5.75,FALSE
"48","Sound Designer, Electronic, Experimental, Audiovisual, and Multimedia Artist, with emphasis on Film/T.V and visual mediums. Craig Brown aka Sounda is a former Performance Artist with work featured within Compilation CDs, and tracks licensed for film and TV, just to name a few. My experience with the paranormal and connections to the cosmos, inspired a lot of my work. My goals include pushing the limit of Art through Sound and Music and establishing a strong foundation with my contribution in Film and TV. Favorite Lyric: You are just another brick in the wall by Pink Floyd Activities and Thoughts: Flying, stargazing, battling supernatural forces. There is no such thing as silence, silence has a sound. I am trying to figure out what lies within the 11th Dimension. I wonder if the beautiful ring planet is ready to take me back. Craft:","and","tv","favorite","lyric","you","c(39035, 39051, 39049)","c(1, 1, 1)","c(7319, 7319, 7319)","c(1431, 7784, 7168)","c(35233, 35248, 35246)","c(9726, 11261, 13582)","c(1.05673616468176e-05, 1.05673616468176e-05, 1.05673616468176e-05)","c(0.455315911276396, 0.471536811404296, 0.496063657786613)",1.07999999999993,FALSE
"49","I decided to get creative with the leftovers of the rainbow cake... instead of doing the mini cupcake rainbow I had planned. It worked out SO well and I don't think it turned out too bad.","of","doing","the","mini","cupcake","c(71169, 71173, 71170)","c(1, 1, 1)","c(12903, 12903, 12903)","c(3375, 21980, 7034)","c(63763, 63767, 63764)","c(19926, 20190, 20194)","c(1.05673616468176e-05, 1.05673616468176e-05, 1.05673616468176e-05)","c(0.563103000074169, 0.565892783548935, 0.565935052995522)",3.00999999999931,FALSE
"50","anyway, i digress. we’ve got a bed, a sofa, a washing machine – all the important things, really. and the furniture for the baby room comes tomorrow morning. which is good since come next week, i could literally go into labor at any moment. though, i really hope he’ll wait for a little bit. a couple weeks at least. we’re not quite ready yet (though not sure if we will be in a few weeks, either).","we","will","be","in","a","c(410408, 409850, 410138)","c(1, 1, 1)","c(288173, 288173, 288173)","c(21141, 11145, 16069)","c(399089, 398627, 398867)","c(9551, 10099, 10287)","c(1.05673616468176e-05, 1.05673616468176e-05, 1.05673616468176e-05)","c(0.453466622988199, 0.459257537170668, 0.461244201160274)",19.4100000000008,FALSE
"51","In reporting on activities to Chloe, I invented the chick-flick scale, my very own movie rating system. Instead of stars, chick flicks get 1 to 4 hearts (of course). Here are mini reviews of the movies I've watched this past week or so.","chickflick","scale","my","very","own","c(302007, 302087, 302106)","c(1, 1, 1)","c(135948, 135948, 135948)","c(4887, 13961, 17924)","c(284028, 284092, 284111)","c(9366, 9463, 10476)","c(1.05673616468176e-05, 1.05673616468176e-05, 1.05673616468176e-05)","c(0.451511661083534, 0.452536695163277, 0.463241432511526)",4.9399999999996,FALSE
"52","Alyssa is now 10 and has been busy with Volleyball, Girlscouts, and Sunday School. It seems like we are always running with her somewhere. She was struggling in reading in school a few months back, and was put into special reading help class; which was in turn taking time away from her math time and causing her to struggle in math; but she has now caught up with her reading, and has turned her math skills around as well. Conferences are just around the corner, and we have high hopes for her. We repainted her room for her last Birthday and gave her all new bedding and furniture. She has more things in her room, than time to play with the stuff...but what kid doesn't I guess.We don't get to see her as much as we would like to, but we cherish the time we do get with her. We have a lot of fun things planned to do with her on the weekends we have with her, let's hope we don't wear her out!","we","have","high","hopes","for","c(52959, 52956, 51442)","c(1, 1, 1)","c(9625, 9625, 9388)","c(22482, 20579, 11283)","c(47708, 47705, 46360)","c(53566, 59806, 10999)","c(1.05673616468176e-05, 1.05673616468176e-05, 1.05673616468176e-05)","c(0.918589045873882, 0.984529382550167, 0.468768162652824)",1.22999999999956,FALSE
"53","The black sports coat, white button-up shirt, khaki slacks, and leather loafers he wore were all tailored and very expensive giving the impression of him being some sort of major player in the world trying to lay low and relax. It was a thought that Peter was beginning to believe more and more about himself as his sales numbers rocketed into orbit.","in","the","world","trying","to","c(122207, 122210, 122205)","c(1, 1, 1)","c(21037, 21037, 21037)","c(14509, 19053, 80)","c(109253, 109256, 109251)","c(43210, 47122, 47351)","c(1.05673616468176e-05, 1.05673616468176e-05, 1.05673616468176e-05)","c(0.809153448659202, 0.850492967421642, 0.852912893238769)",10.3600000000006,FALSE
"54","After the war memorial, and Northwood Station, we turned right just after St Helen's School towards Northwood Hills. My two South London colleagues were pleased that there actually was a hill. We were surprised at the number of closed-down shops in this apparently affluent area, but the William Jolle pub still seemed to be thriving. (Because it is a Wetherspoons establishment, I can tell you that he was a local 14th century resident) The former pub opposite had, however, metamorphosed into the Namaste Lounge.","the","war","memorial","and","northwood","c(8533, 9858, 9446)","c(1, 1, 1)","c(832, 832, 832)","c(9669, 19930, 16928)","c(7356, 8490, 8133)","c(9323, 9603, 9688)","c(1.05673616468176e-05, 1.05673616468176e-05, 1.05673616468176e-05)","c(0.451057264532719, 0.454016125793835, 0.454914351533816)",1.32999999999993,FALSE
"55","2% Crystal 40",NA,NA,NA,"","crystal","NA","NA","NA","NA","NA","NA","NA",NA,0,FALSE
