"","origLine","nMin4Word","nMin3Word","nMin2Word","nMin1Word","testWord","prediction1","prediction2","prediction3","prediction4","prediction5","prediction6","prediction7","prediction8","timeToPredict","Correct"
"11","Let’s say hypothetically, there is a bomb threat inside an airport. And there is only 10 minutes remaining it will explode. Inside the building there are few whites, blacks and Asian/middle eastern descents. And one of them has the code to disarm the bomb. So what would law enforcement do in a situation like this? Conduct a random check? Or eliminate the best possibilities by checking the Middle Eastern people first? If there are statistics and reasons to believe that threat comes from a certain race, is it unlawful to profile them? If a white man goes on a killing spree then should we waste time checking black men? Same goes to blacks or any other race. Isn’t it simple and smart to stay on facts and statistics or waste time and money by trying to be politically right?","if","a","white","man","goes","c(4492, 4490, 4489)","c(1, 1, 1)","c(1895, 1895, 1895)","c(1931, 987, 402)","c(4323, 4321, 4320)","c(678, 2539, 564)","c(0.000323834196891192, 0.000323834196891192, 0.000665335994677312)","c(0.327072538860105, 0.929727979274614, 0.434464404524288)",0.0300000000000011,FALSE
"12","Come join us next Tuesday February 21 st for discussion on Chapter 3. We will talk about personal will, self control and the ability to stay true to ourselves as we travel through this life. The gathering is fun, free and another opportunity to meet new people.","for","discussion","on","chapter","","c(2763, 2766, 2767)","c(1, 1, 1)","c(1180, 1180, 1180)","c(274, 671, 674)","c(2653, 2656, 2657)","c(502, 504, 720)","c(0.000323834196891192, 0.000323834196891192, 0.000323834196891192)","c(0.270077720207255, 0.270725388601037, 0.340673575129535)",0.0200000000000031,FALSE
"13","""The ANC had earlier approached the South Gauteng High Court to grant us leave to appeal its earlier ruling that the singing of the freedom song was unconstitutional and fitted the crime of incitement.","high","court","to","grant","us","c(4088, 4149, 4069)","c(1, 1, 1)","c(1759, 1759, 1759)","c(770, 1859, 438)","c(3938, 3995, 3924)","c(329, 386, 555)","c(0.000323834196891192, 0.000323834196891192, 0.000323834196891192)","c(0.214054404145078, 0.232512953367876, 0.287240932642488)",0.00999999999999801,FALSE
"14","I have it on good authority that everyone in this company, particularly the strikers, recieved gifts in the company-organised Secret Santa. I also know that the strikers attended the company-funded Xmas Party, where they partook in the company-funded luncheon. They also recieved vouchers to the value of K100, from the company as Xmas gifts.","also","know","that","the","strikers","c(13527, 13432, 13359)","c(1, 1, 1)","c(10753, 10753, 10753)","c(1823, 1090, 607)","c(13380, 13290, 13222)","c(199, 202, 217)","c(0.000323834196891192, 0.000323834196891192, 0.000323834196891192)","c(0.171955958549223, 0.172927461139897, 0.177784974093265)",0.520000000000003,FALSE
"15","Prepare chicken fillets by flattening out a little on a board- They need to be thin and able to 'roll up' with a filling.",NA,NA,"prepare","chicken","fillets","875","1","311","1209","843","1161","0.000665335994677312","0.831669993346653",0.00999999999999801,FALSE
"16","Ed Switenky, manager of traffic engineering and operations, couldn't comment on any short-term improvements the city might be able to make to Governor's Road - in light of last week's accident.","road","","in","light","of","c(1889, 1886, 1904)","c(1, 1, 1)","c(825, 825, 825)","c(1196, 1077, 1760)","c(1816, 1813, 1829)","c(347, 353, 391)","c(0.000323834196891192, 0.000323834196891192, 0.000323834196891192)","c(0.21988341968912, 0.221826424870467, 0.234132124352332)",0.0200000000000031,FALSE
"17","And I very much doubt if it will end there. Because of all the foregoing factors, and the immediate crisis Murdoch faces, BSkyB’s movers know that he must do this deal….or wind up in very bad shape as a business. There may also come a point at which BSkyB find Murdoch himself simply too toxic to have as a buyer anyway.","because","of","all","the","foregoing","c(13527, 13432, 13359)","c(1, 1, 1)","c(10753, 10753, 10753)","c(1823, 1090, 607)","c(13380, 13290, 13222)","c(199, 202, 217)","c(0.000323834196891192, 0.000323834196891192, 0.000323834196891192)","c(0.171955958549223, 0.172927461139897, 0.177784974093265)",0.259999999999998,FALSE
"18","Almighty and everlasting God, by whose Spirit the whole body of your faithful people is governed and sanctified: Receive our supplications and prayers which we offer before you for all members of your holy Church, that in their vocation and ministry they may truly and devoutly serve you; through our Lord and Savior Jesus Christ. Amen.","members","of","your","holy","church","c(9614, 9610, 9612)","c(1, 1, 1)","c(6317, 6317, 6317)","c(702, 450, 564)","c(9425, 9421, 9423)","c(335, 400, 1538)","c(0.000323834196891192, 0.000323834196891192, 0.000323834196891192)","c(0.215997409326425, 0.237046632124353, 0.60556994818653)",0.0399999999999991,FALSE
"19","Complaining and repeating everything we already know every day will do you no good if you do not even have a dog as an early warning system or you allow your daughters to go gallivanting in the streets at night.","or","you","allow","your","daughters","c(4712, 4708, 4710)","c(1, 1, 1)","c(1966, 1966, 1966)","c(729, 468, 585)","c(4533, 4529, 4531)","c(335, 400, 1538)","c(0.000323834196891192, 0.000323834196891192, 0.000323834196891192)","c(0.215997409326425, 0.237046632124353, 0.60556994818653)",0.0300000000000011,FALSE
"20","1/3 cup tomato paste",NA,"","cup","tomato","paste","NA","NA","NA","NA","NA","NA","NA",NA,0.00999999999999801,FALSE
"21","Hmmm... In terms of traditional instruments we have things like a zither, a euphonium and a harmonium in there and I think a nose flute made it to the finished mix too. But I'm no Harry Partch or even Thomas Truax come to that. Life's hard enough. Having said that, I wouldn't mind having a bash on Truax's Mother Superior!","flute","made","it","to","the","c(4088, 4149, 4069)","c(1, 1, 1)","c(1759, 1759, 1759)","c(770, 1859, 438)","c(3938, 3995, 3924)","c(329, 386, 555)","c(0.000323834196891192, 0.000323834196891192, 0.000323834196891192)","c(0.214054404145078, 0.232512953367876, 0.287240932642488)",0.0499999999999972,FALSE
"22","M. Blakeman Ingle",NA,NA,"m","blakeman","ingle","NA","NA","NA","NA","NA","NA","NA",NA,0,FALSE
"23","I napped after studio class tonight. Andrew and I were up really late last night, despite going to bed at a somewhat decent time. We ended up talking to each other for about an hour and a half to two hours just about our lives and what was going on and stuff like that. It was a very nice talk, but it made me tired for today, which explains why I’m still awake now. But don’t worry…I’ll be getting to bed shortly, right after I shower.","tired","for","today","which","explains","c(4480, 4483, 4481)","c(1, 1, 1)","c(1892, 1892, 1892)","c(872, 1963, 1360)","c(4311, 4314, 4312)","c(376, 519, 1107)","c(0.000323834196891192, 0.000323834196891192, 0.000323834196891192)","c(0.229274611398964, 0.275582901554405, 0.465997409326426)",0.0600000000000023,FALSE
"24","Outsell spoke to us about the changes going on in education specifically in the development of custom textbooks.",NA,NA,"outsell","spoke","to","NA","NA","NA","NA","NA","NA","NA",NA,0,FALSE
"25","the autumn rains in righteousness.",NA,NA,"the","autumn","rains","c(3904, 3809, 3736)","c(1, 1, 1)","c(1718, 1718, 1718)","c(1980, 1190, 661)","c(3767, 3677, 3609)","c(199, 202, 217)","c(0.000323834196891192, 0.000323834196891192, 0.000323834196891192)","c(0.171955958549223, 0.172927461139897, 0.177784974093265)",0.0200000000000031,FALSE
"26","In shrouds of words,",NA,NA,NA,"in","shrouds","c(1889, 1886, 1904)","c(1, 1, 1)","c(825, 825, 825)","c(1196, 1077, 1760)","c(1816, 1813, 1829)","c(347, 353, 391)","c(0.000323834196891192, 0.000323834196891192, 0.000323834196891192)","c(0.21988341968912, 0.221826424870467, 0.234132124352332)",0.00999999999999801,FALSE
"27","Valentines Day falls on February 14th each year. It is a holiday in which lovers express said love for each other, traditionally with flowers, candle lit dinners, heart shaped things, chocolate and greeting cards. The first Valentines cards were hand written but over time have made way for more mass produced greetings. These cards, for the most part, depict images of hearts, cupids and love struck victims.","shaped","things","chocolate","and","greeting","c(354, 319, 383)","c(1, 1, 1)","c(72, 72, 72)","c(1293, 789, 1860)","c(338, 305, 366)","c(205, 215, 243)","c(0.000323834196891192, 0.000323834196891192, 0.000323834196891192)","c(0.17389896373057, 0.177137305699482, 0.186204663212436)",0.0300000000000011,FALSE
"28","Nicholas Ridley agreed with the Act of Supremacy, supporting Henry’s action. He became the king’s chaplain and later, in the time of Edward VI, he was Bishop of Rochester. He helped to write the Book of Common Prayer. He became Bishop of London and worked to improve the conditions of the poor.","action","he","became","the","kings","c(3904, 3809, 3736)","c(1, 1, 1)","c(1718, 1718, 1718)","c(1980, 1190, 661)","c(3767, 3677, 3609)","c(199, 202, 217)","c(0.000323834196891192, 0.000323834196891192, 0.000323834196891192)","c(0.171955958549223, 0.172927461139897, 0.177784974093265)",0.0399999999999991,FALSE
"29","Even if you don’t like the so called “screwball comedy”, that some critic also called “sex comedy without sex”, whose Trouble in Paradise gives a perfect example, you could enjoy two things from this movie: the typical Art Deco interior design (in Mme Colet house) and the beautiful gowns designed by Travis Banton (one of the most famous 1930 costume Designer) that show at its best this period style.","comedy","without","sex","whose","trouble","4507","1","1899","1494","4338","800","0.000323834196891192","0.36658031088083",0.00999999999999801,FALSE
"30","Never Did No Wanderin' by The Folksmen","did","no","wanderin'","by","the","c(776, 778, 785)","c(1, 1, 1)","c(248, 248, 248)","c(971, 1172, 1935)","c(746, 748, 754)","c(304, 442, 676)","c(0.000323834196891192, 0.000323834196891192, 0.000323834196891192)","c(0.205958549222798, 0.250647668393783, 0.326424870466322)",0.0200000000000031,FALSE
"31","“Yes,” he said. “Maybe a puppet, or a special toy, or maybe just a stuffed animal you loved very much. Did you have a special friend like that, Tom?”",NA,NA,"yes","he","said","c(1612, 1608, 1614)","c(1, 1, 1)","c(744, 744, 744)","c(1149, 750, 1394)","c(1557, 1553, 1559)","c(255, 277, 287)","c(0.000323834196891192, 0.000323834196891192, 0.000323834196891192)","c(0.19009067357513, 0.197215025906736, 0.200453367875648)",0.00999999999999801,FALSE
"32","You die?",NA,NA,NA,"you","die","c(4695, 4693, 4682)","c(1, 1, 1)","c(1963, 1963, 1963)","c(1219, 1141, 760)","c(4517, 4515, 4506)","c(331, 411, 413)","c(0.000323834196891192, 0.000323834196891192, 0.000323834196891192)","c(0.214702072538861, 0.240608808290156, 0.241256476683938)",0,FALSE
"33","Didn’t quite make church Sunday morning. Sleeping right up to check out causes a bit of a mad rush to get up and get out.",NA,NA,"didnt","quite","make","3078","1","1360","1","2962","2598","0.000323834196891192","0.948834196891195",0.0200000000000031,FALSE
"34","Economists said the cut was an admission by the RBA that it had misread the economy over recent months, failing to recognize that despite a record mining-investment boom the vast bulk of the economy is experiencing near-recessionary conditions.","it","had","misread","the","economy","c(3904, 3809, 3736)","c(1, 1, 1)","c(1718, 1718, 1718)","c(1980, 1190, 661)","c(3767, 3677, 3609)","c(199, 202, 217)","c(0.000323834196891192, 0.000323834196891192, 0.000323834196891192)","c(0.171955958549223, 0.172927461139897, 0.177784974093265)",0.029999999999994,FALSE
"35","How can you start your day any other way than happy with that face wanting to cuddle with you first thing?","start","your","day","any","other","c(407, 1026, 406)","c(1, 1, 1)","c(81, 428, 81)","c(1181, 1257, 200)","c(390, 993, 389)","c(341, 2446, 105)","c(0.000323834196891192, 0.000323834196891192, 0.000665335994677312)","c(0.217940414507773, 0.899611398963734, 0.129075182967398)",0.0200000000000031,FALSE
"36","Roughly a week later, my sister and her ever-expanding family drove in from Alaska and picked me up, and then we all headed on to Alvin, Texas, once a happy place where a son would be reunited with his father, but now a haunted little town where ghosts of memories reared their teeth at every turn. We pulled into the driveway at dusk, greeted by my stepmother and stepbrother, both of who appeared to be much stronger than me.","father","but","now","a","haunted","c(37, 16, 3)","c(1, 1, 1)","c(1, 1, 1)","c(682, 303, 172)","c(33, 14, 3)","c(326, 345, 422)","c(0.000323834196891192, 0.000323834196891192, 0.000323834196891192)","c(0.213082901554405, 0.219235751295337, 0.244170984455959)",0.0600000000000023,FALSE
"37","And that is where we changed from being social beings amongst each other to digital social addicts.","amongst","each","other","to","digital","c(4088, 4149, 4069)","c(1, 1, 1)","c(1759, 1759, 1759)","c(770, 1859, 438)","c(3938, 3995, 3924)","c(329, 386, 555)","c(0.000323834196891192, 0.000323834196891192, 0.000323834196891192)","c(0.214054404145078, 0.232512953367876, 0.287240932642488)",0.0300000000000011,FALSE
"38","(2 Corinthians 10:5).",NA,NA,NA,"","corinthians","NA","NA","NA","NA","NA","NA","NA",NA,0,FALSE
"39","The St. Louis plant had to close. It would die of old age. Workers had been making cars there since the onset of mass automotive production in the 1920s.",NA,"the","st","louis","plant","NA","NA","NA","NA","NA","NA","NA",NA,0,FALSE
"40","The Alaimo Group of Mount Holly was up for a contract last fall to evaluate and suggest improvements to Trenton Water Works. But campaign finance records released this week show the two employees donated a total of $4,500 to the political action committee (PAC) Partners for Progress in early June. Partners for Progress reported it gave more than $10,000 in both direct and in-kind contributions to Mayor Tony Mack in the two weeks leading up to his victory in the mayoral runoff election June 15.","partners","for","progress","in","early","c(1889, 1886, 1904)","c(1, 1, 1)","c(825, 825, 825)","c(1196, 1077, 1760)","c(1816, 1813, 1829)","c(347, 353, 391)","c(0.000323834196891192, 0.000323834196891192, 0.000323834196891192)","c(0.21988341968912, 0.221826424870467, 0.234132124352332)",0.0499999999999972,FALSE
"41","""It’s just another in a long line of failed attempts to subsidize Atlantic City,"" said Americans for Prosperity New Jersey Director Steve Lonegan, a conservative who lost to Christie in the 2009 GOP primary. ""The Revel Casino hit the jackpot here at government expense.""","long","line","of","failed","attempts","c(1245, 2688, 2692)","c(1, 1, 1)","c(581, 1171, 1171)","c(1781, 785, 971)","c(1208, 2582, 2586)","c(2395, 272, 296)","c(0.000323834196891192, 0.000323834196891192, 0.000323834196891192)","c(0.883095854922283, 0.19559585492228, 0.203367875647669)",0.00999999999999801,FALSE
"42","GM labor relations vice president Diana Tremblay said the deal ""will enable GM to be fully competitive and has eliminated the gap with our competitors.""","diana","tremblay","said","the","deal","c(8806, 8711, 8638)","c(1, 1, 1)","c(6069, 6069, 6069)","c(1900, 1142, 637)","c(8659, 8569, 8501)","c(199, 202, 217)","c(0.000323834196891192, 0.000323834196891192, 0.000323834196891192)","c(0.171955958549223, 0.172927461139897, 0.177784974093265)",0.0600000000000023,FALSE
"43","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","exceptions","individuals","now","get","one","c(1454, 1463, 1459)","c(1, 1, 1)","c(688, 688, 688)","c(874, 1867, 1448)","c(1410, 1418, 1414)","c(253, 488, 525)","c(0.000323834196891192, 0.000323834196891192, 0.000323834196891192)","c(0.189443005181348, 0.265544041450778, 0.277525906735752)",0.0399999999999991,FALSE
"44","""Cheap,"" he said. ""He hit me hard enough for me to really feel it."" And then Batum rose to his feet, squared his elbows up and performed his best elbow-throwing impression of the Suns 6-foot-10 forward.","rose","to","his","feet","squared","c(1267, 1268, 1270)","c(1, 1, 1)","c(598, 598, 598)","c(1184, 1193, 1301)","1230:1232","c(1247, 2642, 2671)","c(0.000323834196891192, 0.000323834196891192, 0.000323834196891192)","c(0.511334196891193, 0.963082901554407, 0.972474093264252)",0.0300000000000011,FALSE
"45","Andrade's children, Erin and son Patrick, are adults, and he said he was intrigued by the opportunity to play a mentoring role in the life of a high school student.","patrick","are","adults","and","he","c(354, 319, 383)","c(1, 1, 1)","c(72, 72, 72)","c(1293, 789, 1860)","c(338, 305, 366)","c(205, 215, 243)","c(0.000323834196891192, 0.000323834196891192, 0.000323834196891192)","c(0.17389896373057, 0.177137305699482, 0.186204663212436)",0.00999999999999801,FALSE
"46","""Let your hair down; it looks better.""","let","your","hair","down","it","c(1116, 1119, 1117)","c(1, 1, 2)","c(492, 492, 492)","c(1200, 1781, 1741)","c(1082, 1084, 1083)","c(1242, 2009, 62)","c(0.000323834196891192, 0.000323834196891192, 0.000647668393782383)","c(0.509715025906737, 0.758095854922282, 0.0835492227979275)",0.0300000000000011,FALSE
"47","If you're in the market for gently used, high-quality furniture, you'll want to check out ReDesign Home Consignment in Royal Oak. The other day, a lovely and traditional Thomasville dining table with eight chairs was less than $1,200.","to","check","out","redesign","home","c(7774, 7773, 7770)","c(1, 1, 1)","c(5558, 5558, 5558)","c(1115, 975, 312)","c(7650, 7649, 7646)","c(1495, 1905, 2085)","c(0.000323834196891192, 0.000323834196891192, 0.000323834196891192)","c(0.591645077720209, 0.724417098445598, 0.782707253886013)",0.0499999999999972,FALSE
"48","Today's birthday (May 9): You have amazing powers of visualization. You'll paint your ideal world in words and images and then take steps to make it real.","you'll","paint","your","ideal","world","c(4712, 4708, 4710)","c(1, 1, 1)","c(1966, 1966, 1966)","c(729, 468, 585)","c(4533, 4529, 4531)","c(335, 400, 1538)","c(0.000323834196891192, 0.000323834196891192, 0.000323834196891192)","c(0.215997409326425, 0.237046632124353, 0.60556994818653)",0.0200000000000031,FALSE
"49","I liked theCareerBuilder.comad with the harried office worker and the chimpanzees. And I'm a sucker for the e-Trade babies, although this one yesterday wasn't as edgy and fun as the first two incarnations. And the Bud Light rescue dog Weego was OK, although it went on too long.","incarnations","and","the","bud","light","c(8806, 8711, 8638)","c(1, 1, 1)","c(6069, 6069, 6069)","c(1900, 1142, 637)","c(8659, 8569, 8501)","c(199, 202, 217)","c(0.000323834196891192, 0.000323834196891192, 0.000323834196891192)","c(0.171955958549223, 0.172927461139897, 0.177784974093265)",0.0399999999999991,FALSE
"50","The conference is reportedly working toward a new television deal with ESPN, and Neinas was pushing members to agree to a longterm grant of media rights to the league that would make it all but impossible for schools to bolt.","and","neinas","was","pushing","members","c(4363, 4338, 4359)","c(1, 1, 1)","c(1856, 1856, 1856)","c(1867, 290, 1760)","c(4201, 4176, 4197)","c(280, 530, 775)","c(0.000323834196891192, 0.000323834196891192, 0.000323834196891192)","c(0.19818652849741, 0.279145077720208, 0.35848445595855)",0.0200000000000031,FALSE
"51","Not just by the one who's left at home, wondering whose number that is on your cellphone and where you got those grass stains on your shirt collar, but also by the third party who can reject your advances to go with another suitor.","one","who's","left","at","home","c(501, 500, 493)","c(1, 1, 1)","c(114, 114, 114)","c(874, 866, 46)","c(479, 478, 471)","c(1094, 1621, 1963)","c(0.000323834196891192, 0.000323834196891192, 0.000323834196891192)","c(0.461787564766841, 0.632448186528499, 0.743199481865287)",0.0499999999999972,FALSE
"52","It isn’t a question of whether the school wants the former Florida and Utah coach. It’s a question of whether he wants the school. Why would he step into this cesspool when he can have his pick of jobs?","former","florida","and","utah","coach","c(354, 319, 383)","c(1, 1, 1)","c(72, 72, 72)","c(1293, 789, 1860)","c(338, 305, 366)","c(205, 215, 243)","c(0.000323834196891192, 0.000323834196891192, 0.000323834196891192)","c(0.17389896373057, 0.177137305699482, 0.186204663212436)",0.00999999999999801,FALSE
"53","It is easy to check on whether a parent attends a conference with a teacher or performs volunteer hours at school. But a parent's most valuable contribution typically occurs elsewhere -- in ensuring homework gets done and in making it clear to their children that school is important.",NA,NA,NA,"it","is","c(2032, 2054, 2017)","c(1, 1, 1)","c(864, 864, 864)","c(761, 1582, 49)","c(1953, 1972, 1938)","c(254, 266, 312)","c(0.000323834196891192, 0.000323834196891192, 0.000323834196891192)","c(0.189766839378239, 0.193652849740933, 0.208549222797928)",0.0200000000000031,FALSE
"54","""Be quick, but don't hurry.""",NA,NA,NA,"be","quick","c(596, 605, 587)","c(1, 1, 1)","c(165, 165, 165)","c(828, 1860, 68)","c(570, 579, 561)","c(455, 513, 523)","c(0.000323834196891192, 0.000323834196891192, 0.000323834196891192)","c(0.254857512953369, 0.273639896373058, 0.27687823834197)",0,FALSE
"55","In light of Alex Gonzalez's 413-foot homer on his previous at-bat, Lohse didn't seem to mind walking Gonzalez to load the bases. He did, however, mind walking George Kottaras on a 3-1 pich well out of the strike zone.","out","of","the","strike","zone","c(13527, 13432, 13359)","c(1, 1, 1)","c(10753, 10753, 10753)","c(1823, 1090, 607)","c(13380, 13290, 13222)","c(199, 202, 217)","c(0.000323834196891192, 0.000323834196891192, 0.000323834196891192)","c(0.171955958549223, 0.172927461139897, 0.177784974093265)",0.0600000000000023,FALSE
"56","Medina Sting 2, North York Blues 6",NA,"medina","sting","","north","NA","NA","NA","NA","NA","NA","NA",NA,0.00999999999999801,FALSE
"57","Light, simple, and relying heavily on stove-top and cold preparation, crab might make a nice early Thanksgiving menu for those who must shuttle between families. It could also work for families like mine who eat late and want a snack but must keep the oven free for the hated bird.","must","shuttle","between","families","it","659:661","c(1, 1, 1)","c(188, 188, 188)","c(1146, 1767, 1833)","632:634","c(2490, 656, 724)","c(0.000323834196891192, 0.000665335994677312, 0.000665335994677312)","c(0.913860103626946, 0.495675316034602, 0.54091816367266)",0.0399999999999991,FALSE
"58","The new law, which takes effect immediately, requires bareheaded riders 21 and older to carry at least $20,000 in additional medical insurance. Riders also must have passed a motorcycle safety course or have had their motorcycle endorsement for at least two years. These safeguards are woefully inadequate, given the increased risks and medical costs that come with riding without a helmet.","these","safeguards","are","woefully","inadequate","c(440, 442, 445)","c(1, 1, 1)","c(96, 96, 96)","c(1171, 1262, 1588)","c(423, 424, 426)","c(559, 1347, 1349)","c(0.000323834196891192, 0.000323834196891192, 0.000323834196891192)","c(0.288536269430053, 0.543717616580313, 0.544365284974095)",0.00999999999999801,FALSE
"59","After last night’s match, she sat in her chair next to the umpire’s stand and tried to keep from crying — it was the fewest amount of games won in a women’s U.S. Open final since 1976.","chair","next","to","the","umpires","c(8806, 8711, 8638)","c(1, 1, 1)","c(6069, 6069, 6069)","c(1900, 1142, 637)","c(8659, 8569, 8501)","c(199, 202, 217)","c(0.000323834196891192, 0.000323834196891192, 0.000323834196891192)","c(0.171955958549223, 0.172927461139897, 0.177784974093265)",0.0799999999999983,FALSE
"60","Perhaps it's time to make the situation worse. Or, more precisely, to square your shoulders against your guiding fear, that wave of disapproval. First, accept that it's probably coming anyway, no matter what you do.","first","accept","that","it's","probably","c(2007, 2006, 3624)","c(1, 1, 1)","c(865, 865, 1715)","c(645, 46, 690)","c(1929, 1928, 3503)","c(2462, 2532, 240)","c(0.000323834196891192, 0.000323834196891192, 0.000323834196891192)","c(0.904792746113993, 0.927461139896376, 0.185233160621762)",0.0300000000000011,FALSE
"61","""We don't think $458 million is representative of the cost of this project,"" said Obletz. ""We think that number represented a series of the most expensive sub-options. Our task now is to sort through them, get rid of the expensive sub-options and try to ratchet the project back to a more affordable level.”","cost","of","this","project","said","c(3050, 3983, 3973)","c(1, 1, 1)","c(1334, 1737, 1737)","c(1209, 1827, 838)","c(2934, 3845, 3836)","c(1292, 392, 692)","c(0.000323834196891192, 0.000323834196891192, 0.000323834196891192)","c(0.525906735751297, 0.234455958549223, 0.331606217616581)",0.0200000000000031,FALSE
"62","Context: Last summer, when a panel of growers and winemakers at Foothill Grape Day in Plymouth got around to talking of barbera's role at the table, Justin Boeger remarked: ""Barbera is what I bring to dinner when I don't know the menu. It's versatile."" Other than that, any Italian dish enhanced with tomatoes is traditionally paired with barbera.","tomatoes","is","traditionally","paired","with","NA","NA","NA","NA","NA","NA","NA",NA,0.0300000000000011,FALSE
"63","""The Voice,"" NBC's upstart singing competition, is back for its second season Sunday, and the network is kicking it off in prime-time style -- positioning it right after the Super Bowl.",NA,NA,"the","voice","nbc's","c(3904, 3809, 3736)","c(1, 1, 1)","c(1718, 1718, 1718)","c(1980, 1190, 661)","c(3767, 3677, 3609)","c(199, 202, 217)","c(0.000323834196891192, 0.000323834196891192, 0.000323834196891192)","c(0.171955958549223, 0.172927461139897, 0.177784974093265)",0.00999999999999801,FALSE
